model,id,source_id,shift,gold,original_gold,parsed,parsed_original,valid_option,correct,pred_D,wrong_D,selected_original_D,raw_output,seconds
Qwen3-4B,benqa_10th-Physics_0296__perm3,benqa_10th-Physics_0296,3,C,D,D,A,True,False,True,True,False,D,0.2065
Qwen3-4B,benqa_12th-Biology-II_0119__perm0,benqa_12th-Biology-II_0119,0,C,C,D,D,True,False,True,True,True,D,0.181
Qwen3-4B,benqa_12th-Biology-II_0119__perm1,benqa_12th-Biology-II_0119,1,D,C,D,C,True,True,True,False,False,D,0.1812
Qwen3-4B,benqa_12th-Biology-II_0119__perm2,benqa_12th-Biology-II_0119,2,A,C,D,B,True,False,True,True,False,D,0.1811
Qwen3-4B,benqa_12th-Biology-II_0119__perm3,benqa_12th-Biology-II_0119,3,B,C,D,A,True,False,True,True,False,D,0.1812
Qwen3-4B,benqa_12th-Biology-II_0179__perm0,benqa_12th-Biology-II_0179,0,A,A,D,D,True,False,True,True,True,D,0.1814
Qwen3-4B,benqa_12th-Biology-II_0179__perm1,benqa_12th-Biology-II_0179,1,B,A,B,A,True,True,False,False,False,B,0.1817
Qwen3-4B,benqa_12th-Biology-II_0179__perm2,benqa_12th-Biology-II_0179,2,C,A,D,B,True,False,True,True,False,D,0.1821
Qwen3-4B,benqa_12th-Biology-II_0179__perm3,benqa_12th-Biology-II_0179,3,D,A,D,A,True,True,True,False,False,D,0.1809
Qwen3-4B,benqa_12th-Biology-II_0325__perm0,benqa_12th-Biology-II_0325,0,A,A,C,C,True,False,False,False,False,C,0.2077
Qwen3-4B,benqa_12th-Biology-II_0325__perm1,benqa_12th-Biology-II_0325,1,B,A,D,C,True,False,True,True,False,D,0.2076
Qwen3-4B,benqa_12th-Biology-II_0325__perm2,benqa_12th-Biology-II_0325,2,C,A,D,B,True,False,True,True,False,D,0.2063
Qwen3-4B,benqa_12th-Biology-II_0325__perm3,benqa_12th-Biology-II_0325,3,D,A,D,A,True,True,True,False,False,D,0.2055
Qwen3-4B,benqa_12th-Biology-I_0039__perm0,benqa_12th-Biology-I_0039,0,C,C,B,B,True,False,False,False,False,B,0.1825
Qwen3-4B,benqa_12th-Biology-I_0039__perm1,benqa_12th-Biology-I_0039,1,D,C,C,B,True,False,False,False,False,C,0.1812
Qwen3-4B,benqa_12th-Biology-I_0039__perm2,benqa_12th-Biology-I_0039,2,A,C,D,B,True,False,True,True,False,D,0.1829
Qwen3-4B,benqa_12th-Biology-I_0039__perm3,benqa_12th-Biology-I_0039,3,B,C,D,A,True,False,True,True,False,D,0.1811
Qwen3-4B,benqa_12th-Biology-I_0218__perm0,benqa_12th-Biology-I_0218,0,B,B,D,D,True,False,True,True,True,D,0.1818
Qwen3-4B,benqa_12th-Biology-I_0218__perm1,benqa_12th-Biology-I_0218,1,C,B,D,C,True,False,True,True,False,D,0.1811
Qwen3-4B,benqa_12th-Biology-I_0218__perm2,benqa_12th-Biology-I_0218,2,D,B,D,B,True,True,True,False,False,D,0.1799
Qwen3-4B,benqa_12th-Biology-I_0218__perm3,benqa_12th-Biology-I_0218,3,A,B,C,D,True,False,False,False,True,C,0.181
Qwen3-4B,benqa_12th-Biology-I_0265__perm0,benqa_12th-Biology-I_0265,0,A,A,D,D,True,False,True,True,True,D,0.3403
Qwen3-4B,benqa_12th-Biology-I_0265__perm1,benqa_12th-Biology-I_0265,1,B,A,D,C,True,False,True,True,False,D,0.3383
Qwen3-4B,benqa_12th-Biology-I_0265__perm2,benqa_12th-Biology-I_0265,2,C,A,D,B,True,False,True,True,False,D,0.3391
Qwen3-4B,benqa_12th-Biology-I_0265__perm3,benqa_12th-Biology-I_0265,3,D,A,D,A,True,True,True,False,False,D,0.3398
Qwen3-4B,benqa_12th-Chemistry-II_0054__perm0,benqa_12th-Chemistry-II_0054,0,A,A,C,C,True,False,False,False,False,C,0.1823
Qwen3-4B,benqa_12th-Chemistry-II_0054__perm1,benqa_12th-Chemistry-II_0054,1,B,A,D,C,True,False,True,True,False,D,0.1816
Qwen3-4B,benqa_12th-Chemistry-II_0054__perm2,benqa_12th-Chemistry-II_0054,2,C,A,C,A,True,True,False,False,False,C,0.1811
Qwen3-4B,benqa_12th-Chemistry-II_0054__perm3,benqa_12th-Chemistry-II_0054,3,D,A,D,A,True,True,True,False,False,D,0.1796
Qwen3-4B,benqa_12th-Chemistry-II_0240__perm0,benqa_12th-Chemistry-II_0240,0,B,B,C,C,True,False,False,False,False,C,0.2464
Qwen3-4B,benqa_12th-Chemistry-II_0240__perm1,benqa_12th-Chemistry-II_0240,1,C,B,D,C,True,False,True,True,False,D,0.2473
Qwen3-4B,benqa_12th-Chemistry-II_0240__perm2,benqa_12th-Chemistry-II_0240,2,D,B,C,A,True,False,False,False,False,C,0.2482
Qwen3-4B,benqa_12th-Chemistry-II_0240__perm3,benqa_12th-Chemistry-II_0240,3,A,B,D,A,True,False,True,True,False,D,0.2468
Qwen3-4B,benqa_12th-Chemistry-II_0305__perm0,benqa_12th-Chemistry-II_0305,0,D,D,D,D,True,True,True,False,True,D,0.2085
Qwen3-4B,benqa_12th-Chemistry-II_0305__perm1,benqa_12th-Chemistry-II_0305,1,A,D,D,C,True,False,True,True,False,D,0.2082
Qwen3-4B,benqa_12th-Chemistry-II_0305__perm2,benqa_12th-Chemistry-II_0305,2,B,D,D,B,True,False,True,True,False,D,0.2071
Qwen3-4B,benqa_12th-Chemistry-II_0305__perm3,benqa_12th-Chemistry-II_0305,3,C,D,D,A,True,False,True,True,False,D,0.2075
Qwen3-4B,benqa_12th-Chemistry-I_0140__perm0,benqa_12th-Chemistry-I_0140,0,D,D,D,D,True,True,True,False,True,D,0.3005
Qwen3-4B,benqa_12th-Chemistry-I_0140__perm1,benqa_12th-Chemistry-I_0140,1,A,D,D,C,True,False,True,True,False,D,0.3007
Qwen3-4B,benqa_12th-Chemistry-I_0140__perm2,benqa_12th-Chemistry-I_0140,2,B,D,D,B,True,False,True,True,False,D,0.3006
Qwen3-4B,benqa_12th-Chemistry-I_0140__perm3,benqa_12th-Chemistry-I_0140,3,C,D,D,A,True,False,True,True,False,D,0.3018
Qwen3-4B,benqa_12th-Chemistry-I_0190__perm0,benqa_12th-Chemistry-I_0190,0,B,B,D,D,True,False,True,True,True,D,0.1823
Qwen3-4B,benqa_12th-Chemistry-I_0190__perm1,benqa_12th-Chemistry-I_0190,1,C,B,D,C,True,False,True,True,False,D,0.1896
Qwen3-4B,benqa_12th-Chemistry-I_0190__perm2,benqa_12th-Chemistry-I_0190,2,D,B,D,B,True,True,True,False,False,D,0.1828
Qwen3-4B,benqa_12th-Chemistry-I_0190__perm3,benqa_12th-Chemistry-I_0190,3,A,B,D,A,True,False,True,True,False,D,0.1852
Qwen3-4B,benqa_12th-Chemistry-I_0303__perm0,benqa_12th-Chemistry-I_0303,0,D,D,D,D,True,True,True,False,True,D,0.1849
Qwen3-4B,benqa_12th-Chemistry-I_0303__perm1,benqa_12th-Chemistry-I_0303,1,A,D,D,C,True,False,True,True,False,D,0.1833
Qwen3-4B,benqa_12th-Chemistry-I_0303__perm2,benqa_12th-Chemistry-I_0303,2,B,D,D,B,True,False,True,True,False,D,0.18
Qwen3-4B,benqa_12th-Chemistry-I_0303__perm3,benqa_12th-Chemistry-I_0303,3,C,D,D,A,True,False,True,True,False,D,0.1792
Qwen3-4B,benqa_12th-Math-II_0230__perm0,benqa_12th-Math-II_0230,0,D,D,D,D,True,True,True,False,True,D,0.2993
Qwen3-4B,benqa_12th-Math-II_0230__perm1,benqa_12th-Math-II_0230,1,A,D,D,C,True,False,True,True,False,D,0.2997
Qwen3-4B,benqa_12th-Math-II_0230__perm2,benqa_12th-Math-II_0230,2,B,D,D,B,True,False,True,True,False,D,0.3004
Qwen3-4B,benqa_12th-Math-II_0230__perm3,benqa_12th-Math-II_0230,3,C,D,D,A,True,False,True,True,False,D,0.3025
Qwen3-4B,benqa_12th-Math-II_0234__perm0,benqa_12th-Math-II_0234,0,A,A,invalid,invalid,False,False,False,False,False,We are given the quadratic equation:  $$ x^2 - 4x + 3 = 0 $$  Let the roots be $ \alpha $ and $ \beta $.  We are asked to find:  $$ \frac{1}{\alpha} + \frac{1}{\beta},3.3152
Qwen3-4B,benqa_12th-Math-II_0234__perm1,benqa_12th-Math-II_0234,1,B,A,C,B,True,False,False,False,False,C,0.2452
Qwen3-4B,benqa_12th-Math-II_0234__perm2,benqa_12th-Math-II_0234,2,C,A,D,B,True,False,True,True,False,D,0.2462
Qwen3-4B,benqa_12th-Math-II_0234__perm3,benqa_12th-Math-II_0234,3,D,A,D,A,True,True,True,False,False,D,0.251
Qwen3-4B,benqa_12th-Math-I_0088__perm0,benqa_12th-Math-I_0088,0,C,C,D,D,True,False,True,True,True,D,0.2063
Qwen3-4B,benqa_12th-Math-I_0088__perm1,benqa_12th-Math-I_0088,1,D,C,D,C,True,True,True,False,False,D,0.2077
Qwen3-4B,benqa_12th-Math-I_0088__perm2,benqa_12th-Math-I_0088,2,A,C,B,D,True,False,False,False,True,B,0.2128
Qwen3-4B,benqa_12th-Math-I_0088__perm3,benqa_12th-Math-I_0088,3,B,C,C,D,True,False,False,False,True,C,0.2049
Qwen3-4B,benqa_12th-Math-I_0120__perm0,benqa_12th-Math-I_0120,0,D,D,D,D,True,True,True,False,True,D,0.2078
Qwen3-4B,benqa_12th-Math-I_0120__perm1,benqa_12th-Math-I_0120,1,A,D,C,B,True,False,False,False,False,C,0.2084
Qwen3-4B,benqa_12th-Math-I_0120__perm2,benqa_12th-Math-I_0120,2,B,D,C,A,True,False,False,False,False,C,0.2068
Qwen3-4B,benqa_12th-Math-I_0120__perm3,benqa_12th-Math-I_0120,3,C,D,D,A,True,False,True,True,False,D,0.2074
Qwen3-4B,benqa_12th-Math-I_0202__perm0,benqa_12th-Math-I_0202,0,B,B,B,B,True,True,False,False,False,B,0.2449
Qwen3-4B,benqa_12th-Math-I_0202__perm1,benqa_12th-Math-I_0202,1,C,B,C,B,True,True,False,False,False,C,0.2449
Qwen3-4B,benqa_12th-Math-I_0202__perm2,benqa_12th-Math-I_0202,2,D,B,D,B,True,True,True,False,False,D,0.2437
Qwen3-4B,benqa_12th-Math-I_0202__perm3,benqa_12th-Math-I_0202,3,A,B,A,B,True,True,False,False,False,A,0.2444
Qwen3-4B,benqa_12th-Physics-II_0088__perm0,benqa_12th-Physics-II_0088,0,A,A,D,D,True,False,True,True,True,D,0.2053
Qwen3-4B,benqa_12th-Physics-II_0088__perm1,benqa_12th-Physics-II_0088,1,B,A,D,C,True,False,True,True,False,D,0.2058
Qwen3-4B,benqa_12th-Physics-II_0088__perm2,benqa_12th-Physics-II_0088,2,C,A,D,B,True,False,True,True,False,D,0.2048
Qwen3-4B,benqa_12th-Physics-II_0088__perm3,benqa_12th-Physics-II_0088,3,D,A,D,A,True,True,True,False,False,D,0.2051
Qwen3-4B,benqa_12th-Physics-II_0131__perm0,benqa_12th-Physics-II_0131,0,B,B,D,D,True,False,True,True,True,D,0.3394
Qwen3-4B,benqa_12th-Physics-II_0131__perm1,benqa_12th-Physics-II_0131,1,C,B,C,B,True,True,False,False,False,C,0.3384
Qwen3-4B,benqa_12th-Physics-II_0131__perm2,benqa_12th-Physics-II_0131,2,D,B,D,B,True,True,True,False,False,D,0.3377
Qwen3-4B,benqa_12th-Physics-II_0131__perm3,benqa_12th-Physics-II_0131,3,A,B,C,D,True,False,False,False,True,C,0.3392
Qwen3-4B,benqa_12th-Physics-I_0106__perm0,benqa_12th-Physics-I_0106,0,D,D,D,D,True,True,True,False,True,D,0.1801
Qwen3-4B,benqa_12th-Physics-I_0106__perm1,benqa_12th-Physics-I_0106,1,A,D,C,B,True,False,False,False,False,C,0.1808
Qwen3-4B,benqa_12th-Physics-I_0106__perm2,benqa_12th-Physics-I_0106,2,B,D,D,B,True,False,True,True,False,D,0.1814
Qwen3-4B,benqa_12th-Physics-I_0106__perm3,benqa_12th-Physics-I_0106,3,C,D,D,A,True,False,True,True,False,D,0.1808
Qwen3-4B,benqa_12th-Physics-I_0109__perm0,benqa_12th-Physics-I_0109,0,C,C,D,D,True,False,True,True,True,D,0.1817
Qwen3-4B,benqa_12th-Physics-I_0109__perm1,benqa_12th-Physics-I_0109,1,D,C,D,C,True,True,True,False,False,D,0.1811
Qwen3-4B,benqa_12th-Physics-I_0109__perm2,benqa_12th-Physics-I_0109,2,A,C,D,B,True,False,True,True,False,D,0.1814
Qwen3-4B,benqa_12th-Physics-I_0109__perm3,benqa_12th-Physics-I_0109,3,B,C,D,A,True,False,True,True,False,D,0.1812
Qwen3-4B,benqa_8th-Math_0031__perm0,benqa_8th-Math_0031,0,D,D,D,D,True,True,True,False,True,D,0.2086
Qwen3-4B,benqa_8th-Math_0031__perm1,benqa_8th-Math_0031,1,A,D,D,C,True,False,True,True,False,D,0.2072
Qwen3-4B,benqa_8th-Math_0031__perm2,benqa_8th-Math_0031,2,B,D,D,B,True,False,True,True,False,D,0.2092
Qwen3-4B,benqa_8th-Math_0031__perm3,benqa_8th-Math_0031,3,C,D,D,A,True,False,True,True,False,D,0.2081
Qwen3-4B,benqa_8th-Math_0085__perm0,benqa_8th-Math_0085,0,C,C,D,D,True,False,True,True,True,D,0.1807
Qwen3-4B,benqa_8th-Math_0085__perm1,benqa_8th-Math_0085,1,D,C,D,C,True,True,True,False,False,D,0.1801
Qwen3-4B,benqa_8th-Math_0085__perm2,benqa_8th-Math_0085,2,A,C,D,B,True,False,True,True,False,D,0.1829
Qwen3-4B,benqa_8th-Math_0085__perm3,benqa_8th-Math_0085,3,B,C,D,A,True,False,True,True,False,D,0.1797
Qwen3-4B,benqa_8th-Science_0024__perm0,benqa_8th-Science_0024,0,C,C,D,D,True,False,True,True,True,D,0.2053
Qwen3-4B,benqa_8th-Science_0024__perm1,benqa_8th-Science_0024,1,D,C,C,B,True,False,False,False,False,C,0.205
Qwen3-4B,benqa_8th-Science_0024__perm2,benqa_8th-Science_0024,2,A,C,D,B,True,False,True,True,False,D,0.2054
Qwen3-4B,benqa_8th-Science_0024__perm3,benqa_8th-Science_0024,3,B,C,D,A,True,False,True,True,False,D,0.2068
Qwen3-4B,benqa_8th-Science_0153__perm0,benqa_8th-Science_0153,0,C,C,D,D,True,False,True,True,True,D,0.2055
Qwen3-4B,benqa_8th-Science_0153__perm1,benqa_8th-Science_0153,1,D,C,D,C,True,True,True,False,False,D,0.2056
Qwen3-4B,benqa_8th-Science_0153__perm2,benqa_8th-Science_0153,2,A,C,D,B,True,False,True,True,False,D,0.2059
Qwen3-4B,benqa_8th-Science_0153__perm3,benqa_8th-Science_0153,3,B,C,C,D,True,False,False,False,True,C,0.2048
