model,id,gold,gold_numeric_values,bangla_correct,banglish_correct,english_correct,bangla_raw_full_numeric_signature,banglish_raw_full_numeric_signature,english_raw_full_numeric_signature,bangla_parsed_full_numeric_signature,banglish_parsed_full_numeric_signature,english_parsed_full_numeric_signature,alt_raw_signature_any,alt_raw_signature_both,alt_correct_any,banglish_retains_alt_raw_signature,banglish_drops_alt_raw_signature,banglish_correct_given_alt_raw_signature,banglish_wrong_without_raw_number_given_alt_raw_signature,banglish_meta_given_alt_raw_signature,banglish_raw_has_any_number,banglish_wrong_without_raw_number,banglish_meta_uncertainty,bangla_raw_numeric_values,banglish_raw_numeric_values,english_raw_numeric_values,banglish_raw_excerpt
Qwen3-4B,banglamath_0226,২৫০ টাকা,250,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,0.4545454545454545454545454545;5;6;11;250;550,0;5;6;18.333;110;550,5;6;11;50;250;550,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe 550 ÷ 5 = 110 110 ÷ 6 = 18.333... Prothom ongsh (first remainder) = 550 mod 5 = 0 Then 0 mod 6 = 0 But the question is...
Qwen3-4B,banglamath_0227,৭.৫ কিমি,7.5,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,1;2;3;5,,2;2.5;3;5;7.5,"The question appears to be in a mix of Bengali and English, and it seems to be asking about a sequence or pattern involving ""bondhur durotto"" (likely meaning ""bondhur"" or ""pair""..."
Qwen3-4B,banglamath_0228,২/৫,0.4,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,0.4;40,0.4;40,0.4,"40% ke sadharon bhognangshe prokash korole ki hoy → 40% ke sadharon bhognangshe prokash korole ki hoy, ta holo 40% ke sadharon bhognangshe prokash korole ki hoy, jekhane ""sadhar..."
Qwen3-4B,banglamath_0229,1.5,1.5,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,1.5,1.5;100;150,1.5,"150% ke doshomik bhognangshe prokash korole ki hoy, tai 150% = 150/100 = 1.5 Doshomik bhognangshe prokash korle, 1.5 = 1.5 × 100 = 150 Teh, 150% ke doshomik bhognangshe prokash..."
Qwen3-4B,banglamath_0230,20%,0.2;20,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,0.2;20;25;100;125,25;125,0.2;20;25;100;125,"The question ""25 taka 125 takar shotkora koto"" appears to be in a mix of Bengali and possibly a typo or misphrasing. ""Taka"" is the currency unit in Bangladesh, and ""takar"" might..."
Qwen3-4B,banglamath_0231,২০ টাকা,20,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,0.2;1.2;20;24,0.2;4.8;19.2;20;24,0.2;1.2;20;24,20% labhe 24 takay bikroy korle kroyomullo koto 24 er 20% = (20/100) × 24 = 4.8 Tehabe kroyomullo = 24 - 4.8 = 19.2 Final answer: 19.2
Qwen3-4B,banglamath_0232,২০০ টাকা,200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.15;0.85;1;15;85;100;170,0.15;15;25.5;170,0.15;1;1.15;15;100;115;147.8260869565217391304347826;147.83;170,170 takay bikroy korle 15% komishon er prokrit mullo koto: 15% komishon = 15/100 × 170 = 0.15 × 170 = 25.5 Prokrit mullo = 25.5 takay Final answer: 25.5
Qwen3-4B,banglamath_0233,৭ দিন,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.005952380952380952380952380952;0.03571428571428571428571428571;0.1428571428571428571428571429;0.1666666666666666666666666667;1;6;24;28,1;2;6;7;24;28;168,1;2;6;24;28;168,"6 jon lok 28 dine kaj kore, 24 jon lok koto dine kore? 1. 6 jon lok 28 dine kaj kore → 6 × 28 = 168 কাজ 2. 24 jon lok er kaj kore? 168 কাজ করা হয় 24 জনের মধ্যে → প্রতি জনের কাজ..."
Qwen3-4B,banglamath_0234,৬ দিন,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.06666666666666666666666666667;0.1;1;10;15,10;15;25,0.06666666666666666666666666667;0.1;0.1666666666666666666666666667;1;10;15,10 + 15 = 25 dine korbe.
Qwen3-4B,banglamath_0236,১২ টাকা,12,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,False,True,True,1;2;6;10;12;60,,1;2;6;10;12;60,"The given text appears to be in a mix of Bengali and possibly a typo or miscommunication. It seems to describe a product (bolopener dam) with pricing and quantity details, but t..."
Qwen3-4B,banglamath_0237,৬৪ টাকা,64,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,1;4;12;16;48;64,1;16;48,1;4;12;16;48;64,"The given input ""1 dojon dimer dam 48 taka hole 16ti dimer dam koto"" appears to be a mix of words that do not form a coherent sentence or meaningful phrase in any standard langu..."
Qwen3-4B,banglamath_0518,১৫০ মিটার,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2;3;400,,2;3;4;8;50;400,"The given text appears to be in a corrupted or nonsensical form, possibly due to a language or encoding issue. It does not form a coherent sentence in any known language, and th..."
Qwen3-4B,banglamath_0519,৭৫০০ বর্গমিটার,2;7500,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,2;50;150;7500,2;50;75;150;7500,2;50;150;7500,"The question appears to be in a mix of Bengali and possibly a typo or miscommunication. However, interpreting it in a logical context: ""ekti ayotokar baganer doirgho 150 mitar o..."
Qwen3-4B,banglamath_0521,৭০ মিটার,70,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,2;15;20;35;70,15;20;35,2;15;20;35;70,20 + 15 = 35 The answer is 35.
Qwen3-4B,banglamath_0522,১৭৬ বর্গমিটার,2;176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,,,"The question appears to be in a mix of Bengali and English and is unclear or possibly malformed. It seems to ask about Jomir Bhitore's land area in a specific route, but the phr..."
Qwen3-4B,banglamath_0526,৩০ বর্গ মিটার,2;30,False,False,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,2;6;10;30,2;6;10;60,2;30,10 × 6 = 60 60 mitar²
Qwen3-4B,banglamath_0531,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,5;507;700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7;11;500;500.7;700;5507.7,1;1.4;11;500;700,11;55;500;700;5507;500000;500700;5507700,"500 গ্রাম খন্দ জমি মাত্র 700 গ্রাম আলু হলে, 1 খন্দ জমি মাত্র আলু = 700 / 500 = 1.4 গ্রাম তাহলে 11 খন্দ জমি মাত্র আলু = 11 × 1.4 = 1"
Qwen3-4B,banglamath_0532,১ মেট্রিক টন ৭৫০ কেজি,1;750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.75;16;28,1.75;16;28,1.75;16;28,28 metrik ton ÷ 16 ekor = 1.75 metrik ton per ekor Final answer: 1.75
Qwen3-4B,banglamath_0533,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়),666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1;30;66;666.67;20000,20000,30;666.67;20000,20000 metrik ton rod toiri hole doinik ki poriman rod toiri hoy 20000 metrik ton।
Qwen3-4B,banglamath_0538,৩৮৪ বর্গ মিটার,2;384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2;40;60,2;40;60;2400,2;36;40;56;60;2400,"The question is in Bengali and translates to: ""A road has a length of 60 meters and a width of 40 meters. If 2 meters of the road is blocked, how much area is left?"" We are to f..."
Qwen3-4B,banglamath_0539,১৪৭ বর্গমিটার,2;147,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2;7.5;14;1102.5,7.5;147;1102.5,2;147,1102.50 ÷ 7.50 = 147 The answer is 147.
Qwen3-4B,banglamath_0540,২১ মিটার,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2;3;7;49;147,,2;3;7;49;147,The given text appears to be in a mix of Bengali and possibly corrupted or nonsensical characters. It does not form a coherent question or statement in any standard language. Th...
Qwen3-4B,banglamath_0541,৪৪৪ বর্গমিটার,2;444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3;30;50,3;30;50,2;3;24;30;44;50,"The question appears to be in a mix of Bengali and English, and it seems to be asking about the distance between two points given certain conditions. Let's interpret it carefull..."
Qwen3-4B,banglamath_0542,৩৪০০ টাকা,3400,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,2;24;25;44;68;136;3400,1;2;24;25;44;1056,2;24;25;44;68;136;3400,"The question appears to be in a mix of Bengali and English, and it seems to be asking for the cost of a certain area (likely a rectangular plot) at a rate of 25 taka per square..."
Qwen3-4B,banglamath_0549,৪৫০ বর্গমিটার,2;450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.5;35;50,35;50;1750,1;2;2.5;35;50;1750,The question seems to be asking for the area of a rectangular path (rasta) given that the length of the garden (baganer doirgho) is 50 miles and the width (prostho) is 35 miles....
Qwen3-4B,banglamath_0550,২২৫৬.২৫ বর্গমিটার,2;2256.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4;47.5;190,,1;2;3;4;47.5;190,"The given text appears to be a mix of nonsensical or garbled words, possibly in a constructed or fictional language, and does not form a coherent sentence in any known language...."
Qwen3-4B,banglamath_0552,৪৫০০ বর্গগজ,4500,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,2;50;90;4500,50;90;140,50;90;4500,{90 + 50 = 140}
Qwen3-4B,banglamath_0553,১১২৫টি,1125,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,4;1125;4500,4;4500,4;1125;4500,"The given statement is in Bengali and appears to be a question or statement about agricultural land and the number of ploughs (pathor) required. However, the sentence is grammat..."
Qwen3-4B,banglamath_0557,৯৩০ টাকা,930,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.25;1;3;3.25;120,7.75;30;31;120;930,0.25;3;3.25;4;13;30;120;390,"120 মিটার প্রতি মিটারে 31/4 টাকা করে দেওয়া হলে, মোট খরচ হবে: \[ 120 \times \frac{31}{4} = 30 \times 31 = 930 \text{ টাকা} \] সুতরাং, মোট খরচ হবে **930"
Qwen3-4B,banglamath_0558,২০ মিটার,20,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,False,True,True,3;20;60,,3;20;60,"The given text appears to be a garbled or nonsensical combination of words, possibly in a corrupted or fictional language. There is no clear meaning or grammatical structure tha..."
Qwen3-4B,banglamath_0559,১৬০০ বর্গমিটার,2;1600,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,4;40;160,2;160,2;40;160;1600,"160 মিটার হলে ক্ষেত্রফল হবে 160 বর্গমিটার। সুতরাং, ক্ষেত্রফল = 160 বর্গমিটার। Final answer: 160"
Qwen3-4B,banglamath_1684,"১২, ১২, ৩ বছর",3;12,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,3;6;12;29,2;3;6;12;29,2;3;12;29,"Putroder bortoman boyos koto? We are given: - Karim Sahib has 3 sons and 2 daughters. - 3 daughters are born in the same year (29 months). - 6 months before that, the sons were..."
Qwen3-4B,banglamath_1685,দুইজনের বয়স সমান,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,2;3,2;4,"The question appears to be in a mix of Bengali and possibly a riddle or logical puzzle. Let's interpret and solve it step by step. Given: - ""2 bochhor por jiboner boyos hobe"" →..."
Qwen3-4B,banglamath_1686,প্রতেকে পাবে ৫/৬ আপেল।অর্থাৎ ১টি আপেলের অর্ধেক +১টি আপেলের ১/৩ ভাগ।,0.3333333333333333333333333333;0.8333333333333333333333333333;1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1;3;5;6,3,0.8333333333333333333333333333;2;2.5;3;5;6;15,3 tukorate
Qwen3-4B,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",3;4,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1;2;4;5;31;32,1;2;4;5;31;32,1;2;3;4;5;20;25;31;32;160,Let's solve the problem step by step. We are given: 1. 4 ti kathal ebong 5 ti toromujer ojoner somoshti 32 kilogram. → 4 kathals and 5 toromujers weigh 32 kg. 2. 5 ti kathal ebo...
Qwen3-4B,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",70;95;190;210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,25,2;3;25;75,2;3;25;400,"Baburchi proti minite 3 ti peyaj, tar sohokormi proti minite 2 ti peyaj katte pare. Jodi baburchi tar sohokormir cheye 25 minit age peyaj kata bondho kore, ta means: - Baburchi..."
Qwen3-4B,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",10;14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1;2,,2,"Let's solve the problem step by step. We are given a riddle-like scenario in Bengali, which we will translate and analyze logically. --- **Translation and understanding:** > ""Kh..."
Qwen3-4B,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,1;3;5,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,1;3;5;10,1;3;5,1;2;3;5;10,Goyalar kachhe jesob patro ache shudhu ta diye kibhabe kretake 1 litar dudh deya sombhob? Dudh mapar duti khali patro: - Ekti 5 litarer - Oporoti 3 litarer Kritake 1 litar dudh...
Qwen3-4B,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",1;5;14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1;3;20,0;20,0;1;2;3;20,"{20, 20, 0}"
Qwen3-4B,banglamath_1693,24,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3333333333333333333333333333;1;4,14,0.25;0.3333333333333333333333333333;0.5833333333333333333333333333;2;7;12;14;168,14
Qwen3-4B,banglamath_1694,১ মিনিট,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6;16;16.66666666666666666666666667;60;1000;3600,2;60;220;500,6;60;500;1000,{500 - 60} ÷ 2 = 220 220 somoy lagbe.
Qwen3-4B,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",36;39;45;60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2;0.25;0.3333333333333333333333333333;39,0.2;0.25;0.3333333333333333333333333333;1;39,0.2;0.25;0.3333333333333333333333333333;39,"We are given a problem in Bengali, which translates to: ""1ti parke 1/3 bhag narokelogachh, 1/4 gachhoam gachh, 1/5 bhag bot gachh ebong 39ti fuler gachh. Bagane kon gachh kototi..."
Qwen3-4B,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,0.18;1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1;2;10;20;100,0.1;10;20;200,0.1;10;20;100;200,10% lobonomishrit shorobot banate 20 gram lobon diye 200 ml panir dorokar। Final Answer: 200
Qwen3-4B,banglamath_1697,70,70,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,0.5;2;10;30;60;70,0.5;2;10;30;60;70,2;10;30;60;70,30 ke 1/2 diye bhag kore: 30 ÷ (1/2) = 30 × 2 = 60 60 e 10 jog kore: 60 + 10 = 70 Final answer: 70
Qwen3-4B,banglamath_1698,১৩ টা,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1;6;12,120,0;6;7;8;12;30;60;360,120
Qwen3-4B,banglamath_1699,132,132,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,2;10;16;32;100;132,2;10;16;32;100;132,2;10;16;32;100;132,We are given: - $ A - B = 10 $ - $ AB = 16 $ - We are to find $ A^2 + B^2 $ We use the identity: $$ A^2 + B^2 = (A - B)^2 + 2AB $$ Substitute the given values: $$ A^2 + B^2 = (1...
Qwen3-4B,banglamath_1703,৩৬টি,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1;1.2;90;120;144,14;30;54;90;120;144,1;90;120;144,"The question is in Bengali and translates to: ""Out of 120 or 144, if 90 are taken away, how many are left?"" We need to find the remainder when 90 is subtracted from either 120 o..."
