id,answer,subject,domain,bangla_correct,banglish_correct,english_correct,bangla_parsed,banglish_parsed,english_parsed,bangla_prompt,banglish_prompt,english_prompt
benqa_ext_10th-Physics_0206,C,Physics,physics,0,0,1,D,D,C,"কোন শক্তিগুলো নবায়নযোগ্য শক্তি? A. কয়লা, ভূ-তাপ ও সমুদ্র তরঙ্গ B. প্রাকৃতিক গ্যাস, জোয়ার ভাটা ও বায়ু প্রবাহ C. জলপ্রবাহ, সমুদ্র তাপ ও সূর্যের আলো D. সূর্যের তাপ, হাইড্রোজেন ফুয়েল ও ইউরেনিয়াম Answer with only A, B, C,...","kon shoktigulo nobayonojogy shokti? A. koyola, bhu-tap o somudr torongg B. prakritik gyas, joyar bhata o bayu probah C. joloprobah, somudr tap o suryer alo D. suryer tap, haidrojen fuyel o iureniyam Answer with only A...","Which of the following are renewable energy? A. coal, Geothermal energy and sea wave B. Nature gas, tides and air flow C. watew floow, heat trom sea and sunlighy D. Sunlighy, Hydrogen fuel and Uranium Answer with only..."
benqa_ext_10th-Physics_0208,A,Physics,physics,0,0,1,D,D,A,"একটি বস্তুর ক্ষেত্রফল বাড়ালে- i. চাপ কমে ii. বল বাড়ে iii. ঘনত্ব বাড়ে নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B, C, or D.","ekoti bostur kshetrofol barale- i. chap kome ii. bol bare iii. ghonotb bare nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer with only A, B, C, or D.","To increase area of a body- i. pressure decreases ii. Force increases iii. Density increases which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0218,C,Physics,physics,0,0,1,A,D,C,"সমতল দর্পণে কোন ধরণের প্রতিবিম্ব গঠিত হয়? A. বাস্তব ও উল্টো B. বাস্তব ও সোজা C. অবাস্তব ও সোজা D. অবাস্তব ও উল্টো Answer with only A, B, C, or D.","somotol dorpone kon dhoroner protibimb gothit hoy? A. bastob o ulto B. bastob o soja C. obastob o soja D. obastob o ulto Answer with only A, B, C, or D.","Which type of image is formed in plane mirror? A. Real & inverted B. Real & erect C. Virtual & erect D. Virtual & inverted Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0221,B,Physics,physics,1,0,1,B,C,B,"একটি বস্তুকে g বেগে খাড়া উপরের দিকে নিক্ষেপ করা হলে, উহা কত উপরে উঠবে? A. 1m B. 4.9 C. 9.8 m D. 96.04 m Answer with only A, B, C, or D.","ekoti bostuke g bege khara uporer dike nikshep kora hole, uha kot upore uthobe? A. 1m B. 4.9 C. 9.8 m D. 96.04 m Answer with only A, B, C, or D.","How much height an object travel when it was thrown at a velocity of g, vertically upword? A. 1m B. 4.9 C. 9.8 m D. 96.04 m Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0227,A,Physics,physics,1,0,1,A,B,A,"অবতল দর্পণে ফোকাস তল ও প্রধান অক্ষের মধ্যবর্তী কোণের মান কত? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D.","obotol dorpone fokas tol o prodhan oksher modhyoborti koner man kot? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D.","What is the angle between focal plane and principal axis of a concave mirror? A. 90\degree B. 180\degree C. 270\degree D. 360\degree Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0228,D,Physics,physics,1,0,1,D,B,D,"কে কোয়ান্টাম তত্ত্ব প্রদান করেন? A. নিউটন B. আইনস্টাইন C. সত্যেন্দ্রনাথ বসু D. ম্যাক্স প্ল্যাঙ্ক Answer with only A, B, C, or D.","ke koyantam totto prodan koren? A. niuton B. ainostain C. sotyendronath bosu D. myaks plyangk Answer with only A, B, C, or D.","Who discovered ""Quantum theory""?"" A. Newton B. Einstein C. Satyendra Nath Basu D. Max Planck Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0231,B,Physics,physics,1,0,1,B,D,B,"রাস্তার বাঁক দেখার জন্য সমতল দর্পণ কত ডিগ্রি কোণে স্থাপন করতে হয়? A. 30\degree B. 45\degree C. 60\degree D. 90\degree Answer with only A, B, C, or D.","rastar bank dekhar jony somotol dorpon kot digri kone sthapon korote hoy? A. 30\degree B. 45\degree C. 60\degree D. 90\degree Answer with only A, B, C, or D.","At which angle a plane mirror will be needed to place to view the turning of road? A. 30\degree B. 45\degree C. 60\degree D. 90\degree Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0242,A,Physics,physics,0,0,1,D,B,A,"নবায়নযোগ্য শক্তি হচ্ছে- i. বায়ু শক্তি ii. বায়ো ফুয়েল iii. কয়লা নিচের কোনটি সঠিক? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, or D.","nobayonojogy shokti hochchhe- i. bayu shokti ii. bayo fuyel iii. koyola nicher konoti sothik? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, or D.","Renewable energy is - i. wind energy ii. bio fuel iii. coal Which one is correct? A. i and ii B. i and iii C. ii and iii D. i, ii and iii Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0251,C,Physics,physics,0,0,1,B,B,C,"প্রকৃতিতে বিদ্যমান মৌলিক বল কয়টি? A. 2 টি B. 3 টি C. 4 টি D. 5 টি Answer with only A, B, C, or D.","prokritite bidyoman moulik bol koyoti? A. 2 ti B. 3 ti C. 4 ti D. 5 ti Answer with only A, B, C, or D.","How many fundamental forces exist in nature? A. 2 B. 3 C. 4 D. 5 Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0271,A,Physics,physics,0,0,1,D,B,A,"রোধ প্রস্থচ্ছেদের ক্ষেত্রফলের সাথে কীভাবে সম্পর্কযুক্ত? A. ব্যাস্তানুপাতে B. সমানুপাতে C. বর্গের ব্যস্তানুপাতে D. বর্গমূলের ব্যস্তানুপাতে Answer with only A, B, C, or D.","rodh prosthochchheder kshetrofoler sathe kibhabe somporkojukt? A. byastanupate B. somanupate C. borger byostanupate D. borgomuler byostanupate Answer with only A, B, C, or D.","How is resistence related with the area of cross-section? A. Inversely proportionate B. Proportionate C. Square of inversely proportionate D. Square root of inversely proportionate Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0282,D,Physics,physics,1,0,1,D,C,D,"2\Omega রোধের তিনটি রোধ পরস্পর সমান্তরালে সংযুক্ত করলে তুল্য রোধের মান কত ওহম হবে? A. 6 B. 4 C. 0.55 D. 0.67 Answer with only A, B, C, or D.","2\Omega rodher tinoti rodh porospor somantorale songjukt korole tuly rodher man kot ohom hobe? A. 6 B. 4 C. 0.55 D. 0.67 Answer with only A, B, C, or D.","If three resistances of 2\Omega are connected in parallel, what is the value of equivalent resistance? A. 6 B. 4 C. 0.55 D. 0.67 Answer with only A, B, C, or D."
benqa_ext_10th-Physics_0304,C,Physics,physics,1,0,0,C,B,D,"একটি দণ্ডের দৈর্ঘ্য (12 \pm 0.05) cm. দৈর্ঘ্য পরিমাপের আপেক্ষিক ত্রুটি কত? A. 12.05 B. 11.95 C. 0.42 D. 0.0042 Answer with only A, B, C, or D.","ekoti donder doirghy (12 \pm 0.05) cm. doirghy porimaper apekshik truti kot? A. 12.05 B. 11.95 C. 0.42 D. 0.0042 Answer with only A, B, C, or D.","If the length of a rod is (12 \pm 0.05) cm what will be the relative error of the length measurement? A. 12.05 B. 11.95 C. 0.42 D. 0.0042 Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0011,A,Biology-II,biology-ii,0,0,1,B,B,A,সম্পূর্ণ রূপান্তরের ক্ষেত্রে নিচের কোনটি সঠিক? A. ডিম \rightarrow লার্ভা \rightarrow পিউপা \rightarrow ইমাগো B. ডিম \rightarrow পিউপা \rightarrow লার্ভা \rightarrow ইমাগো C. লার্ভা \rightarrow ডিম \rightarrow পিউপা \r...,sompurn rupantorer kshetre nicher konoti sothik? A. dim \rightarrow larbha \rightarrow piupa \rightarrow imago B. dim \rightarrow piupa \rightarrow larbha \rightarrow imago C. larbha \rightarrow dim \rightarrow piupa...,"Which is correct one incase of complete metamorphosis? A. Egg→Larva→Pupa→Imago B. Egg→Pupa→Larva→Imago C. Larva→Egg→Pupa→Imago D. Imago→Egg→Pupa→Larva Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0014,C,Biology-II,biology-ii,1,0,1,C,D,C,"Archaeopteryx এ কোন কোন শ্রেণির বৈশিষ্ট রয়েছে? A. স্তন্যপায়ী ও পাখি B. সেরাীসৃপ ও উভচর C. সরীসৃপ ও পাখি D. স্তন্যপায়ী ও সরীসৃপ Answer with only A, B, C, or D.","Archaeopteryx e kon kon shrenir boishisht royechhe? A. stonyopayi o pakhi B. seraisrip o ubhochor C. sorisrip o pakhi D. stonyopayi o sorisrip Answer with only A, B, C, or D.","Which features of classes are found in Archaepteryx? A. Mammalia and Aves B. Reptilia and Amphibia C. Reptilia and Aves D. Mammalia and Reptalia Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0015,A,Biology-II,biology-ii,1,0,0,A,B,B,"কোন শ্রেণিতে ৫-১৫ জোড়া গলবিলীয় ফুলকা রন্ধ্র পাওয়া যায়? A. Myxini B. Petromyzontida C. Chondrichlhyes D. Actinopterygii Answer with only A, B, C, or D.","kon shrenite 5-15 jora golobiliy fuloka rondhr paoya jay? A. Myxini B. Petromyzontida C. Chondrichlhyes D. Actinopterygii Answer with only A, B, C, or D.","Which of the following class have 5-15 pairs in pharynaxial gill-slits? A. myxini B. petromyzontida C. Chondrichthyes D. Actinopterygii Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0033,C,Biology-II,biology-ii,0,0,1,D,D,C,"জনাব নাইম দম্পতির সন্তান্দের ৫০% লিঙ্গ নির্ধারিত রোগে আক্রান্ত এবং ৫০% বাহক হওয়ার সম্ভাবনা রয়েছে। উদ্দীপকের আলোকে সন্তানরা কখন এমন হতে পারে? A. বাবা আক্রান্ত, মা স্বাভাবিক B. বাবা স্বাভাবিক, মা আক্রান্ত C. -বাবা আক্রা...","jonab naim dompotir sontander 50% lingg nirdharit roge akrant ebong 50% bahok hooyar sombhabona royechhe. uddipoker aloke sontanora kokhon emon hote pare? A. baba akrant, ma sbabhabik B. baba sbabhabik, ma akrant C. -...","The children of Mr. and Mrs. Naim are 50% more likely to be infected with sex-linked disease and 50% more likely to be carriers. When can children be like that according to stem? A. Father infected,mother normal B. Fa..."
benqa_ext_12th-Biology-II_0059,C,Biology-II,biology-ii,0,0,1,B,D,C,"ইন্টাক্যালেটেড ডিস্ক পাওয়া যায় কোন পেশিতে? A. মসৃণ পেশি B. কঙ্কাল পেশি C. কাার্ডিয়াক পেশি D. ঐচ্ছিক পেশি Answer with only A, B, C, or D.","intakyaleted disk paoya jay kon peshite? A. mosrin peshi B. kongkal peshi C. kaardiyak peshi D. oichchhik peshi Answer with only A, B, C, or D.","In which muscle is found 'Intercalated Dise'? A. Smooth muscle B. Skeletal Muscle C. Cardiac muscle D. Voluntary muscle Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0069,C,Biology-II,biology-ii,1,0,1,C,B,C,"নিচের কোনটি ফুসফুসের একক? A. নিউরন B. নেফ্রন C. অ্যালভিওলাস D. ব্রঙ্কিওল Answer with only A, B, C, or D.","nicher konoti fusofuser ekok? A. niuron B. nefron C. alobhiolas D. brongkiol Answer with only A, B, C, or D.","Which one of the following is an unit of lung A. Neuron B. Nepgron C. Alveolus D. Bronchiole Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0071,C,Biology-II,biology-ii,1,0,1,C,D,C,"কোন রক্তগ্রুপ বহনকারী ব্যক্তিকে সর্বজনীন দাতা বলা হয়? A. A B. B C. O D. AB Answer with only A, B, C, or D.","kon roktogrup bohonokari byoktike sorbojonin data bola hoy? A. A B. B C. O D. AB Answer with only A, B, C, or D.","Which blood group carrier is known as ""Universal Donor""? A. A B. B C. O D. AB Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0090,C,Biology-II,biology-ii,0,0,1,A,D,C,"মেন্ডেলের প্রথম সূত্রের ব্যতিক্রম নয় কোনটি? A. অস্টিম্পূর্ণ প্রকটতা B. ঘাতক জিন C. পরিপূরক জিন D. সমপ্রকটতা Answer with only A, B, C, or D.","mendeler prothom sutrer byotikrom noy konoti? A. ostimpurn prokotota B. ghatok jin C. poripurok jin D. somoprokotota Answer with only A, B, C, or D.","Which one is not the exception of Mendel's First Law? A. Incomplete dominance B. Lethal gene C. Complementary gene D. Codominance Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0099,C,Biology-II,biology-ii,0,0,1,A,B,C,"সর্বপ্রথম 'Genetics' শব্দ কে প্রচলন করেন? A. মেন্ডেল B. কার্ল করেন্স C. উইলিয়াম বেটসন D. হুগো দ্যা ভ্রিস Answer with only A, B, C, or D.","sorboprothom 'Genetics' shobd ke procholon koren? A. mendel B. karl korens C. uiliyam betoson D. hugo dya bhris Answer with only A, B, C, or D.","Who first introduced the word 'Genetics'- A. Mendel B. Carl Correns C. William Bateson D. Hugo de vries Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0151,D,Biology-II,biology-ii,1,0,1,D,B,D,"গ্রেগর জোহান মেন্ডেল কোন দেশে জন্মগ্রহণ করেন? A. ফ্রান্স B. ইংল্যান্ড C. ইতালি D. অস্ট্রিয়া Answer with only A, B, C, or D.","gregor johan mendel kon deshe jonmogrohon koren? A. frans B. inglyand C. itali D. ostriya Answer with only A, B, C, or D.","Gregor Johann Mendel was born in which country? A. France B. Italy C. England D. Austria Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0172,A,Biology-II,biology-ii,0,0,1,B,D,A,"নিচের কোনটিতে অরীয় প্রতি সাম্যতা দেখা যায়? A. জেলি ফিশ B. শামুক C. মানুষ D. প্রজাপতি Answer with only A, B, C, or D.","nicher konotite oriy proti samyota dekha jay? A. jeli fish B. shamuk C. manush D. projapoti Answer with only A, B, C, or D.","Radial symmetry can be seen in any of the following? A. Jelly fish B. Apple snail C. Human D. Butterfly Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0176,C,Biology-II,biology-ii,0,0,1,B,B,C,"Hydra-র গ্যাস্ট্রোর্ডামিসের কোষ কোনটি? A. নিডোসাইট B. জনন কোষ C. পুষ্টি কোষ D. প্যারাইটাল কোষ Answer with only A, B, C, or D.","Hydra-r gyastrordamiser kosh konoti? A. nidosait B. jonon kosh C. pushti kosh D. pyaraital kosh Answer with only A, B, C, or D.","Which is the gastrodermal cell of Hydra? A. Cnidocyte cell B. Reproductive cell C. Nutritive cell D. parietal cell Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0178,A,Biology-II,biology-ii,1,0,1,A,B,A,নিচের কোনটি সঠিক? A. SA নোড \rightarrow AV নোড \rightarrow বান্ডল অব হিজ \rightarrow পারকিঞ্জি তন্তু B. SA নোড \rightarrow AV নোড \rightarrow পারকিঞ্জি তন্তু \rightarrow বান্ডল অব হিজ C. AV নোড \rightarrow SA নোড \rig...,nicher konoti sothik? A. SA nod \rightarrow AV nod \rightarrow bandol ob hij \rightarrow parokinji tontu B. SA nod \rightarrow AV nod \rightarrow parokinji tontu \rightarrow bandol ob hij C. AV nod \rightarrow SA nod...,Which is the correct? A. SA node→AV node bundle of his →Purkinje fibers B. SA node→AV nose→pukinje fibers bundle of his C. AV node→SA node→purkinji fibers→bundle of his D. AV node→bundle of his →SA node→purkinje fiber...
benqa_ext_12th-Biology-II_0198,A,Biology-II,biology-ii,0,0,1,D,C,A,"দুটি কালো গিনিপিগের মধ্যে ক্রস ঘটানোর ফলে সাদা ও কালো উভয় ধরনেরই অপত্য জন্ম নিল। উদ্দীপকে উল্লেখিত গিনিপিগের মাতা-পিতার জিনোইপ কী ধরনের? A. Bb,Bb B. BB,Bb C. Bb, bb D. BB,bb Answer with only A, B, C, or D.","duti kalo ginipiger modhye kros ghotanor fole sada o kalo ubhoy dhoroneroi opoty jonm nil. uddipoke ullekhit ginipiger mata-pitar jinoip ki dhoroner? A. Bb,Bb B. BB,Bb C. Bb, bb D. BB,bb Answer with only A, B, C, or D.","White and black both types of offspring are produced by the cross between two black guinea pigs. What are the genotypec of parents cited in stem? A. Bb,Bb B. BB,Bb C. Bb,bb D. BB,bb Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0210,D,Biology-II,biology-ii,0,0,1,A,B,D,"অ্যামোসিট (Ammocete ) লার্ভা দশা দেখা যায় কোনটিতে? A. হ্যাগফিস B. হাঙর C. স্টিংরে D. ল্যামপ্রে Answer with only A, B, C, or D.","amosit (Ammocete ) larbha dosha dekha jay konotite? A. hyagofis B. hangor C. stingre D. lyamopre Answer with only A, B, C, or D.","Ammocete larval stage seen in which animal? A. Hagfish B. Shark C. Stingray D. Lamprey Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0213,A,Biology-II,biology-ii,0,0,1,C,D,A,"সুক্রোজ এনজাইম সুক্রোজকে ভেঙ্গে কী তৈরি করে? A. গ্লুকোজ+ফ্রুক্টোজ B. মল্টোজ+গ্লুকোজ C. মাল্টোজ+গ্যালাকটোজ D. গ্লুকোজ+গ্যালাকটোজ Answer with only A, B, C, or D.","sukroj enojaim sukrojoke bhengge ki toiri kore? A. glukoj+fruktoj B. moltoj+glukoj C. maltoj+gyalakotoj D. glukoj+gyalakotoj Answer with only A, B, C, or D.","What is produced by the breakdown of sucrose by surcrase enzyme? A. Glucose+Fructose B. Moltose+Glucose C. Moltose+Galactose D. Glucose++Galactose Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0216,D,Biology-II,biology-ii,0,0,1,B,B,D,"ইউরিয়া কোথায় তৈরি হয়? A. বৃক্ক B. অ্যাগ্ন্যাশয় C. ফুসফুস D. যকৃত Answer with only A, B, C, or D.","iuriya kothay toiri hoy? A. brikk B. agnyashoy C. fusofus D. jokrit Answer with only A, B, C, or D.","Where is urea produced? A. Kidney B. Pancreas C. Lung D. Liver Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0218,A,Biology-II,biology-ii,0,0,1,B,C,A,ঘাসফড়িং এর পায়ের গঠনের সঠিক ক্রম হলো- A. কক্সা \rightarrow ট্রোক্যান্টার \rightarrow ফিমার \rightarrow টিবিয়া \rightarrow টার্সাস B. ট্রোক্যান্টার \rightarrow ফিমার \rightarrow টিবিয়া \rightarrow কক্সা \rightarrow ট...,ghasoforing er payer gothoner sothik krom holo- A. koksa \rightarrow trokyantar \rightarrow fimar \rightarrow tibiya \rightarrow tarsas B. trokyantar \rightarrow fimar \rightarrow tibiya \rightarrow koksa \rightarrow...,What are the correct chronological orders arranged in grasshopper legs? A. Coxa→Trochanter→Femur→Tibia→Tarsus B. Trochanter→Femur→Tibia→Coxa→Tarsus C. Coxa→Femur→Trochanter→Tibia→Tarsus D. Trochanter→Coxa→Tibia→Femur→...
benqa_ext_12th-Biology-II_0226,A,Biology-II,biology-ii,0,0,1,B,C,A,"অর্জিত বৈশিষ্ট্যের উত্তরাধিকার'- মতবাদের প্রবর্তক কোন বিজ্ঞানী? A. ল্যামার্ক B. চার্লস ডারউইন C. হু গো দা ভ্রিস D. আল ফ্রেন্ড রাসেল Answer with only A, B, C, or D.","orjit boishishtyer uttoradhikar'- motobader probortok kon bijnani? A. lyamark B. charlos darouin C. hu go da bhris D. al frend rasel Answer with only A, B, C, or D.","Who is the introducer of the theory of inheritance of acquired characters? A. Lamarck B. Charles Darwin C. Hugo de Vries D. Alfred Russel Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0248,A,Biology-II,biology-ii,0,0,1,B,B,A,"কোন যুগে উদ্ভব হয়েছিল? A. জুরাসিক B. কার্বোনিফেরাস C. অর্ডেোভিসিয়ান D. ক্যামব্রিয়ান Answer with only A, B, C, or D.","kon juge udbhob hoyechhil? A. jurasik B. karboniferas C. ordeobhisiyan D. kyamobriyan Answer with only A, B, C, or D.","When did Archeopteryx evolved? A. Jurassic B. Carboniferous C. Ordovician D. Cambrian Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0256,A,Biology-II,biology-ii,1,0,1,A,B,A,"কোন পর্বের প্রাণীরা সমুদ্রের rain forest নামে পরিচিত? A. Cnidria B. Nematoda C. Arthropoda D. Echainodarmata Answer with only A, B, C, or D.","kon porber pranira somudrer rain forest name porichit? A. Cnidria B. Nematoda C. Arthropoda D. Echainodarmata Answer with only A, B, C, or D.","Animals of which phylum are know as 'sea rain forest'? A. Cnidaria B. Nematoda C. Arthropoda D. Echinodermata Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0270,C,Biology-II,biology-ii,0,0,1,B,B,C,"বহুভুজাকার কোষ দেখা যায় কোনটিতে? A. পাকস্থলিতে B. ক্ষুদ্রান্ত্রে C. যকৃতে D. অগ্ন্যাশয়ে Answer with only A, B, C, or D.","bohubhujakar kosh dekha jay konotite? A. pakostholite B. kshudrantre C. jokrite D. ognyashoye Answer with only A, B, C, or D.","Hexagonal cells exists In which organ? A. Stomach B. Small stomach C. Liver D. Pancreas Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0280,C,Biology-II,biology-ii,0,0,1,A,D,C,"ঘাসফড়িং এর রেচন অঙ্গ কোনটি? A. নেফ্রিডিয়া B. শিখা কোষ C. মালপিজিয়ান নালিকা D. মালপিজিয়ান বডি Answer with only A, B, C, or D.","ghasoforing er rechon ongg konoti? A. nefridiya B. shikha kosh C. malopijiyan nalika D. malopijiyan bodi Answer with only A, B, C, or D.","Which one is the excretory Organ of Grasshopper? A. Nephridia B. Flame cell C. Malpighian tubule D. Malpighian body Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0288,D,Biology-II,biology-ii,1,0,0,D,B,B,"উদ্দীপকের আলোকে যা হতে পারে- i. এরিথ্রোব্লাস্টোসিস ফিটালিস ii. সন্তানের রক্ত Rh + (Rh পজিটিভ) ফ্যাক্টরযুক্ত iii. সন্তানের রক্ত Rh - (Rh নেগেটিভ) ফ্যাক্টরযুক্ত নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, i...",uddipoker aloke ja hote pare- i. erithroblastosis fitalis ii. sontaner rokt Rh + (Rh pojitibh) fyaktorojukt iii. sontaner rokt Rh - (Rh negetibh) fyaktorojukt nicher konoti sothik? A. i o ii B. i o iii C. ii o iii D....,"According to stem what will be happened- i. erythroblastosis foetalis ii.offspring's blood with Rh+ iii.offspring's blood with Rh- Which one is correct? A. i & ii B. i & iii C. ii & iii D. I,ii & iii Answer with only..."
benqa_ext_12th-Biology-II_0292,A,Biology-II,biology-ii,0,0,1,B,D,A,"প্রাকৃতিক নির্বাচন মতবাদের প্রবর্তক কে? A. ডারউইন B. ল্যামার্ক C. ভাইজম্যান D. স্পেন্সার Answer with only A, B, C, or D.","prakritik nirbachon motobader probortok ke? A. darouin B. lyamark C. bhaijomyan D. spensar Answer with only A, B, C, or D.","Who is the persuasive of 'Theory of Natural Selection'? A. Darwin B. Lamarck C. Weismann D. Spencer Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0295,B,Biology-II,biology-ii,1,0,1,B,D,B,"কোনটি ঘাসফড়িংয়ের দেহে দেখা যায়? A. মেসোগ্লিয়া B. হিমোসিল C. সিলেন্টেরন D. সমখণ্ডকায়ন Answer with only A, B, C, or D.","konoti ghasoforingyer dehe dekha jay? A. mesogliya B. himosil C. silenteron D. somokhondokayon Answer with only A, B, C, or D.","Which is found in the body of Grasshopper? A. Messoglea B. Haemocoel C. Coelenteron D. Homonomoces metamere Answer with only A, B, C, or D."
benqa_ext_12th-Biology-II_0316,A,Biology-II,biology-ii,0,0,1,B,B,A,"অরৈখিক পেশি পাওয়া যায় A. জরায়ু নালিতে B. জিহ্বায় C. মেধ্যচ্ছদা D. গলবিলে Answer with only A, B, C, or D.","oroikhik peshi paoya jay A. jorayu nalite B. jihbay C. medhyochchhoda D. golobile Answer with only A, B, C, or D.","Non straited muscle is found- A. Uterine tube B. tongue C. diaphragm D. pharynx Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0002,D,Biology-I,biology-i,0,0,1,C,B,D,"কোষগহবরের চারিদিকে সাইটোপ্লাজমের হালকা স্তরকে কী বলে? A. হায়ালোপ্লাজম B. এক্টোপ্লাজম C. এন্ডোপ্লাজম D. টনোপ্লাজম Answer with only A, B, C, or D.","koshogohoborer charidike saitoplajomer haloka storoke ki bole? A. hayaloplajom B. ektoplajom C. endoplajom D. tonoplajom Answer with only A, B, C, or D.","What is called the this layer surrounding cytoplasm of cell vacuole? A. Hyaloplasm B. Ectoplasm C. Endoplasm D. Tonoplasm Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0024,C,Biology-I,biology-i,0,0,1,B,B,C,"নিচের কোন ফলটিতে ক্যারিওপসিস দেখতে পাওয়া যায়? A. কলা B. তরমুজ C. ধান D. ঢেঁড়স Answer with only A, B, C, or D.","nicher kon folotite kyarioposis dekhote paoya jay? A. kola B. toromuj C. dhan D. dhenros Answer with only A, B, C, or D.","In which fruit of the following is caryopsis seen? A. Banana B. Water melon C. Rice D. Lady's finger Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0026,A,Biology-I,biology-i,0,0,1,B,B,A,"গ্লাইকোলাইসিস প্রক্রিয়ায় ব্য্যিত শক্তি কত অণু ATP? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D.","glaikolaisis prokriyay byojit shokti kot onu ATP? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D.","How many molecules of ATP are expended in the glycolysis process? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0030,A,Biology-I,biology-i,0,0,1,C,B,A,"কোন প্রক্রিয়াটি নিষেক ক্রিয়া ছাড়া ডিম্বানু থেকে কর্মক্ষম ভ্রূণ উৎপাদনে সক্ষম? A. পার্থেনোজেনেসিস B. অ্যাপোস্পোরি C. অ্যাপোগ্যামি D. অ্যান্ড্রোজেনেসিস Answer with only A, B, C, or D.","kon prokriyati nishek kriya chhara dimbanu theke kormokshom bhrun utopadone sokshom? A. parthenojenesis B. apospori C. apogyami D. androjenesis Answer with only A, B, C, or D.","Which process is capable of producing functional embryos from eggs without fertilization? A. Parthenogenesis B. Apospory C. Apogamy D. Androgenesis Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0043,A,Biology-I,biology-i,1,0,0,A,C,D,"জবা ফুলের বৈশিষ্ট্য কোনটি? A. উপপত্রযুক্ত B. একপ্রতিসম C. গর্ভকটি D. মূলীয় অমরাবিন্যাস Answer with only A, B, C, or D.","joba fuler boishishty konoti? A. upopotrojukt B. ekoprotisom C. gorbhokoti D. muliy omorabinyas Answer with only A, B, C, or D.","Which is the characteristic of China rose? A. Stapulate leaf B. Mono symmetrical C. Perigynus D. Basal placentation Answer with only A, B, C, or D."
benqa_ext_12th-Biology-I_0049,C,Biology-I,biology-i,0,0,1,B,B,C,"কোন আলোতে সালোকসংশ্লেষণের হার সর্বোচ্চ? A. হলুদ B. নীল C. লাল D. কমলা Answer with only A, B, C, or D.","kon alote salokosongshleshoner har sorbochch? A. holud B. nil C. lal D. komola Answer with only A, B, C, or D.","In which light, rate of photosynthesis is maximum? A. Yellow B. Blue C. Red D. Orange Answer with only A, B, C, or D."
