id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,token_coverage,unique_token_coverage,frequent_token_coverage,coverage_quartile_all,coverage_quartile_dataset,model,bangla_correct,banglish_correct,english_correct,banglish_fragile,strict_bangla_english_fragile,all_script_hard
benqa_12th-Chemistry-II_0294,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,19,0.4737,0.4,0.1053,q3,q4,Qwen3-4B,True,True,False,False,False,False
benqa_8th-Science_0014,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.2667,0.2667,0.0667,q2,q2,Qwen2.5-3B,True,True,False,False,False,False
benqa_8th-Science_0014,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.2667,0.2667,0.0667,q2,q2,Qwen2.5-7B,True,True,False,False,False,False
benqa_8th-Science_0014,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.2667,0.2667,0.0667,q2,q2,Qwen3-4B,True,True,False,False,False,False
banglamath_1688,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,50,0.58,0.6389,0.44,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1688,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,50,0.58,0.6389,0.44,q4,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1688,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,50,0.58,0.6389,0.44,q4,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0120,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.1429,0.1429,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0120,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.1429,0.1429,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-I_0120,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.1429,0.1429,0.0,q1,q1,Qwen3-4B,True,True,False,False,False,False
benqa_12th-Biology-I_0160,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,0.3333,0.4167,0.2,q2,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Biology-I_0160,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,0.3333,0.4167,0.2,q2,q3,Qwen2.5-7B,False,True,True,False,False,False
benqa_12th-Biology-I_0160,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,0.3333,0.4167,0.2,q2,q3,Qwen3-4B,True,False,True,True,True,False
banglamath_0230,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.5,q4,q4,Qwen2.5-3B,True,False,True,True,True,False
banglamath_0230,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.5,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
banglamath_0230,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.5,q4,q4,Qwen3-4B,True,False,True,True,True,False
banglamath_1685,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,31,0.5484,0.6316,0.3548,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1685,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,31,0.5484,0.6316,0.3548,q4,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1685,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,31,0.5484,0.6316,0.3548,q4,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_1692,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,52,0.4423,0.4,0.3077,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1692,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,52,0.4423,0.4,0.3077,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1692,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,52,0.4423,0.4,0.3077,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Science_0153,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_8th-Science_0153,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_8th-Science_0153,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
banglamath_0228,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,0.7143,0.7143,0.4286,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
banglamath_0228,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,0.7143,0.7143,0.4286,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
banglamath_0228,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,0.7143,0.7143,0.4286,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0109,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.75,0.75,0.5,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Physics-I_0109,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.75,0.75,0.5,q4,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Physics-I_0109,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.75,0.75,0.5,q4,q4,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Biology-I_0181,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.2222,0.2222,0.2222,q1,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-I_0181,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.2222,0.2222,0.2222,q1,q2,Qwen2.5-7B,True,False,False,True,False,False
benqa_12th-Biology-I_0181,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.2222,0.2222,0.2222,q1,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-I_0222,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen2.5-3B,True,False,True,True,True,False
benqa_12th-Biology-I_0222,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-I_0222,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Math_0167,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3333,0.3077,q2,q3,Qwen2.5-3B,True,False,True,True,True,False
benqa_8th-Math_0167,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3333,0.3077,q2,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Math_0167,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3333,0.3077,q2,q3,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Math-I_0218,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen2.5-3B,False,True,False,False,False,False
benqa_12th-Math-I_0218,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0218,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Math-I_0088,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.4,0.3333,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0088,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.4,0.3333,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-I_0088,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.4,0.3333,q4,q4,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Math-II_0043,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.4,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Math-II_0043,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.4,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-II_0043,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.4,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_0550,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,0.1667,0.1818,0.1667,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0550,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,0.1667,0.1818,0.1667,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0550,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,0.1667,0.1818,0.1667,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0227,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0227,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0227,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen3-4B,False,True,True,False,False,False
benqa_12th-Physics-II_0085,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.3333,0.3333,0.0,q2,q3,Qwen2.5-3B,True,True,False,False,False,False
benqa_12th-Physics-II_0085,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.3333,0.3333,0.0,q2,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Physics-II_0085,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,0.3333,0.3333,0.0,q2,q3,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Biology_0197,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.2857,0.2857,0.1429,q2,q2,Qwen2.5-3B,True,False,False,True,False,False
benqa_10th-Biology_0197,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.2857,0.2857,0.1429,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Biology_0197,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,7,0.2857,0.2857,0.1429,q2,q2,Qwen3-4B,False,True,False,False,False,False
benqa_12th-Physics-II_0037,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.0,q2,q2,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Physics-II_0037,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.0,q2,q2,Qwen2.5-7B,False,True,False,False,False,False
benqa_12th-Physics-II_0037,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.0,q2,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_0533,banglamath,math,,seven,short_answer,auto_romanized_unverified_v4,unreviewed,13,0.6154,0.6364,0.4615,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0533,banglamath,math,,seven,short_answer,auto_romanized_unverified_v4,unreviewed,13,0.6154,0.6364,0.4615,q4,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0533,banglamath,math,,seven,short_answer,auto_romanized_unverified_v4,unreviewed,13,0.6154,0.6364,0.4615,q4,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-II_0230,benqa,math-ii,Math-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,33,0.3333,0.3333,0.0909,q2,q3,Qwen2.5-3B,True,True,False,False,False,False
benqa_12th-Math-II_0230,benqa,math-ii,Math-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,33,0.3333,0.3333,0.0909,q2,q3,Qwen2.5-7B,False,True,False,False,False,False
benqa_12th-Math-II_0230,benqa,math-ii,Math-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,33,0.3333,0.3333,0.0909,q2,q3,Qwen3-4B,True,True,False,False,False,False
benqa_12th-Physics-I_0214,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.3077,0.3077,0.2308,q2,q2,Qwen2.5-3B,False,True,False,False,False,False
benqa_12th-Physics-I_0214,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.3077,0.3077,0.2308,q2,q2,Qwen2.5-7B,False,True,False,False,False,False
benqa_12th-Physics-I_0214,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.3077,0.3077,0.2308,q2,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_0232,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.6667,0.5556,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0232,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.6667,0.5556,q4,q3,Qwen2.5-7B,False,False,True,True,False,False
banglamath_0232,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.6667,0.5556,q4,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_0182,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.6667,0.5556,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0182,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.6667,0.5556,q4,q3,Qwen2.5-7B,True,False,False,True,False,False
banglamath_0182,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.6667,0.5556,q4,q3,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Physics_0198,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Physics_0198,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Physics_0198,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Biology-II_0049,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.2,0.2,0.2,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-II_0049,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.2,0.2,0.2,q1,q1,Qwen2.5-7B,True,False,False,True,False,False
benqa_12th-Biology-II_0049,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.2,0.2,0.2,q1,q1,Qwen3-4B,True,False,False,True,False,False
benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.25,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.25,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.25,0.25,0.25,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,0.3571,0.3571,0.1429,q3,q3,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,0.3571,0.3571,0.1429,q3,q3,Qwen2.5-7B,False,True,True,False,False,False
benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,0.3571,0.3571,0.1429,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Math_0031,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.3333,0.3333,0.3333,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_8th-Math_0031,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.3333,0.3333,0.3333,q3,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Math_0031,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.3333,0.3333,0.3333,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_1698,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,0.381,0.3684,0.2381,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1698,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,0.381,0.3684,0.2381,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1698,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,0.381,0.3684,0.2381,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.25,0.25,0.25,q2,q2,Qwen2.5-3B,True,False,False,True,False,False
benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.25,0.25,0.25,q2,q2,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.25,0.25,0.25,q2,q2,Qwen3-4B,True,False,True,True,True,False
banglamath_1694,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4,0.4118,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1694,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4,0.4118,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1694,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4,0.4118,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4118,0.1176,q3,q4,Qwen2.5-3B,True,False,True,True,True,False
benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4118,0.1176,q3,q4,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,17,0.4118,0.4118,0.1176,q3,q4,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Math-I_0186,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,0.2,0.2,0.1,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0186,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,0.2,0.2,0.1,q1,q1,Qwen2.5-7B,False,True,True,False,False,False
benqa_12th-Math-I_0186,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,0.2,0.2,0.1,q1,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0553,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.1875,0.2308,0.1875,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0553,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.1875,0.2308,0.1875,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0553,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.1875,0.2308,0.1875,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Science_0127,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.5,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0127,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.5,q4,q4,Qwen2.5-7B,False,True,True,False,False,False
benqa_8th-Science_0127,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.5,q4,q4,Qwen3-4B,True,False,True,True,True,False
banglamath_0226,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,0.5,0.5,0.5,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0226,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,0.5,0.5,0.5,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0226,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,0.5,0.5,0.5,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-3B,False,False,True,True,False,False
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.3333,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.3333,q4,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.5,0.5,0.3333,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.4444,0.4444,0.3333,q3,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.4444,0.4444,0.3333,q3,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,0.4444,0.4444,0.3333,q3,q4,Qwen3-4B,True,True,True,False,False,False
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,0.3462,0.3043,0.2692,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,0.3462,0.3043,0.2692,q3,q3,Qwen2.5-7B,False,True,False,False,False,False
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,0.3462,0.3043,0.2692,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,0.3333,0.3636,0.25,q2,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,0.3333,0.3636,0.25,q2,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,0.3333,0.3636,0.25,q2,q3,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.2,0.2,0.0,q1,q2,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.2,0.2,0.0,q1,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.2,0.2,0.0,q1,q2,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.1429,0.1429,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.1429,0.1429,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.1429,0.1429,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.5714,0.5714,0.5714,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.5714,0.5714,0.5714,q4,q4,Qwen2.5-7B,True,True,False,False,False,False
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.5714,0.5714,0.5714,q4,q4,Qwen3-4B,False,True,False,False,False,False
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.3125,0.3125,0.125,q2,q3,Qwen2.5-3B,False,False,False,False,False,True
