model,model_id,dataset,task_type,answer_type,id,domain,subject,grade,pattern,source_class,bangla_correct,banglish_correct,english_correct,banglish_wrong,recoverable_banglish_miss,bangla_only_recovery,english_only_recovery,both_alternate_recovery,bangla_any_recovery,english_any_recovery,all_script_hard,banglish_unique_success,gold
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0160,biology-i,Biology-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0181,biology-i,Biology-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0218,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0222,biology-i,Biology-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0265,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0277,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0283,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0013,chemistry-ii,Chemistry-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0054,chemistry-ii,Chemistry-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0067,chemistry-ii,Chemistry-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0117,chemistry-ii,Chemistry-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0194,chemistry-ii,Chemistry-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0228,chemistry-ii,Chemistry-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,chemistry-ii,Chemistry-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,chemistry-ii,Chemistry-II,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,chemistry-ii,Chemistry-II,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,chemistry-ii,Chemistry-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,chemistry-ii,Chemistry-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,chemistry-i,Chemistry-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,chemistry-i,Chemistry-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,chemistry-i,Chemistry-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,chemistry-i,Chemistry-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,chemistry-i,Chemistry-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0043,math-ii,Math-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0214,math-ii,Math-II,12th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0230,math-ii,Math-II,12th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0234,math-ii,Math-II,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0029,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0088,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0120,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0186,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0187,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0202,math-i,Math-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0218,math-i,Math-I,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0310,math-i,Math-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0326,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0342,math-i,Math-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0383,math-i,Math-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0037,physics-ii,Physics-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0046,physics-ii,Physics-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0085,physics-ii,Physics-II,12th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0088,physics-ii,Physics-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0131,physics-ii,Physics-II,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0195,physics-ii,Physics-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0213,physics-ii,Physics-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0219,physics-ii,Physics-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0267,physics-ii,Physics-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0290,physics-ii,Physics-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0292,physics-ii,Physics-II,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0008,physics-i,Physics-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0079,physics-i,Physics-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0106,physics-i,Physics-I,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0109,physics-i,Physics-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0133,physics-i,Physics-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0157,physics-i,Physics-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0214,physics-i,Physics-I,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0253,physics-i,Physics-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0254,physics-i,Physics-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0256,physics-i,Physics-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0289,physics-i,Physics-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0031,math,Math,8th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0062,math,Math,8th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0072,math,Math,8th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0085,math,Math,8th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0167,math,Math,8th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Math_0190,math,Math,8th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0014,science,Science,8th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0024,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0042,science,Science,8th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0062,science,Science,8th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0078,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0086,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0098,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0127,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0153,science,Science,8th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0159,science,Science,8th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,choice,benqa_8th-Science_0202,science,Science,8th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0181,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,সময় কমে যায়
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0182,math,,six,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,৬০০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0183,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৩০ দিন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0184,math,,six,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,১২০০০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0185,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২০০ কেজি
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0186,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২২ ১/২ দিন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0187,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৪০ জন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0188,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৫ ঘণ্টা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0189,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৬ জন পুরুষ
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0226,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২৫০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0227,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৭.৫ কিমি
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0228,math,,six,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,২/৫
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0229,math,,six,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,1.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0230,math,,six,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,20%
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0231,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0232,math,,six,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,২০০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0233,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৭ দিন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0234,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৬ দিন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0236,math,,six,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,১২ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0237,math,,six,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৬৪ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0518,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৫০ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0519,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৭৫০০ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0521,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৭০ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0522,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৭৬ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0526,math,,seven,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,৩০ বর্গ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0531,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0532,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১ মেট্রিক টন ৭৫০ কেজি
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0533,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়)
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0538,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৩৮৪ বর্গ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0539,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৪৭ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0540,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২১ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0541,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৪৪৪ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0542,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৩৪০০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0549,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৪৫০ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0550,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২২৫৬.২৫ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0552,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৪৫০০ বর্গগজ
