model,id,gold,bangla_option,banglish_option,english_option,bangla_correct,banglish_correct,english_correct,alternate_correct_count,recoverable_banglish_miss,strict_recoverable_banglish_miss,valid_recoverable_banglish_miss,invalid_recoverable_banglish_miss,wrong_transition,banglish_matches_bangla_option,banglish_matches_english_option
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0043,D,B,B,C,False,False,False,0,False,False,False,False,,True,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0214,C,B,B,B,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0230,D,C,D,C,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0234,A,A,B,A,True,False,True,2,True,True,True,False,A->B,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0029,B,A,A,B,False,False,True,1,True,False,True,False,B->A,True,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0088,C,A,B,A,False,False,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0120,D,C,B,C,False,False,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0186,A,B,A,A,False,True,True,1,False,False,False,False,,False,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0187,B,D,B,D,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0202,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0218,A,A,A,A,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0310,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0326,B,A,A,A,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0342,C,C,D,D,True,False,False,1,True,False,True,False,C->D,False,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0383,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0037,B,D,B,C,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0046,C,B,D,B,False,False,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0085,D,C,B,D,False,False,True,1,True,False,True,False,D->B,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0088,A,D,B,D,False,False,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0131,B,A,A,A,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0195,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0213,D,C,C,C,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0219,D,B,B,B,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0267,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0290,B,B,A,B,True,False,True,2,True,True,True,False,B->A,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0292,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0008,D,B,B,B,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0079,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0106,D,C,A,D,False,False,True,1,True,False,True,False,D->A,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0109,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0133,C,C,invalid,C,True,False,True,2,True,True,False,True,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0157,A,A,B,C,True,False,False,1,True,False,True,False,A->B,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0214,B,C,B,C,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0253,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0254,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0256,C,C,B,C,True,False,True,2,True,True,True,False,C->B,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0289,D,B,D,A,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0031,D,B,B,D,False,False,True,1,True,False,True,False,D->B,True,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0062,D,D,A,D,True,False,True,2,True,True,True,False,D->A,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0072,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0085,C,A,B,C,False,False,True,1,True,False,True,False,C->B,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0167,C,D,B,C,False,False,True,1,True,False,True,False,C->B,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0190,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0014,D,D,D,C,True,True,False,1,False,False,False,False,,True,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0024,C,C,D,A,True,False,False,1,True,False,True,False,C->D,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0042,B,D,C,B,False,False,True,1,True,False,True,False,B->C,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0062,D,C,B,D,False,False,True,1,True,False,True,False,D->B,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0078,C,B,B,B,False,False,False,0,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0086,A,A,A,A,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0098,A,B,A,B,False,True,False,0,False,False,False,False,,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0127,B,D,B,B,False,True,True,1,False,False,False,False,,False,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0153,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0159,B,C,C,A,False,False,False,0,False,False,False,False,,True,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0202,C,C,A,C,True,False,True,2,True,True,True,False,C->A,False,False
Qwen3-4B,benqa_10th-Biology_0057,C,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Biology_0090,C,D,D,C,False,False,True,1,True,False,True,False,C->D,True,False
Qwen3-4B,benqa_10th-Biology_0128,A,A,D,D,True,False,False,1,True,False,True,False,A->D,False,True
Qwen3-4B,benqa_10th-Biology_0143,C,B,C,D,False,True,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Biology_0149,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen3-4B,benqa_10th-Biology_0156,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_10th-Biology_0188,A,A,D,B,True,False,False,1,True,False,True,False,A->D,False,False
Qwen3-4B,benqa_10th-Biology_0197,D,A,D,A,False,True,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Biology_0213,A,A,D,D,True,False,False,1,True,False,True,False,A->D,False,True
Qwen3-4B,benqa_10th-Biology_0215,B,C,D,D,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_10th-Biology_0277,C,A,D,A,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Biology_0339,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Chemistry_0041,D,A,A,D,False,False,True,1,True,False,True,False,D->A,True,False
Qwen3-4B,benqa_10th-Chemistry_0110,C,D,D,C,False,False,True,1,True,False,True,False,C->D,True,False
Qwen3-4B,benqa_10th-Chemistry_0111,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Chemistry_0132,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_10th-Chemistry_0191,A,C,D,D,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_10th-Chemistry_0194,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Chemistry_0280,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Chemistry_0322,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_10th-Chemistry_0336,D,D,D,B,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_10th-Chemistry_0374,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_10th-Chemistry_0388,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Math-II_0062,C,B,D,A,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Math-II_0102,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Math-II_0139,A,invalid,D,invalid,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Math-II_0326,C,A,C,A,False,True,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_10th-Math-II_0347,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Math-II_0357,D,D,D,invalid,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_10th-Math-II_0367,C,B,C,C,False,True,True,1,False,False,False,False,,False,True
Qwen3-4B,benqa_10th-Math_0032,B,invalid,invalid,invalid,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Math_0044,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_10th-Math_0186,C,D,D,A,False,False,False,0,False,False,False,False,,True,False
Qwen3-4B,benqa_10th-Math_0271,D,D,C,D,True,False,True,2,True,True,True,False,D->C,False,False
Qwen3-4B,benqa_10th-Math_0324,A,B,D,D,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_10th-Physics_0021,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_10th-Physics_0036,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Physics_0045,A,A,A,A,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Physics_0055,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Physics_0084,D,B,B,D,False,False,True,1,True,False,True,False,D->B,True,False
Qwen3-4B,benqa_10th-Physics_0106,A,B,B,invalid,False,False,False,0,False,False,False,False,,True,False
Qwen3-4B,benqa_10th-Physics_0130,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Physics_0150,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_10th-Physics_0198,D,D,C,D,True,False,True,2,True,True,True,False,D->C,False,False
Qwen3-4B,benqa_10th-Physics_0280,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_10th-Physics_0296,D,B,D,B,False,True,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Biology-II_0034,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen3-4B,benqa_12th-Biology-II_0049,C,C,D,D,True,False,False,1,True,False,True,False,C->D,False,True
Qwen3-4B,benqa_12th-Biology-II_0119,C,C,D,A,True,False,False,1,True,False,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Biology-II_0122,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-II_0128,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-II_0179,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_12th-Biology-II_0203,D,D,D,A,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_12th-Biology-II_0247,B,B,D,D,True,False,False,1,True,False,True,False,B->D,False,True
Qwen3-4B,benqa_12th-Biology-II_0287,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_12th-Biology-II_0321,C,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-II_0325,A,C,C,A,False,False,True,1,True,False,True,False,A->C,True,False
Qwen3-4B,benqa_12th-Biology-I_0039,C,D,B,D,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Biology-I_0042,D,D,D,B,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_12th-Biology-I_0056,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-I_0077,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-I_0160,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_12th-Biology-I_0181,C,A,D,D,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_12th-Biology-I_0218,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen3-4B,benqa_12th-Biology-I_0222,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-I_0265,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_12th-Biology-I_0277,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Biology-I_0283,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0013,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0054,A,A,C,A,True,False,True,2,True,True,True,False,A->C,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0067,C,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0117,C,D,D,C,False,False,True,1,True,False,True,False,C->D,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0194,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0228,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0235,A,A,C,A,True,False,True,2,True,True,True,False,A->C,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0240,B,B,C,B,True,False,True,2,True,True,True,False,B->C,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0294,C,C,C,A,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0305,D,C,D,C,False,True,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0354,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0028,B,C,C,C,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0037,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0140,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0174,A,A,D,A,True,False,True,2,True,True,True,False,A->D,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0190,B,D,D,B,False,False,True,1,True,False,True,False,B->D,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0218,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0227,D,C,D,D,False,True,True,1,False,False,False,False,,False,True
Qwen3-4B,benqa_12th-Chemistry-I_0260,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0286,C,B,D,B,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0303,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0328,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_12th-Math-II_0043,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-II_0214,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-II_0230,D,D,D,invalid,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_12th-Math-II_0234,A,D,invalid,invalid,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_12th-Math-I_0029,B,invalid,D,invalid,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Math-I_0088,C,D,D,C,False,False,True,1,True,False,True,False,C->D,True,False
Qwen3-4B,benqa_12th-Math-I_0120,D,D,D,C,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_12th-Math-I_0186,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0187,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0202,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0218,A,A,C,A,True,False,True,2,True,True,True,False,A->C,False,False
Qwen3-4B,benqa_12th-Math-I_0310,B,B,B,B,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0326,B,invalid,invalid,invalid,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0342,C,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Math-I_0383,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0037,B,C,D,C,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_12th-Physics-II_0046,C,B,D,C,False,False,True,1,True,False,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Physics-II_0085,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0088,A,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0131,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0195,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0213,D,C,C,C,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0219,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0267,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-II_0290,B,B,D,A,True,False,False,1,True,False,True,False,B->D,False,False
Qwen3-4B,benqa_12th-Physics-II_0292,C,A,D,C,False,False,True,1,True,False,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Physics-I_0008,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0079,C,C,C,C,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0106,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0109,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Physics-I_0133,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_12th-Physics-I_0157,A,D,C,C,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_12th-Physics-I_0214,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0253,A,C,D,D,False,False,False,0,False,False,False,False,,False,True
Qwen3-4B,benqa_12th-Physics-I_0254,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0256,C,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_12th-Physics-I_0289,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Math_0031,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Math_0062,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Math_0072,B,D,D,A,False,False,False,0,False,False,False,False,,True,False
Qwen3-4B,benqa_8th-Math_0085,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_8th-Math_0167,C,D,D,C,False,False,True,1,True,False,True,False,C->D,True,False
Qwen3-4B,benqa_8th-Math_0190,B,D,D,D,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Science_0014,D,D,D,C,True,True,False,1,False,False,False,False,,True,False
Qwen3-4B,benqa_8th-Science_0024,C,B,D,B,False,False,False,0,False,False,False,False,,False,False
Qwen3-4B,benqa_8th-Science_0042,B,C,D,B,False,False,True,1,True,False,True,False,B->D,False,False
Qwen3-4B,benqa_8th-Science_0062,D,D,D,D,True,True,True,2,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Science_0078,C,A,C,C,False,True,True,1,False,False,False,False,,False,True
Qwen3-4B,benqa_8th-Science_0086,A,D,D,A,False,False,True,1,True,False,True,False,A->D,True,False
Qwen3-4B,benqa_8th-Science_0098,A,B,B,B,False,False,False,0,False,False,False,False,,True,True
Qwen3-4B,benqa_8th-Science_0127,B,B,D,B,True,False,True,2,True,True,True,False,B->D,False,False
Qwen3-4B,benqa_8th-Science_0153,C,C,D,C,True,False,True,2,True,True,True,False,C->D,False,False
Qwen3-4B,benqa_8th-Science_0159,B,C,C,B,False,False,True,1,True,False,True,False,B->C,True,False
Qwen3-4B,benqa_8th-Science_0202,C,C,A,C,True,False,True,2,True,True,True,False,C->A,False,False
