id,dataset,task_type,domain,quality_status,comparison,comparison_role,left_variant,right_variant,left_option_labels,right_option_labels,option_labels_preserved,left_digit_sequence,right_digit_sequence,digit_sequence_preserved,left_formula_tokens,right_formula_tokens,formula_tokens_preserved,left_answer_instruction,right_answer_instruction,answer_instruction_preserved,structural_mismatch,primary_pair_hard_fail,diagnostic_warning,mismatch_codes,left_preview,right_preview
benqa_12th-Biology-II_0119,benqa,mcq,biology-ii,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"Hydra-র কোন ধরনের চলনকে জোঁকা চলন বলে? A. গ্লাইডিন B. সমারসন্টিং C. লুপিং D. হাঁটা Answer with only A, B, C, or D.","Hydra-r kon dhoroner cholonoke jonka cholon bole? A. glaidin B. somarosonting C. luping D. hanta Answer with only A, B, C, or D."
benqa_12th-Biology-II_0119,benqa,mcq,biology-ii,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"Hydra-র কোন ধরনের চলনকে জোঁকা চলন বলে? A. গ্লাইডিন B. সমারসন্টিং C. লুপিং D. হাঁটা Answer with only A, B, C, or D.","What kind if locomotion of hydra is called Joka locomotion? A. Gliding B. Somersaulting C. Looping D. Waking Answer with only A, B, C, or D."
benqa_12th-Biology-II_0119,benqa,mcq,biology-ii,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"Hydra-r kon dhoroner cholonoke jonka cholon bole? A. glaidin B. somarosonting C. luping D. hanta Answer with only A, B, C, or D.","What kind if locomotion of hydra is called Joka locomotion? A. Gliding B. Somersaulting C. Looping D. Waking Answer with only A, B, C, or D."
benqa_10th-Math-II_0367,benqa,mcq,math-ii,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,1 6 1 3 1 2 2 3,1 6 1 3 1 2 2 3,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করা হলে মৌলিক সংখ্যা আসার সম্ভাবনা কত? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D.","ekti niropeksh chhokka ekobar nikshep kora hole moulik songkhya asar sombhabona koto? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D."
benqa_10th-Math-II_0367,benqa,mcq,math-ii,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,1 6 1 3 1 2 2 3,1 6 1 3 1 2 2 3,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করা হলে মৌলিক সংখ্যা আসার সম্ভাবনা কত? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D.","What is the probability of appearing a prime number in the throw of an unbiased dice once? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or "
benqa_10th-Math-II_0367,benqa,mcq,math-ii,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,1 6 1 3 1 2 2 3,1 6 1 3 1 2 2 3,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"ekti niropeksh chhokka ekobar nikshep kora hole moulik songkhya asar sombhabona koto? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or D.","What is the probability of appearing a prime number in the throw of an unbiased dice once? A. \frac{1}{6} B. \frac{1}{3} C. \frac{1}{2} D. \frac{2}{3} Answer with only A, B, C, or "
benqa_12th-Physics-I_0256,benqa,mcq,physics-i,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"সময়ের সাপেক্ষে অন্তকলন করে সরল ছন্দিত গতি-সম্পন্ন বস্তুর অন্তরক সমীকরণ থেকে কী পাওয়া যায়? A. কম্পাঙ্ক B. পর্যায়কাল C. বেগ D. ত্বরণ Answer with only A, B, C, or D.","somoyer sapekshe ontokolon kore sorol chhondit goti-somponn bostur ontorok somikoron theke ki paoya jay? A. kompangk B. poryayokal C. beg D. tworon Answer with only A, B, C, or D."
benqa_12th-Physics-I_0256,benqa,mcq,physics-i,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"সময়ের সাপেক্ষে অন্তকলন করে সরল ছন্দিত গতি-সম্পন্ন বস্তুর অন্তরক সমীকরণ থেকে কী পাওয়া যায়? A. কম্পাঙ্ক B. পর্যায়কাল C. বেগ D. ত্বরণ Answer with only A, B, C, or D.",What we found by the differentiation with respect to time of differentiational equation of simple harmonic motion's object? A. Frequency B. Time period C. Velocity D. Acceleration 
benqa_12th-Physics-I_0256,benqa,mcq,physics-i,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"somoyer sapekshe ontokolon kore sorol chhondit goti-somponn bostur ontorok somikoron theke ki paoya jay? A. kompangk B. poryayokal C. beg D. tworon Answer with only A, B, C, or D.",What we found by the differentiation with respect to time of differentiational equation of simple harmonic motion's object? A. Frequency B. Time period C. Velocity D. Acceleration 
benqa_12th-Physics-I_0253,benqa,mcq,physics-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,মহাকর্ষ সূত্র ব্যবহার করে যে সমস্ত কাজ করা সম্ভব- i. প্রাকৃতিক গ্যাস উত্তোলন ii. বিভিন্ন খনিজ পদার্থ উত্তোলন iii. ভূ-গর্ভস্থ তাপঘটিত শক্তি উত্তোলন নিচের কোনটি সঠিক? A. i ও ii B. i ,mohakorsh sutr byobohar kore je somost kaj kora sombhob- i. prakritik gyas uttolon ii. bibhinn khonij podarth uttolon iii. bhu-gorbhosth tapoghotit shokti uttolon nicher konti soth
benqa_12th-Physics-I_0253,benqa,mcq,physics-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,মহাকর্ষ সূত্র ব্যবহার করে যে সমস্ত কাজ করা সম্ভব- i. প্রাকৃতিক গ্যাস উত্তোলন ii. বিভিন্ন খনিজ পদার্থ উত্তোলন iii. ভূ-গর্ভস্থ তাপঘটিত শক্তি উত্তোলন নিচের কোনটি সঠিক? A. i ও ii B. i ,Which types of work done by the help ot the gravitational law? i. Natural gas extraction ii. Extraction of various minerals iii. Extraction of energy gernerated by underground heat
benqa_12th-Physics-I_0253,benqa,mcq,physics-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,mohakorsh sutr byobohar kore je somost kaj kora sombhob- i. prakritik gyas uttolon ii. bibhinn khonij podarth uttolon iii. bhu-gorbhosth tapoghotit shokti uttolon nicher konti soth,Which types of work done by the help ot the gravitational law? i. Natural gas extraction ii. Extraction of various minerals iii. Extraction of energy gernerated by underground heat
benqa_10th-Chemistry_0191,benqa,mcq,chemistry,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,3 2 2 2,3 2 2 2,True,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,True,mcq_letters,mcq_letters,True,False,False,False,,CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B উদ্দীপকে A যৌগটি- i. সংযোজন বিক্রিয়া দেয় ii. প্লাস্টিক তৈরিতে ব্যবহৃত হয় iii. 'B' অপেক্ষা কম সক্রিয় নিচের ,CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B uddipoke A jougoti- i. songjojon bikriya dey ii. plastik toirite byobohrit hoy iii. 'B' opeksha kom sokriy
benqa_10th-Chemistry_0191,benqa,mcq,chemistry,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,3 2 2 2,3 2 2 2,True,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,True,mcq_letters,mcq_letters,True,False,False,False,,CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B উদ্দীপকে A যৌগটি- i. সংযোজন বিক্রিয়া দেয় ii. প্লাস্টিক তৈরিতে ব্যবহৃত হয় iii. 'B' অপেক্ষা কম সক্রিয় নিচের ,CH_{3}-CH_{2}-C\equiv CH+Cl_{2}\rightarrow A A+Cl_{2}\rightarrow B The compound 'A' of the stem- i. give addition reaction ii. is used to form plastic iii. is less active than 'B' 
benqa_10th-Chemistry_0191,benqa,mcq,chemistry,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,3 2 2 2,3 2 2 2,True,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,CH CH_{2} CH_{2} CH_{3} CH_{3} Cl_{2} Cl_{2} \equiv \rightarrow \rightarrow,True,mcq_letters,mcq_letters,True,False,False,False,,CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B uddipoke A jougoti- i. songjojon bikriya dey ii. plastik toirite byobohrit hoy iii. 'B' opeksha kom sokriy,CH_{3}-CH_{2}-C\equiv CH+Cl_{2}\rightarrow A A+Cl_{2}\rightarrow B The compound 'A' of the stem- i. give addition reaction ii. is used to form plastic iii. is less active than 'B' 
benqa_12th-Chemistry-I_0174,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ভিনেগার- i. খাদ্যের ব্যাকটেরিয়া ধ্বংস করা ii. খাবারের রুচি বৃদ্ধি করে iii. রক্ত সঞ্চালন কমায় নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B","bhinegar- i. khadder byakoteriya dhbongs kora ii. khabarer ruchi briddhi kore iii. rokt sonchalon komay nicher konti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer "
benqa_12th-Chemistry-I_0174,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ভিনেগার- i. খাদ্যের ব্যাকটেরিয়া ধ্বংস করা ii. খাবারের রুচি বৃদ্ধি করে iii. রক্ত সঞ্চালন কমায় নিচের কোনটি সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B","Vinegar- i.destroys bacteria ii.increases the taste of meal iii.decreases blood circulation Which one is correct? A. i&ii B. i&iii C. ii&iii D. I,ii&iii Answer with only A, B, C, o"
benqa_12th-Chemistry-I_0174,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"bhinegar- i. khadder byakoteriya dhbongs kora ii. khabarer ruchi briddhi kore iii. rokt sonchalon komay nicher konti sothik? A. i o ii B. i o iii C. ii o iii D. i, ii o iii Answer ","Vinegar- i.destroys bacteria ii.increases the taste of meal iii.decreases blood circulation Which one is correct? A. i&ii B. i&iii C. ii&iii D. I,ii&iii Answer with only A, B, C, o"
benqa_10th-Biology_0339,benqa,mcq,biology,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোন উদ্ভিদে সালোকসংশ্লেষণ হার বেশি? A. বট গাছ B. কাঁঠাল C. পেয়ারা D. কচুরিপানা Answer with only A, B, C, or D.","nicher kon udbhide salokosongshleshon har beshi? A. bot gachh B. kanthal C. peyara D. kochuripana Answer with only A, B, C, or D."
benqa_10th-Biology_0339,benqa,mcq,biology,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোন উদ্ভিদে সালোকসংশ্লেষণ হার বেশি? A. বট গাছ B. কাঁঠাল C. পেয়ারা D. কচুরিপানা Answer with only A, B, C, or D.","Which of the following plants has a higher rate of photosynthesis? A. Banyan tree B. Jack fruit C. Guava D. Water hyacinth Answer with only A, B, C, or D."
benqa_10th-Biology_0339,benqa,mcq,biology,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"nicher kon udbhide salokosongshleshon har beshi? A. bot gachh B. kanthal C. peyara D. kochuripana Answer with only A, B, C, or D.","Which of the following plants has a higher rate of photosynthesis? A. Banyan tree B. Jack fruit C. Guava D. Water hyacinth Answer with only A, B, C, or D."
benqa_10th-Math-II_0062,benqa,mcq,math-ii,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"M(3, 3), N(6, 6) এবং R(12, 3t) তিনটি বিন্দু। M ও N বিন্দু দ্বারা সংযোগকারী রেখার সমীকরণ নিচের কোনটি? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D. x - 3y + 12 = 0 Answ","M(3, 3), N(6, 6) ebong R(12, 3t) tinoti bindu. M o N bindu dwara songjogokari rekhar somikoron nicher konti? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D. x - 3y + 12 "
benqa_10th-Math-II_0062,benqa,mcq,math-ii,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"M(3, 3), N(6, 6) এবং R(12, 3t) তিনটি বিন্দু। M ও N বিন্দু দ্বারা সংযোগকারী রেখার সমীকরণ নিচের কোনটি? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D. x - 3y + 12 = 0 Answ","M(3, 3), N(6, 6) and R(12, 3t) are three points. Which is the equation of the straight line connecting the points M and N? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D"
benqa_10th-Math-II_0062,benqa,mcq,math-ii,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,3 3 6 6 12 3 3 12 0 3 6 0 3 12 0 3 12 0,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"M(3, 3), N(6, 6) ebong R(12, 3t) tinoti bindu. M o N bindu dwara songjogokari rekhar somikoron nicher konti? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D. x - 3y + 12 ","M(3, 3), N(6, 6) and R(12, 3t) are three points. Which is the equation of the straight line connecting the points M and N? A. x - 3y - 12 = 0 B. 3x - y - 6 = 0 C. 3x - y - 12 = 0 D"
benqa_12th-Chemistry-I_0260,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,6 15 70 90,6 15 70 90,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ভিনেগারে কত শতাংশ পানি বিদ্যমান? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D.","bhinegare koto shotangsh pani bidyoman? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0260,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,6 15 70 90,6 15 70 90,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ভিনেগারে কত শতাংশ পানি বিদ্যমান? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D.","What percentage of water contain in vinegar? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0260,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,6 15 70 90,6 15 70 90,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"bhinegare koto shotangsh pani bidyoman? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D.","What percentage of water contain in vinegar? A. 6% B. 15% C. 70% D. 90% Answer with only A, B, C, or D."
benqa_12th-Biology-I_0077,benqa,mcq,biology-i,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোন ধাপে ক্রোমাটিডগুলো মেরুমুখী চলতে শুরু করে? A. প্রোফেজ B. মেটাফেজ C. অ্যানাফেজ D. টেলোফেজ Answer with only A, B, C, or D.","nicher kon dhape kromatidogulo merumukhi cholote shuru kore? A. profej B. metafej C. anafej D. telofej Answer with only A, B, C, or D."
benqa_12th-Biology-I_0077,benqa,mcq,biology-i,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোন ধাপে ক্রোমাটিডগুলো মেরুমুখী চলতে শুরু করে? A. প্রোফেজ B. মেটাফেজ C. অ্যানাফেজ D. টেলোফেজ Answer with only A, B, C, or D.","In which step of the following, chromatids move towards the poles? A. Prohase B. Metaphase C. Anaphase D. Telophase Answer with only A, B, C, or D."
benqa_12th-Biology-I_0077,benqa,mcq,biology-i,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"nicher kon dhape kromatidogulo merumukhi cholote shuru kore? A. profej B. metafej C. anafej D. telofej Answer with only A, B, C, or D.","In which step of the following, chromatids move towards the poles? A. Prohase B. Metaphase C. Anaphase D. Telophase Answer with only A, B, C, or D."
benqa_10th-Physics_0084,benqa,mcq,physics,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,স্থির অবস্থান থেকে সমত্বরণে বস্তুর যেকোনো সময়ের বেগ বস্তুর অতিক্রান্ত দূরত্বের- A. সমানুপাতিক B. বর্গের সমানুপাতিক C. বর্গের ব্যস্তানুপাতিক D. বর্গমূলের সমানুপাতিক Answer with only,sthir obosthan theke somotborone bostur jekono somoyer beg bostur otikrant durotter- A. somanupatik B. borger somanupatik C. borger byostanupatik D. borgomuler somanupatik Answer w
benqa_10th-Physics_0084,benqa,mcq,physics,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,স্থির অবস্থান থেকে সমত্বরণে বস্তুর যেকোনো সময়ের বেগ বস্তুর অতিক্রান্ত দূরত্বের- A. সমানুপাতিক B. বর্গের সমানুপাতিক C. বর্গের ব্যস্তানুপাতিক D. বর্গমূলের সমানুপাতিক Answer with only,The velocity of a body starting from rest with uniform acceleration is ____ the distance. A. proportional to B. proportional to the square of C. inversely proportional to the squar
benqa_10th-Physics_0084,benqa,mcq,physics,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,sthir obosthan theke somotborone bostur jekono somoyer beg bostur otikrant durotter- A. somanupatik B. borger somanupatik C. borger byostanupatik D. borgomuler somanupatik Answer w,The velocity of a body starting from rest with uniform acceleration is ____ the distance. A. proportional to B. proportional to the square of C. inversely proportional to the squar
benqa_12th-Physics-II_0267,benqa,mcq,physics-ii,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,0 1 2 2 0 1 2 2 0 1 2 2,0 1 2 2 0 1 2 2 0 1 2 2,True,L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},True,mcq_letters,mcq_letters,True,False,False,False,,আপেক্ষিকতার তত্ত্ব অনুসারে- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \frac{v^{2}}{c^,apekshikotar totto onusare- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \frac{v^{2}}{c^
benqa_12th-Physics-II_0267,benqa,mcq,physics-ii,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,0 1 2 2 0 1 2 2 0 1 2 2,0 1 2 2 0 1 2 2 0 1 2 2,True,L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},True,mcq_letters,mcq_letters,True,False,False,False,,আপেক্ষিকতার তত্ত্ব অনুসারে- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \frac{v^{2}}{c^,According to the theory of relativity- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \fra
benqa_12th-Physics-II_0267,benqa,mcq,physics-ii,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,0 1 2 2 0 1 2 2 0 1 2 2,0 1 2 2 0 1 2 2 0 1 2 2,True,L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},L_{0} \frac \frac \frac \frac \frac \frac \sqrt \sqrt \sqrt c^{2} c^{2} c^{2} m_{0} t_{0} v^{2} v^{2} v^{2},True,mcq_letters,mcq_letters,True,False,False,False,,apekshikotar totto onusare- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \frac{v^{2}}{c^,According to the theory of relativity- i. t = \frac{t_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} ii. L = \frac{L_{0}}{\sqrt{1 - \frac{v^{2}}{c^{2}}}} iii. m = \frac{m_{0}}{\sqrt{1 - \fra
banglamath_1693,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,,,True,14,14,True,,,True,final_answer,final_answer,True,False,False,False,,দুই অঙ্কেরএকটি সংখ্যার তিন ভাগের এক ভাগ ও চার ভাগের এক ভাগের যোগফল ১৪ ।সংখ্যাটি কত হিসাবটি করো। Return only the final answer.,dui ongker ekti songkhyar tin bhager ek bhag o char bhager ek bhager jogfol 14. songkhyati koto? hisabti koro. Return only the final answer.
banglamath_1693,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,,,True,14,14,True,,,True,final_answer,final_answer,True,False,False,False,,দুই অঙ্কেরএকটি সংখ্যার তিন ভাগের এক ভাগ ও চার ভাগের এক ভাগের যোগফল ১৪ ।সংখ্যাটি কত হিসাবটি করো। Return only the final answer.,The sum of one-third and one-fourth of a two-digit number is 14. What is the number? Return only the final answer.
banglamath_1693,banglamath,short_answer,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,,,True,14,14,True,,,True,final_answer,final_answer,True,False,False,False,,dui ongker ekti songkhyar tin bhager ek bhag o char bhager ek bhager jogfol 14. songkhyati koto? hisabti koro. Return only the final answer.,The sum of one-third and one-fourth of a two-digit number is 14. What is the number? Return only the final answer.
banglamath_0227,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,,,True,2 3 5,2 3 5,True,,,True,final_answer,final_answer,True,False,False,False,,দুই বন্ধুর বাড়ি থেকে স্কুলের দূরত্বের অনুপাত ২:৩ এবং প্রথম বন্ধুর দূরত্ব ৫ কিমি হলে দ্বিতীয় বন্ধুর দূরত্ব কত Return only the final answer.,dui bondhur bari theke skuler durotter onupat 2:3 ebong prothom bondhur durotto 5 kimi hole dwitiy bondhur durotto koto Return only the final answer.
banglamath_0227,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,,,True,2 3 5,2 3 5,True,,,True,final_answer,final_answer,True,False,False,False,,দুই বন্ধুর বাড়ি থেকে স্কুলের দূরত্বের অনুপাত ২:৩ এবং প্রথম বন্ধুর দূরত্ব ৫ কিমি হলে দ্বিতীয় বন্ধুর দূরত্ব কত Return only the final answer.,"The ratio of the distances of two friends from school is 2:3. If the first friend is 5 km away, what is the second friend’s distance? Return only the final answer."
banglamath_0227,banglamath,short_answer,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,,,True,2 3 5,2 3 5,True,,,True,final_answer,final_answer,True,False,False,False,,dui bondhur bari theke skuler durotter onupat 2:3 ebong prothom bondhur durotto 5 kimi hole dwitiy bondhur durotto koto Return only the final answer.,"The ratio of the distances of two friends from school is 2:3. If the first friend is 5 km away, what is the second friend’s distance? Return only the final answer."
