model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,parsed_empty,choice_invalid,format_failure,raw_chars,parsed_chars,raw_line_count,raw_multiline,raw_long_gt120,source,line,raw_excerpt
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,184,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,552,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,4,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,2,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,6,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,139,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,47,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,141,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,484,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,162,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,486,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,115,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,39,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,117,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,343,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,115,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,345,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,286,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,C,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,96,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,C,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,288,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,376,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,126,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,378,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,A,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,88,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,A,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,30,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,90,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,412,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,138,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,414,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,463,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,155,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,465,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,193,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,65,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,195,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,97,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,33,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,99,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,445,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,149,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,447,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,385,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,129,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,387,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,238,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,B,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,80,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,240,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-II_0043,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,187,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-II_0043,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,63,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-II_0043,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,189,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-II_0214,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,301,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-II_0214,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,101,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-II_0214,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,303,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-II_0230,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,208,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-II_0230,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,70,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-II_0230,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,210,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-II_0234,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,25,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-II_0234,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,9,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-II_0234,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,27,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0029,B,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,421,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0029,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,141,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0029,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,423,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0088,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,184,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0088,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,62,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0088,C,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,186,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0120,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,148,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0120,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,50,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0120,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,150,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0186,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,247,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0186,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,83,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0186,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,249,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0187,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,436,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0187,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,146,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0187,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,438,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0202,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,511,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0202,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,171,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0202,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,513,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0218,A,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,181,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0218,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,61,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0218,A,False,C,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,183,C
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0310,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,262,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0310,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,88,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0310,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,264,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0326,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,334,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0326,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,112,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0326,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,336,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0342,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,61,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0342,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,21,A
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0342,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,63,B
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_12th-Math-I_0383,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,352,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_12th-Math-I_0383,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,118,D
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,benqa,mcq,choice,benqa_12th-Math-I_0383,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,354,D
