model,id,subject,gold,bangla_option,bangla_correct,banglish_option,banglish_correct,english_option,english_correct,banglish_D,banglish_wrong_D,gold_not_D,D_not_longest,D_no_semantic_cue,D_not_highest_coverage,all_options_same_coverage,D_char_len,D_token_len,D_coverage,longest_options,highest_coverage_options,D_text,residual_primary,residual_tied_coverage,residual_not_highest_coverage,bangla_baseline_correct_non_D,bangla_correct_non_D_to_wrong_D,bangla_baseline_option,english_baseline_correct_non_D,english_correct_non_D_to_wrong_D,english_baseline_option
Qwen2.5-3B,benqa_8th-Math_0062,Math,D,D,True,D,True,D,True,True,False,False,True,False,False,True,6,2,0.0,A;B,A;B;C;D,"(2, 0)",False,False,False,False,False,D,False,False,D
Qwen2.5-3B,benqa_8th-Math_0072,Math,B,D,False,B,True,D,False,False,False,True,True,False,False,True,8,3,0.0,C,A;B;C;D,777k + 2,False,False,False,False,False,D,False,False,D
Qwen2.5-3B,benqa_8th-Math_0085,Math,C,B,False,B,False,C,True,False,False,True,False,False,False,True,2,1,0.0,A;B;C;D,A;B;C;D,65,False,False,False,False,False,B,True,False,C
Qwen2.5-3B,benqa_8th-Math_0167,Math,C,C,True,B,False,C,True,False,False,True,False,False,False,True,8,2,0.0,A;B;C;D,A;B;C;D,96 mitar,False,False,False,True,False,C,True,False,C
Qwen2.5-3B,benqa_8th-Math_0190,Math,B,B,True,B,True,B,True,False,False,True,False,False,False,True,15,2,0.0,D,A;B;C;D,1575 borgomitar,False,False,False,True,False,B,True,False,B
Qwen2.5-3B,benqa_8th-Science_0014,Science,D,D,True,D,True,B,False,True,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,B
Qwen2.5-3B,benqa_8th-Science_0024,Science,C,B,False,D,False,B,False,True,True,True,False,True,False,True,7,1,0.0,B;D,A;B;C;D,telofej,False,False,False,False,False,B,False,False,B
Qwen2.5-3B,benqa_8th-Science_0042,Science,B,B,True,A,False,B,True,False,False,True,False,True,False,True,8,1,0.0,D,A;B;C;D,glisarin,False,False,False,True,False,B,True,False,B
Qwen2.5-3B,benqa_8th-Science_0062,Science,D,A,False,B,False,D,True,False,False,False,True,True,False,True,5,1,0.0,A,A;B;C;D,britt,False,False,False,False,False,A,False,False,D
Qwen2.5-3B,benqa_8th-Science_0078,Science,C,B,False,B,False,B,False,False,False,True,False,False,False,True,11,1,0.0,D,A;B;C;D,180^{\circ},False,False,False,False,False,B,False,False,B
Qwen2.5-3B,benqa_8th-Science_0086,Science,A,B,False,B,False,D,False,False,False,True,True,True,False,True,6,1,0.0,A,A;B;C;D,peyara,True,True,False,False,False,B,False,False,D
Qwen2.5-3B,benqa_8th-Science_0098,Science,A,B,False,B,False,C,False,False,False,True,False,False,False,True,10,2,0.0,B;C;D,A;B;C;D,30 ampiyar,False,False,False,False,False,B,False,False,C
Qwen2.5-3B,benqa_8th-Science_0127,Science,B,C,False,D,False,A,False,True,True,True,True,True,False,True,8,1,0.0,B,A;B;C;D,nepochun,True,True,False,False,False,C,False,False,A
Qwen2.5-3B,benqa_8th-Science_0153,Science,C,C,True,B,False,C,True,False,False,True,True,True,False,True,20,2,0.0,C,A;B;C;D,amoniyam haidroksaid,True,True,False,True,False,C,True,False,C
Qwen2.5-3B,benqa_8th-Science_0159,Science,B,A,False,C,False,A,False,False,False,True,False,True,True,False,7,1,0.0,D,A,kanthal,False,False,False,False,False,A,False,False,A
Qwen2.5-3B,benqa_8th-Science_0202,Science,C,C,True,A,False,C,True,False,False,True,True,False,False,True,37,3,0.0,C,A;B;C;D,ghas\rightarrow byang\rightarrow bagh,False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Biology_0057,Biology,C,C,True,C,True,C,True,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Biology_0090,Biology,C,C,True,C,True,C,True,False,False,True,True,True,True,False,3,1,0.0,C,A,akh,True,False,True,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Biology_0128,Biology,A,C,False,B,False,A,True,False,False,True,True,True,False,True,13,2,0.0,C,A;B;C;D,glisarik esid,True,True,False,False,False,C,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Biology_0143,Biology,C,C,True,C,True,B,False,False,False,True,True,True,False,True,15,2,0.0,C,A;B;C;D,uchch roktochap,True,True,False,True,False,C,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Biology_0149,Biology,B,B,True,A,False,B,True,False,False,True,False,True,False,True,10,1,0.0,D,A;B;C;D,songgikosh,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_10th-Biology_0156,Biology,C,B,False,C,True,C,True,False,False,True,False,False,False,True,2,1,0.0,A;B;C;D,A;B;C;D,18,False,False,False,False,False,B,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Biology_0188,Biology,A,B,False,A,True,A,True,False,False,True,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,5,False,False,False,False,False,B,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Biology_0197,Biology,D,A,False,B,False,A,False,False,False,False,False,True,False,True,13,1,0.0,D,A;B;C;D,maitokondriya,False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_10th-Biology_0213,Biology,A,A,True,A,True,A,True,False,False,True,True,True,False,True,10,2,0.0,A,A;B;C;D,osthi kosh,True,True,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Biology_0215,Biology,B,C,False,D,False,B,True,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,C,True,True,B
Qwen2.5-7B 8-bit,benqa_10th-Biology_0277,Biology,C,A,False,B,False,A,False,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_10th-Biology_0339,Biology,D,B,False,B,False,D,True,False,False,False,False,True,True,False,11,1,0.0,D,A,kochuripana,False,False,False,False,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0041,Chemistry,D,C,False,A,False,D,True,False,False,False,True,False,False,False,32,4,0.4,A,B;D,polipropinoke ri-saikel kora jay,False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0110,Chemistry,C,C,True,invalid,False,C,True,False,False,True,False,False,True,False,15,1,0.0,D,C,Ca(HCO_{3})_{2},False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0111,Chemistry,D,B,False,C,False,B,False,False,False,False,False,False,False,True,7,1,1.0,D,A;B;C;D,grup-13,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0132,Chemistry,A,A,True,B,False,A,True,False,False,True,True,True,True,False,6,1,0.0,A,A,jailin,True,False,True,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0191,Chemistry,A,B,False,C,False,D,False,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0194,Chemistry,D,B,False,C,False,D,True,False,False,False,False,True,False,True,1,1,0.0,A;B;C;D,A;B;C;D,F,False,False,False,False,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0280,Chemistry,A,C,False,B,False,D,False,False,False,True,False,True,False,True,2,1,0.0,A;B;C;D,A;B;C;D,Cu,False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0322,Chemistry,B,B,True,A,False,B,True,False,False,True,True,True,False,True,6,1,0.0,A;C,A;B;C;D,klorin,True,True,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0336,Chemistry,D,B,False,B,False,B,False,False,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0374,Chemistry,B,C,False,B,True,B,True,False,False,True,True,True,False,True,7,1,0.0,A,A;B;C;D,alokain,True,True,False,False,False,C,True,False,B
Qwen2.5-7B 8-bit,benqa_10th-Chemistry_0388,Chemistry,D,A,False,A,False,B,False,False,False,False,False,False,False,True,24,1,0.0,A;B;C;D,A;B;C;D,3s^{2}3p^{6}3d^{1}4s^{2},False,False,False,False,False,A,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0062,Math-II,C,B,False,B,False,B,False,False,False,True,False,False,False,True,15,7,0.0,A;C;D,A;B;C;D,x - 3y + 12 = 0,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0102,Math-II,D,C,False,C,False,C,False,False,False,False,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,8,False,False,False,False,False,C,False,False,C
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0139,Math-II,A,B,False,B,False,B,False,False,False,True,False,False,False,True,15,1,0.0,C;D,A;B;C;D,\frac{1}{10010},False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0326,Math-II,C,C,True,C,True,C,True,False,False,True,False,False,False,True,13,1,0.5,A;B;C;D,A;B;C;D,\frac{\pi}{6},False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0347,Math-II,D,A,False,A,False,A,False,False,False,False,True,False,False,True,18,1,0.0,A,A;B;C;D,\frac{\sqrt{3}}{2},False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0357,Math-II,D,B,False,A,False,A,False,False,False,False,True,False,False,True,5,1,0.0,B;C,A;B;C;D,0.225,False,False,False,False,False,B,False,False,A
Qwen2.5-7B 8-bit,benqa_10th-Math-II_0367,Math-II,C,A,False,B,False,B,False,False,False,True,False,False,False,True,11,1,0.0,A;B;C;D,A;B;C;D,\frac{2}{3},False,False,False,False,False,A,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Math_0032,Math,B,B,True,B,True,D,False,False,False,True,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,2,False,False,False,True,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Math_0044,Math,C,C,True,A,False,C,True,False,False,True,False,False,False,True,3,1,1.0,A;B;C;D,A;B;C;D,2ti,False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Math_0186,Math,C,A,False,A,False,A,False,False,False,True,False,False,False,True,3,1,1.0,A;B;C;D,A;B;C;D,1st,False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_10th-Math_0271,Math,D,C,False,C,False,D,True,False,False,False,False,False,False,True,21,3,0.0,A;B;C;D,A;B;C;D,50\degree o 30\degree,False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Math_0324,Math,A,A,True,B,False,A,True,False,False,True,False,False,False,True,11,1,0.0,C;D,A;B;C;D,\frac{b}{a},False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Physics_0021,Physics,C,C,True,A,False,C,True,False,False,True,False,True,False,True,8,1,0.0,C;D,A;B;C;D,pyasokel,False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Physics_0036,Physics,C,C,True,C,True,C,True,False,False,True,True,False,False,True,4,1,0.0,C,A;B;C;D,0.14,False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_10th-Physics_0045,Physics,A,A,True,A,True,A,True,False,False,True,True,True,False,True,5,1,0.0,A,A;B;C;D,soman,True,True,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_10th-Physics_0055,Physics,D,B,False,C,False,D,True,False,False,False,False,True,False,True,16,2,0.0,D,A;B;C;D,probahi ghorshon,False,False,False,False,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Physics_0084,Physics,D,B,False,B,False,B,False,False,False,False,False,True,False,True,22,2,0.0,D,A;B;C;D,borgomuler somanupatik,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Physics_0106,Physics,A,B,False,C,False,B,False,False,False,True,True,False,False,True,2,1,0.0,B;C,A;B;C;D,12,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_10th-Physics_0130,Physics,D,C,False,D,True,D,True,True,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Physics_0150,Physics,B,C,False,B,True,B,True,False,False,True,False,True,False,True,6,1,0.0,D,A;B;C;D,tworon,False,False,False,False,False,C,True,False,B
Qwen2.5-7B 8-bit,benqa_10th-Physics_0198,Physics,D,C,False,C,False,D,True,False,False,False,True,True,True,False,22,4,0.0,B,A,"bhorobeg, soron o ojon",False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_10th-Physics_0280,Physics,B,B,True,B,True,B,True,False,False,True,True,False,False,True,26,4,0.0,B;C,A;B;C;D,5.5 \times 10^{-8}\Omega m,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_10th-Physics_0296,Physics,D,B,False,A,False,B,False,False,False,False,False,False,False,True,4,2,1.0,A;B;C;D,A;B;C;D,9 ti,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0034,Biology-II,B,B,True,B,True,D,False,False,False,True,True,True,False,True,6,1,0.0,A;B,A;B;C;D,iliyam,True,True,False,True,False,B,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0049,Biology-II,C,C,True,B,False,A,False,False,False,True,True,True,False,False,4,1,1.0,A,A;C;D,gola,True,False,False,True,False,C,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0119,Biology-II,C,B,False,B,False,B,False,False,False,True,True,True,False,True,5,1,0.0,B,A;B;C;D,hanta,True,True,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0122,Biology-II,A,A,True,A,True,C,False,False,False,True,False,False,False,True,3,1,0.0,A;B;C;D,A;B;C;D,0.1,False,False,False,True,False,A,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0128,Biology-II,B,C,False,B,True,B,True,False,False,True,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,False,False,C,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0179,Biology-II,A,A,True,D,False,A,True,True,True,True,False,False,False,True,7,1,0.0,A;B;C;D,A;B;C;D,Fe^{++},False,False,False,True,True,A,True,True,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0203,Biology-II,D,D,True,D,True,D,True,True,False,False,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0247,Biology-II,B,A,False,B,True,A,False,False,False,True,False,False,False,True,4,1,0.0,D,A;B;C;D,100%,False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0287,Biology-II,B,B,True,D,False,B,True,True,True,True,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,True,True,B,True,True,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0321,Biology-II,C,D,False,A,False,C,True,False,False,True,False,True,False,True,9,1,0.0,D,A;B;C;D,Athropoda,False,False,False,False,False,D,True,False,C
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0325,Biology-II,A,C,False,C,False,A,True,False,False,True,True,True,False,True,13,1,0.0,C,A;B;C;D,saboklabhiyan,True,True,False,False,False,C,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0039,Biology-I,C,C,True,B,False,D,False,False,False,True,True,True,False,True,7,1,0.0,A;C,A;B;C;D,karteks,True,True,False,True,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0042,Biology-I,D,A,False,D,True,B,False,True,False,False,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,False,False,A,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0056,Biology-I,A,A,True,B,False,A,True,False,False,True,False,True,True,False,4,1,0.0,A;D,B,kand,False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0077,Biology-I,C,C,True,D,False,C,True,True,True,True,False,True,False,True,7,1,0.0,B;D,A;B;C;D,telofej,False,False,False,True,True,C,True,True,C
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0160,Biology-I,B,A,False,B,True,B,True,False,False,True,True,True,False,True,8,1,0.0,C,A;B;C;D,pairojen,True,True,False,False,False,A,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0181,Biology-I,C,C,True,D,False,A,False,True,True,True,True,True,False,True,6,1,0.0,A,A;B;C;D,jaigot,True,True,False,True,True,C,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0218,Biology-I,B,A,False,C,False,B,True,False,False,True,True,True,False,True,13,2,0.0,B,A;B;C;D,Bambusa tulda,True,True,False,False,False,A,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0222,Biology-I,A,A,True,B,False,A,True,False,False,True,True,True,False,True,6,1,0.0,A;B,A;B;C;D,karbon,True,True,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0265,Biology-I,A,C,False,D,False,A,True,True,True,True,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,False,False,C,True,True,A
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0277,Biology-I,D,A,False,A,False,D,True,False,False,False,True,True,False,True,6,1,0.0,B,A;B;C;D,poyesi,False,False,False,False,False,A,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0283,Biology-I,A,A,True,D,False,A,True,True,True,True,False,False,True,False,12,4,0.5,D,A,"i, ii, o iii",False,False,False,True,True,A,True,True,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0013,Chemistry-II,C,B,False,B,False,C,True,False,False,True,True,True,False,True,12,1,0.0,A,A;B;C;D,metalodihaid,True,True,False,False,False,B,True,False,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0054,Chemistry-II,A,A,True,A,True,A,True,False,False,True,True,False,False,False,14,1,1.0,A,D,\text{-NH_{2}},False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0067,Chemistry-II,C,C,True,D,False,C,True,True,True,True,False,False,True,False,11,4,0.5,D,B,"i, ii o iii",False,False,False,True,True,C,True,True,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0117,Chemistry-II,C,C,True,B,False,C,True,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,True,False,C,True,False,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0194,Chemistry-II,A,A,True,A,True,A,True,False,False,True,False,True,False,True,2,1,0.0,A;B;C;D,A;B;C;D,Al,False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0228,Chemistry-II,C,D,False,C,True,C,True,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,True,False,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0235,Chemistry-II,A,A,True,B,False,A,True,False,False,True,False,False,False,False,11,1,1.0,B;D,B;C;D,H_{3}PO_{4},False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0240,Chemistry-II,B,C,False,B,True,B,True,False,False,True,True,True,True,False,21,3,0.0,B,B,fridel kraf‌t bikriya,True,False,True,False,False,C,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0294,Chemistry-II,C,A,False,A,False,A,False,False,False,True,False,False,True,False,8,3,0.5,D,C,ii o iii,False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0305,Chemistry-II,D,B,False,B,False,B,False,False,False,False,False,False,False,True,14,2,1.0,A;B;C;D,A;B;C;D,483.56 ms^{-1},False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0354,Chemistry-II,B,A,False,A,False,B,True,False,False,True,False,True,False,True,13,1,0.0,A;B;D,A;B;C;D,soroloroikhik,False,False,False,False,False,A,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0028,Chemistry-I,B,B,True,C,False,B,True,False,False,True,True,False,False,True,1,1,0.0,B;C,A;B;C;D,1,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0037,Chemistry-I,C,D,False,D,False,C,True,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,True,True,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0140,Chemistry-I,D,B,False,B,False,B,False,False,False,False,False,False,False,True,20,2,0.0,B;D,A;B;C;D,2.048\times 10^{-11},False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0174,Chemistry-I,A,A,True,D,False,A,True,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,True,True,A,True,True,A
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0190,Chemistry-I,B,A,False,C,False,B,True,False,False,True,True,False,True,False,6,1,0.0,B,C,H_{2}O,False,False,False,False,False,A,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0218,Chemistry-I,D,B,False,B,False,C,False,False,False,False,False,False,False,True,13,1,0.0,D,A;B;C;D,104.5^{\circ},False,False,False,False,False,B,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0227,Chemistry-I,D,B,False,A,False,B,False,False,False,False,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,5,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0260,Chemistry-I,D,D,True,C,False,D,True,False,False,False,False,False,False,True,3,1,0.0,B;C;D,A;B;C;D,90%,False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0286,Chemistry-I,C,B,False,A,False,B,False,False,False,True,False,False,True,False,6,1,0.0,D,B,11-Oct,False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0303,Chemistry-I,D,D,True,D,True,D,True,True,False,False,True,True,False,False,2,1,1.0,B;C,D,HI,False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0328,Chemistry-I,B,B,True,B,True,B,True,False,False,True,False,False,False,True,6,1,1.0,A;B;C;D,A;B;C;D,f-blok,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0043,Math-II,D,B,False,B,False,C,False,False,False,False,False,True,False,True,9,1,0.0,B;D,A;B;C;D,odhibritt,False,False,False,False,False,B,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0214,Math-II,C,B,False,B,False,B,False,False,False,True,True,False,False,True,10,2,0.0,B,A;B;C;D,- \sqrt{3},False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0230,Math-II,D,C,False,D,True,C,False,True,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,C,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0234,Math-II,A,A,True,B,False,A,True,False,False,True,False,False,False,True,12,1,0.0,D,A;B;C;D,\frac{-3}{4},False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0029,Math-I,B,A,False,A,False,B,True,False,False,True,False,False,False,True,16,7,0.0,A;B;C;D,A;B;C;D,4x + 3y + 30 = 0,False,False,False,False,False,A,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0088,Math-I,C,A,False,B,False,A,False,False,False,True,False,False,False,True,12,1,0.0,D,A;B;C;D,\frac{1}{ax},False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0120,Math-I,D,C,False,B,False,C,False,False,False,False,False,False,False,True,9,5,0.0,A;B;C;D,A;B;C;D,y + 4 = 1,False,False,False,False,False,C,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0186,Math-I,A,B,False,A,True,A,True,False,False,True,False,False,False,True,31,11,0.0,A;B;C;D,A;B;C;D,x^{2} + y^{2} - 4x + 6y + 4 = 0,False,False,False,False,False,B,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0187,Math-I,B,D,False,B,True,D,False,False,False,True,False,False,False,True,13,2,0.0,C;D,A;B;C;D,- \frac{3}{2},False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0202,Math-I,B,B,True,B,True,B,True,False,False,True,False,False,False,True,27,4,0.0,C;D,A;B;C;D,\frac{1}{2} \sqrt{sinx} + c,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0218,Math-I,A,A,True,A,True,A,True,False,False,True,False,False,False,True,40,7,0.0,D,A;B;C;D,cosA = \frac{b^{2} + c^{2} + a^{2}}{2bc},False,False,False,True,False,A,True,False,A
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0310,Math-I,B,B,True,B,True,B,True,False,False,True,True,False,False,False,9,1,1.0,B;C,D,log_{10}e,False,False,False,True,False,B,True,False,B
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0326,Math-I,B,A,False,A,False,A,False,False,False,True,False,False,False,True,1,1,0.0,A;B;C;D,A;B;C;D,6,False,False,False,False,False,A,False,False,A
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0342,Math-I,C,C,True,D,False,D,False,True,True,True,True,False,False,True,41,6,0.25,A,A;B;C;D,"\left ( \frac{1}{2}, \frac{1}{4} \right )",False,False,False,True,True,C,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0383,Math-I,D,D,True,D,True,D,True,True,False,False,True,False,False,False,15,2,0.5,B,B;D,\frac{1}{x ln5},False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0037,Physics-II,B,D,False,B,True,C,False,False,False,True,True,True,False,True,14,2,0.0,C,A;B;C;D,ekokohin rashi,True,True,False,False,False,D,False,False,C
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0046,Physics-II,C,B,False,D,False,B,False,True,True,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,B,False,False,B
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0085,Physics-II,D,C,False,B,False,D,True,False,False,False,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,C,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0088,Physics-II,A,D,False,B,False,D,False,False,False,True,False,False,True,False,11,4,0.5,D,A,"i, ii o iii",False,False,False,False,False,D,False,False,D
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0131,Physics-II,B,A,False,A,False,A,False,False,False,True,False,False,False,True,82,9,0.0,A;B;C;D,A;B;C;D,\frac{\theta - \theta_{ice}}{N} = \frac{X_{steam} - X_{ice}}{X_{\theta} - X_{ice}},False,False,False,False,False,A,False,False,A
