model,id,variant,dataset,task_type,answer_type,gold,before_correct,after_correct,change,before_parsed,after_parsed,before_seconds,after_seconds,before_source,after_source,after_rewrite_output
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,banglish_clean,mgsm,math_word_problem,short_answer,109,False,False,same_wrong,7:11 - 10 = 6:51,\[ 162 \text{ hours} = \frac{162}{24} \text{ days} = 6.75 \text{ days} \],0.7097,12.8728,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"ডায়েল ও ওয়াজলেন্সের বোয়সের উপায় ৭:১১। যদি তান্দার দুই জনের মতো বোয়স এখন ১৬২ ঘণ্টা থাকে, তাহলে এখন থেকে ওয়াজলেন্সের বোয়স কতগুলো থাকবে তা নির্ণয় করুন তা নিশ্চিত করুন।"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,banglish_clean,mgsm,math_word_problem,short_answer,80,False,False,same_wrong,120,গণতন্ত্র বিভাজন করা উচিত নয় এবং গণতন্ত্র বিভাজন করা অপর্যালোচিত। আমি এটি বাহনের কোটি জন সম্পর্কে নিশ্চিত করছি যে গণতন্ত্র ব,0.3145,15.5001,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,গণতন্ত্র একটি বাহনের জন্য আমি নিশ্চিত করছি যে গণতন্ত্র বিভাজন করা উচিত নয় এবং এটি একটি সুপরিক্ত সুযোগ দিয়ে আমি পরিবেশ নিরাপদ রাখতে পারি। আমি এটি বাহনের কোটি জন সম্পর্কে নিশ্চিত করছি যে গণতন্ত্র বিভাজন করা উচিত নয় এবং এটি একটি সুপরিক্ত সুযোগ �
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,banglish_clean,mgsm,math_word_problem,short_answer,35,False,False,same_wrong,5.5,32,0.2425,8.3078,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,জনৈক বছরে কুকুরের দেখাশনা করা হয়েছে। তার সাথে তার এই কাজের পরিমাণ দেখাশনা করার জন্য একটি সময় প্রতি আট ঘণ্টা লাগে। কুকুরের দেখাশনা করার জন্য একটি সময় তিনি এক সপ্তাহে প্রায় চারটি ঘণ্টা খাটবে?
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,banglish_clean,mgsm,math_word_problem,short_answer,70,False,False,same_wrong,"The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 220V mudra.",গ্রিসের কাছে সবোন মুদ্রার 310টি অস্বীকার করা হয়েছে।,2.8486,9.5865,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,গ্রিসের কাছে ১১০টি মুদ্রা অস্বীকার করা হয়েছে। রুপায় মুদ্রার থেকে ৩০টি বছর পর সবোন মুদ্রা অস্বীকার করা হয়েছে। গ্রিসের কাছে কতটি সবোন মুদ্রা অস্বীকার করা হয়েছে?
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,banglish_clean,mgsm,math_word_problem,short_answer,23,False,False,same_wrong,100,"If there are 40 radishes at Remoder's place, then there will be 2 radishes at Sibun's place after 5 years.",0.2441,11.6019,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"চলো এই সমস্যাটি আলাপ করা যাক। ওজনের থেকে সিবানের কাছে ২টি কোম রোতন অভ্যন্তরীণ। রেমোডারের কাছে রোতনের অবস্থানের থেকে ৫টি বছর পর ওজনের কাছে ২টি কোম রোতন অভ্যন্তরীণ। যদি রেমোডারের কাছে ৪০টি রোতন থাকে, তাহলে সিবানের কাছে কতগুলি রোতন অভ্যন্তর�"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,banglish_clean,mgsm,math_word_problem,short_answer,9,False,False,same_wrong,30%,তিনি 25 পাঁচেক পয়েন্ট সকরাজ করেছে।,0.2474,3.0194,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,তিনি 25 পাঁচেক পয়েন্ট সকরাজ করেচে?
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,banglish_clean,mgsm,math_word_problem,short_answer,75,False,False,same_wrong,12.50,"So, 3",0.3238,13.3171,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"তোর দিনে ২টি ইয়োগাইচার ক্ষমতা কাঠ। সম্পূর্ণ ৪টি ইয়োগাইচারের চার হাজার মূল্যে বিক্রি হয়েছে। ৩০ দিনে ১টি ইয়োগাইচারের জন্য কয়টি ডলার বাঁচে?

30 দিনে ১টি ইয়োগাইচারের জন্য কয়টি ডলার বাঁচে?"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,banglish_clean,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,$28,তন্র ১৩ তারিখে সেই সময় শেখ আচ্ছাদিত হয়েছিল এবং সেগুলির প্রতিটি টাকা ১৫ ডের বিক্রয়ে চালিয়ে যান। ৮ তারিখে তন্র সমো,0.3145,15.5395,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,জন তন্র সমোস্ট খেলনা বিক্রয়ে সেই উত্তর দিয়ে ভিড় হওয়ার পরিবর্তে একটি গেম করার পরিবর্তে করেছিলেন। তন্র ১৩ তারিখে সেই সময় শেখ আচ্ছাদিত হয়ে এবং সেগুলির প্রতিটি টাকা ১৫ ডের বিক্রয়ে চালিয়ে যান। সেগুলির প্রতিটি টাকা ২০ মুল্যে ৮ তারিখে �
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,banglish_clean,mgsm,math_word_problem,short_answer,10,False,False,same_wrong,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,"তিনি একই কোট সুবিধাজনকভাবে দৌরাত্ম্য করেছে 4 দিন। আসল সমস্যায় তিনি প্রথম দিন 3 ঘণ্টা দুর্ন হয়েছিলেন, এবং অন্য তিন দিনে �",1.1409,9.9532,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,তিনি প্রথম দিন ৩ ঘণ্টা দুর্ন এবং অন্য তিন দিনের উপর বিশ্লেষণ করে। তিনি কতগুলি কোট সুবিধাজনকভাবে দৌরাত্ম্য করেছে?
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,banglish_clean,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,12,টুলন চরোগুন দান হাতর বেশি দুর্দান্ত গতিতে চলছে।,0.2284,12.5871,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,দান হাতর টুলন চরোগুন বেশি দুর্দান্ত গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে গতিতে �
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,banglish_clean,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,tahole bryandoner iPhone kot bochhorer purono hoy.,"No, if one of the four Brannan's FONSI becomes effective today, the FONSI from the other side (the juri's FONSI) becoming effective today would not make Brannan's FONSI become effective as well. Each FONSI remains independent unless specifically linked or required to be in conjunction with another.",0.8148,11.6035,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"ব্রিয়ান্ডনার এফওইএন্সি এর মধ্যে চারোগোন পুরোনো। অপরদিকে একটি সুজির এফওইএন্সি থেকে তুলনায় বড়ো পুরোনো। যদি একটি সুজির এফওইএনসি আজকের পুরোনো হয়, তাহলে ব্রিয়ান্ডনার এফওইএনসি আজকের পুরোনো হবে?"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,banglish_clean,mgsm,math_word_problem,short_answer,200,False,False,same_wrong,"that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.","The text provided appears to be a fragment of a longer narrative or story, likely from a fantasy or mythological context. However, it does not contain a clear question or specific evaluation item to respond to. Given the format requested and the nature of the text, I can provide a summary of what seems to be happening:",1.7991,15.8265,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,মাউন্ট ফারবর শিষে বসু ভীষলাকার ড্রাগন প্রজাগরণ 1000 ফুট দূরত্বে বসু ভীষলাকার ড্রাগন অগ্নিশিক্ষার মাধ্যমে সুখে থাকে। ড্রাগন ওপরে করে তাহলে আমি একটি কিছু জানা পড়ি ও সেই কিছু অগ্নিশিক্ষার পর বসু ভীষলাকার ড্রাগনের মাঝে মুখে থেকে বর্ষ হয়। কিন্ত�
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,banglish_clean,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,"otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.",তুকোরোর পরিমাণ পাঁচমিৎসিন হয়ে গেছে।,1.7476,12.0172,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"তোমাকে জনস দোমকলকরমিদের মোদ্যহন্বনের জন্য প্রতিফলন ৫টি করে আপেল খাইছেন। এই প্রতিফলনের মধ্যে ৮টি তুকোরো করে কেন্দ্রীয় হয়ে গেছে এবং অপরাধীদের পরিবেশন করার জন্য এই তুকোরোর পরিমাণ পাঁচতম হয়ে গেছে। সন্ধের শেষ, অপরাধীদের পরিবেশন করার জন্য এই"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0044,banglish_clean,mgsm,math_word_problem,short_answer,48,False,False,same_wrong,120 grams,The calorie content of the other liquid is 2000 kCal per 2000 kcal consumed from chips.,0.3567,11.5542,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"পুষ্টিগত হলেন তন্তু ও উপরে একটি ব্যাগ চিপস রয়েছে। এই চিপসটি সর্বমোট ২৫০ ক্যালীরি পুষ্টি করে। ৩০০ গ্রাম চিপস পরিবেশে যদি ৫টি সর্বমোট পুষ্টি করে, এবং অপর পানির ১৮০০ ক্যালীরি পুষ্টি করে থাকে তবে এই অপর পানির জন্য তার প্রতি ২০০০ ক্যা�"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0045,banglish_clean,mgsm,math_word_problem,short_answer,20,False,False,same_wrong,"Yes, if one of the ten transactions incurs a $2.00 fee, then 20 transactions will result in a fee of $20.00.",টি ছয় টাকা মোমবাতি বিক্রয় করা হয়েছে।,1.5583,12.3679,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"চরলি মোমবাতি বিক্রয় করেছেন। প্রতিটি পাউন্ড মোমে তিনটি ছয় টাকা মোমবাতি বিক্রয় করেছেন। এক পাউন্ড মোম এবং পলেটে কিনে যাওয়ার জন্য তিনটি ছয় টাকা মোমবাতি হয়ে যায়। যদি একটি প্রতিটি মোমবাতি ছয় টাকা দরে বিক্রয় করা হয়, তাহলে ২০টি মোমবাত"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0046,banglish_clean,mgsm,math_word_problem,short_answer,104,False,False,same_wrong,"Meredith Ekojon Frilyans' blog suggests that for the 4-hour period, she consumed 5 grams of protein, with 2/5 grams coming from the first half and 3/5 grams from the second half.",can be determined based on the given information.,2.1527,12.9903,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,মেরিডেস্ট্র ফ্রিলান্স বোগার জন্য স্বাস্থ্যের ভিসায় কত পর্দা হবে এবং গ্রহকর্তৃক কতটা পর্দা হবে তা হিসেবে করে দেখা যাক। নিবন্ধন শুরু হওয়ার পর চার ঘণ্টার মধ্যে এই অনুমান করা হয়েছে। গণপরিদর্শনে পর্দা তিনটি হয়ে যাওয়া হয়েছে এবং সম্ভবত তিনটি পর
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0047,banglish_clean,mgsm,math_word_problem,short_answer,163,False,False,same_wrong,"joto tanr kachhe mot 23ti post-it not oboshisht thake, tanr kena pyakete 148 ti post-it not chhil.",The cost of your remaining 220 tokens will be charged at the rate of two tokens per token.,1.7826,11.3797,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"কিন্তু কফি শপের জন্য আগে তোমার পাঠাই নট ছিল ৮০টি। তোমার পাঠাই নট বইতে, এক ডাকনে দুই টাকার পাঠাই নট হয়ে যায় এবং একটি পাঠাই নট অন্য টাকার পাঠাই নট হয়ে যায়; কিন্তু তোমার সব মোট ২২০টি পাঠাই নট থাকলে, তখন তোমার সকল অন্য টাকার পাঠাই নট খরচে"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0048,banglish_clean,mgsm,math_word_problem,short_answer,800,False,False,same_wrong,tini tai babod mot kot byoy korechhen: $100,তিনি একটি লাল টাকা পাবেন $4 দিয়ে.,0.8193,11.751,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"তিনি দেশের দুর্ভাগ্যবশতঃ লাল টাকা পাবলেন। দেশের টাকার ৫০% মোট। তবে তিনি একজন লাল টাকা পাবেন $২০০ জন্য তিন লাল টাকা দিয়ে। তিনি কয় টাকা দিয়ে একটি লাল টাকা পাবেন?

তিনি দেশের দুর্ভাগ্যবশতঃ লাল টাকা পাবলেন। দেশের টাকার ৫০% মোট। তবে তিনি একজন লা�"
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0049,banglish_clean,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,3,can be provided based on the given information.,0.1647,9.7952,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,৩ বাজারের চারটি পণ্যের মধ্যে একটি বিক্রয় করা হয়েছে। তারপরে ৬ ইনচ বিক্রয় করা হয়েছে। একটি কোটো গুলির মধ্যে কতটি বিক্রয় হয়েছে?
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0050,banglish_clean,mgsm,math_word_problem,short_answer,30,False,False,same_wrong,20,"Therefore, if 8 parts represent",0.2038,13.3165,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_selfnorm/results/runs/qwen2_5_3b_mgsm_bn50_selfnorm.jsonl,"রিচার্ড ১৫ ফলের একটি উজাপর্টমেন্ট বিল্ডিংে তাহার অধিকার। ফলের ৮টি করে তাহার উপর ইউনিট অংশগ্রহণ করা হয়, এবং বিল্ডিংের ৩/৪ অংশ ওড়িচ্ছ। বিল্ডিংে ওড়িচ্ছ নয় আমার ইউনিটের সংখ্যা কত?"
