model,baseline_variant,baseline_label,id,gold,baseline_option,banglish_option,baseline_correct,banglish_correct,both_valid,same_option,switched_valid_option,baseline_non_d,baseline_d,switched_non_d_to_d,switched_d_to_non_d,baseline_correct_non_d,baseline_correct_non_d_to_d_wrong,baseline_correct_to_banglish_wrong,banglish_wrong_d,d_is_longest,d_is_composite,gold_is_longest,d_char_len,d_token_len,longest_options,baseline_non_d_and_d_not_longest,baseline_non_d_and_gold_not_d,baseline_non_d_gold_not_d_d_not_longest,baseline_correct_non_d_and_d_not_longest,switch_non_d_to_d_when_d_not_longest,correct_non_d_to_wrong_d_when_d_not_longest
Qwen2.5-3B,bangla,Bangla,benqa_8th-Science_0202,C,C,A,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,37,3,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0057,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0090,C,D,A,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,3,1,C,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0128,A,A,C,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,13,2,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0143,C,A,B,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,15,2,C,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0149,B,C,A,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,10,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0156,C,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,2,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0188,A,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,1,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0197,D,A,A,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,13,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0213,A,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,10,2,A,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0215,B,B,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,11,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0277,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Biology_0339,D,D,A,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,11,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0041,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,32,4,A,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0110,C,C,A,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,15,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0111,D,C,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,7,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0132,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,6,1,A,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0191,A,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0194,D,D,C,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,1,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0280,A,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,2,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0322,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,6,1,A;C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0336,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0374,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,7,1,A,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Chemistry_0388,D,C,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,24,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0062,C,B,C,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,15,7,A;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0102,D,B,C,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,1,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0139,A,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,15,1,C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0326,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,13,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0347,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,18,1,A,True,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0357,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,5,1,B;C,True,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math-II_0367,C,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,11,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math_0032,B,B,A,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,1,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math_0044,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,3,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math_0186,C,B,D,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,3,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math_0271,D,C,A,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,21,3,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Math_0324,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,11,1,C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0021,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,8,1,C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0036,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,4,1,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0045,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,5,1,A,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0055,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,16,2,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0084,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,22,2,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0106,A,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2,1,B;C,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0130,D,B,D,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0150,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,6,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0198,D,C,C,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,22,4,B,True,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0280,B,B,A,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,26,4,B;C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_10th-Physics_0296,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,4,2,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0034,B,B,C,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,6,1,A;B,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0049,C,A,A,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,4,1,A,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0119,C,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,5,1,B,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0122,A,B,C,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,3,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0128,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,12,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0179,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,7,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0203,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,12,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0247,B,A,B,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,4,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0287,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,12,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0321,C,D,B,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,9,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-II_0325,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,13,1,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0039,C,D,B,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,7,1,A;C,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0042,D,B,D,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,12,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0056,A,C,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,4,1,A;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0077,C,C,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,False,False,7,1,B;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0160,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,8,1,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0181,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,6,1,A,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0218,B,B,D,True,False,True,False,True,True,False,True,False,True,True,True,True,False,False,True,13,2,B,True,True,True,True,True,True
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0222,A,A,C,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,6,1,A;B,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0265,A,A,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,12,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0277,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,6,1,B,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Biology-I_0283,A,A,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,12,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0013,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,12,1,A,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0054,A,A,A,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,14,1,A,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0067,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0117,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0194,A,A,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,2,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0228,C,C,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,11,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0235,A,A,A,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,11,1,B;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0240,B,D,B,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,21,3,B,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0294,C,A,C,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,8,3,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0305,D,A,A,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,14,2,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-II_0354,B,B,C,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,13,1,A;B;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0028,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,1,1,B;C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0037,C,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0140,D,D,A,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,20,2,B;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0174,A,A,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,11,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0190,B,D,C,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,6,1,B,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0218,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,13,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0227,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,1,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0260,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,3,1,B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0286,C,A,A,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,6,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0303,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,2,1,B;C,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Chemistry-I_0328,B,D,A,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,6,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-II_0043,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,9,1,B;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-II_0214,C,A,C,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,10,2,B,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-II_0230,D,C,D,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-II_0234,A,A,A,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,12,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0029,B,D,C,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,16,7,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0088,C,D,A,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,12,1,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0120,D,A,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,9,5,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0186,A,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,31,11,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0187,B,C,C,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,13,2,C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0202,B,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,27,4,C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0218,A,C,A,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,40,7,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0310,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,9,1,B;C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0326,B,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,1,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0342,C,B,A,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,41,6,A,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Math-I_0383,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,15,2,B,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0037,B,B,C,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,14,2,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0046,C,C,D,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,11,4,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0085,D,C,D,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0088,A,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0131,B,A,B,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,82,9,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0195,B,B,C,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,9,3,B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0213,D,C,C,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,35,6,C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0219,D,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,1,1,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0267,B,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0290,B,A,C,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,5,2,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-II_0292,C,A,C,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,32,6,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0008,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,21,1,B;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0079,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,13,1,C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0106,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,4,1,C,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0109,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,15,2,B;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0133,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,25,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0157,A,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,1,1,A;B;C,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0214,B,D,B,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,12,1,B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0253,A,D,D,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0254,B,D,C,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,10,1,C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0256,C,B,A,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6,1,B,True,True,True,False,False,False
Qwen2.5-3B,english,English,benqa_12th-Physics-I_0289,D,C,C,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,12,1,B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0031,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,10,2,A;B;C;D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0062,D,D,D,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,6,2,A;B,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0072,B,D,B,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,8,3,C,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0085,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,2,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0167,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,8,2,A;B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Math_0190,B,B,B,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,15,2,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0014,D,B,D,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,11,4,D,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0024,C,B,D,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,7,1,B;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0042,B,B,A,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,8,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0062,D,D,B,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,5,1,A,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0078,C,B,B,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,11,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0086,A,D,B,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,6,1,A,False,False,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0098,A,C,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,10,2,B;C;D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0127,B,A,D,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,8,1,B,True,True,True,False,True,False
Qwen2.5-3B,english,English,benqa_8th-Science_0153,C,C,B,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,20,2,C,True,True,True,True,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0159,B,A,C,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,7,1,D,False,True,False,False,False,False
Qwen2.5-3B,english,English,benqa_8th-Science_0202,C,C,A,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,37,3,C,True,True,True,True,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0057,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,11,4,D,False,True,False,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0090,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,3,1,C,True,True,True,True,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0128,A,C,B,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,13,2,C,True,True,True,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0143,C,C,C,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,15,2,C,True,True,True,True,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0149,B,B,A,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,10,1,D,False,True,False,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0156,C,B,C,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,2,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0188,A,B,A,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,1,1,A;B;C;D,False,True,False,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0197,D,A,B,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,13,1,D,False,False,False,False,False,False
Qwen2.5-7B 8-bit,bangla,Bangla,benqa_10th-Biology_0213,A,A,A,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,10,2,A,True,True,True,True,False,False
