id,dataset,domain,subject,grade,task_type,answer_type,quality_status,review_label,reviewed_banglish_provided,answer,banglish_preview,banglish_chars,banglish_words,banglish_lines,banglish_option_lines,bangla_chars,english_chars,digit_count,latex_marker_count,operator_count,has_digits,has_latex_markers,has_formula_or_operator,has_roman_statement_list,has_science_symbol,has_review_label,Qwen2.5-3B_pattern,Qwen2.5-3B_bangla_correct,Qwen2.5-3B_banglish_correct,Qwen2.5-3B_english_correct,Qwen2.5-3B_fragility_event,Qwen2.5-7B_pattern,Qwen2.5-7B_bangla_correct,Qwen2.5-7B_banglish_correct,Qwen2.5-7B_english_correct,Qwen2.5-7B_fragility_event,Qwen3-4B_pattern,Qwen3-4B_bangla_correct,Qwen3-4B_banglish_correct,Qwen3-4B_english_correct,Qwen3-4B_fragility_event,n_models,banglish_fragility_events,strict_bangla_english_fragility_events,all_wrong_events,banglish_only_correct_events,bangla_correct_models,banglish_correct_models,english_correct_models,any_script_correct_models,any_model_fragile,all_models_fragile,long_banglish_words_q4,long_banglish_chars_q4
benqa_8th-Science_0153,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,pakostholir esiditi niramoye konti upojogi? A. kyalosiyam B. esitik esid C. ojoluminiyam haidroksaid D. amoniyam haidroksaid An...,156,24,6,4,159,167,0,0,0,False,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,3,1,3,3,True,False,False,False
banglamath_0228,banglamath,math,,six,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,২/৫,40% ke sadharon bhognangshe prokash korole ki hoy Return only the final answer.,79,13,2,0,70,73,2,0,0,True,False,False,False,False,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,2,0,1,0,0,0,2,2,True,False,False,False
benqa_12th-Physics-I_0109,benqa,physics-i,Physics-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,"torker opor nam ki? A. ghorshon bol B. jorotar bhramok C. ghurnon bol D. kendromukhi bol Answer with only A, B, C, or D.",120,24,6,4,109,147,0,0,0,False,False,False,False,False,False,english_only_correct,False,False,True,True,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,1,0,0,2,1,3,3,True,False,False,False
benqa_12th-Biology-I_0181,benqa,biology-i,Biology-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,myaleriya jibanur joun jonone sochol o lombakritir jaigoter nam ki? A. sporojoyet B. uosist C. uokinet D. jaigot Answer with on...,144,26,6,4,139,192,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
benqa_12th-Biology-I_0222,benqa,biology-i,Biology-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,"udbhid konti mati hote ney? A. naitrojen B. haidrojen C. oksijen D. karbon Answer with only A, B, C, or D.",106,21,6,4,108,116,0,0,0,False,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,3,2,2,1,0,2,0,2,2,True,False,False,False
benqa_8th-Math_0167,benqa,math,Math,8th,mcq,choice,human_reviewed_banglish_v5,major_edit,True,C,"ekti ayotokar baganer doirgho prosther dergun. er prostho 16 mitar hole, baganer porisima koto? A. 40 mitar B. 64 mitar C. 80 m...",175,34,6,4,169,178,10,0,0,True,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,3,3,1,0,0,1,0,3,3,True,True,False,False
benqa_12th-Math-I_0218,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,jekono tribhuj ABC er khetre nicher konti sothik? A. c = acosB + bcosA B. b = csinA + asinC C. \Delta = \frac{1}{2} abcosC D. c...,198,41,6,4,197,203,6,20,11,True,True,True,False,False,True,banglish_only_correct,False,True,False,False,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,1,1,0,1,2,2,2,3,True,False,True,True
benqa_12th-Math-I_0088,benqa,math-i,Math-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,"x-er sapekshe ln ax er ontoroj- A. \frac{a}{x} B. \frac{x}{a} C. \frac{1}{x} D. \frac{1}{ax} Answer with only A, B, C, or D.",124,22,6,4,123,137,2,20,6,True,True,True,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,3,1,0,2,0,0,0,1,1,True,False,False,False
benqa_12th-Math-II_0043,benqa,math-ii,Math-II,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,9x^{2} - 24xy + 12y^{2} - 48x - 24y + 36 = 0 somikoronoti ki nirdesh kore? A. britt B. porabritt C. upobritt D. odhibritt Answe...,153,33,6,4,145,134,14,6,6,True,True,True,False,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,1,0,1,0,1,1,2,2,True,False,False,False
banglamath_0550,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২২৫৬.২৫ বর্গমিটার,rastasoh baganer porisima 190 mitar hole soman porisima bishisht borgakar mather khetrofol koto Return only the final answer.,125,18,2,0,117,150,3,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Chemistry-I_0227,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"braket sirijer khetre n_{2} er man koto? A. 2 B. 3 C. 4 D. 5 Answer with only A, B, C, or D.",92,23,6,4,93,99,5,3,0,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,3,0,0,2,0,0,1,1,1,False,False,False,False
benqa_12th-Physics-II_0085,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,fotoner khetre- i. sthir bhor shuny ii. shokti h\upsilon iii. beg 3 \times 10^{8} ms^{-1} nicher konti sothik? A. i o ii B. i o...,190,43,6,4,185,200,5,8,3,True,True,True,True,False,True,bangla_banglish_correct_english_wrong,True,True,False,False,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,1,0,0,0,2,2,2,3,True,False,True,False
benqa_10th-Biology_0197,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"kosher sokol joibik kriya niyontron kore konti? A. niukloyas B. raibojom C. laisojom D. maitokondriya Answer with only A, B, C,...",133,23,6,4,130,139,0,0,0,False,False,False,False,False,True,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,banglish_only_correct,False,True,False,False,3,1,0,1,1,1,1,0,2,True,False,False,False
benqa_12th-Physics-II_0037,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"enotropir ekok nicher konti? A. NK^{-1} B. JK^{-1} C. JK^{-1} mol^{-1} D. ekokohin rashi Answer with only A, B, C, or D.",120,22,6,4,114,128,4,12,4,True,True,True,False,False,True,english_only_correct,False,False,True,True,banglish_only_correct,False,True,False,False,all_wrong,False,False,False,False,3,1,0,1,1,0,1,1,2,True,False,False,False
banglamath_0533,banglamath,math,,seven,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,৬৬৬ মেট্রিক টন ৬৬৬ কেজি ৬৬৬ গ্রাম (প্রায়),ek mase 20000 metrik ton rod toiri hole doinik ki poriman rod toiri hoy Return only the final answer.,101,19,2,0,93,112,5,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Math-II_0230,benqa,math-ii,Math-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,5 ekok durotbe A o B bindute kriyarot 9 ebong 5 ekok maner somantoral bolodboy- i. osodrish hole lobdhir man 4 ekok ii. sodrish...,327,69,6,4,299,398,10,5,3,True,True,True,True,False,True,bangla_banglish_correct_english_wrong,True,True,False,False,banglish_only_correct,False,True,False,False,bangla_banglish_correct_english_wrong,True,True,False,False,3,0,0,0,1,2,3,0,3,False,False,True,True
benqa_12th-Physics-I_0214,benqa,physics-i,Physics-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,sthir ayotone 0^{\circ}C tapomatray kono gyaser chap dwigun korole er churant tapomatra hobe- A. 27^{\circ}C B. 273^{\circ}C C....,188,29,6,4,184,206,12,20,1,True,True,True,False,False,False,banglish_only_correct,False,True,False,False,banglish_only_correct,False,True,False,False,all_wrong,False,False,False,False,3,0,0,1,2,0,2,0,2,False,False,False,False
banglamath_0232,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২০০ টাকা,ekti boi 15% komishone 170 takay bikroy korle prokrit mullo koto Return only the final answer.,94,16,2,0,86,105,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,1,0,2,0,0,0,1,1,True,False,False,False
banglamath_0182,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৬০০ টাকা,7 keji chaler dam 280 taka hole 15 keji chaler dam koto Return only the final answer.,85,17,2,0,80,88,6,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
benqa_10th-Physics_0198,benqa,physics,Physics,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"nicher kon rashigulo bhektor rashi? A. druti, kaj o beg B. torit bibhob, soron o tworon C. druti, soron o beg D. bhorobeg, soro...",167,34,6,4,151,236,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,1,1,0,1,0,2,2,True,False,False,False
benqa_12th-Biology-II_0049,benqa,biology-ii,Biology-II,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,"otitis midiya' kon ongger rog? A. chokh B. nak C. kan D. gola Answer with only A, B, C, or D.",93,21,6,4,90,104,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,bangla_only_correct,True,False,False,True,bangla_only_correct,True,False,False,True,3,2,0,1,0,2,0,0,2,True,False,False,False
benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,"konti prothom byobohrit dhatu? A. Au B. Ag C. Sn D. Cu Answer with only A, B, C, or D.",86,20,6,4,81,83,0,0,0,False,False,False,False,True,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,shbasokendr mostishker je ongshe thake- i. ponos ii. serebelam iii. medula obolonggata nicher konti sothik? A. i o ii B. i o ii...,188,40,6,4,178,193,0,0,1,False,False,True,True,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,banglish_english_correct_bangla_wrong,False,True,True,False,all_wrong,False,False,False,False,3,0,0,1,0,0,2,2,2,False,False,True,False
benqa_8th-Math_0031,benqa,math,Math,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"ekti garir chakar poridhi 5.15 mitar hole, chakatir byas koto? A. 0.82 mitar B. 0.96 mitar C. 1.28 mitar D. 1.64 mitar Answer w...",150,30,6,4,144,181,15,0,0,True,False,False,False,False,True,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,2,0,0,0,1,1,3,3,True,False,False,False
banglamath_1698,banglamath,math,,Eight,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,১৩ টা,daktar ek rogike sokal 6ta theke dupur 12ta poryont adh ghonta poropor 1ti tebolet khete bololen. rogir mot kototi tebolet proy...,162,26,2,0,149,141,4,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"Cl(17) kon bloker moul? A. s-blok B. p-blok C. d-blok D. f-blok Answer with only A, B, C, or D.",95,20,6,4,94,121,2,0,4,True,False,True,False,False,False,bangla_only_correct,True,False,False,True,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,1,0,0,3,1,2,3,True,False,False,False
banglamath_1694,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১ মিনিট,"ekti 500 mitar lomba trener goti 60 kilomitar hole ,ordhokilomitar lomba ekti setu pari dite trenotir kotokshon somoy lagbe? Re...",154,24,2,0,149,128,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,ruddhotapiy poribortoner khetre- i. hothat songghotit hoy ii. tapomatra sthir thake iii. enotropir poriborton shuny nicher kont...,216,43,6,4,201,216,0,0,1,False,False,True,True,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,3,2,1,1,0,1,0,2,2,True,False,True,True
benqa_12th-Math-I_0186,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,"(-2, 3) bindute kendr ebong y-okshoke sporsh kore erup britter somikoron konti? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y...",251,68,6,4,247,262,26,24,22,True,True,True,False,False,True,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,all_wrong,False,False,False,False,3,0,0,2,0,0,1,1,1,False,False,True,True
banglamath_0553,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১১২৫টি,samantoriker mejhe pathor dwara dhakote kototi pathor lagbe jodi mejher khetrofol 4500 borgogoj o pathorer khetrofol 4 borgogoj...,161,24,2,0,144,145,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_8th-Science_0127,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"kon groher sobocheye beshi upogroh ache? A. shoni B. brihospoti C. iurenas D. nepochun Answer with only A, B, C, or D.",118,22,6,4,106,110,0,0,0,False,False,False,False,False,True,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,1,1,1,0,1,1,2,2,True,False,False,False
banglamath_0226,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২৫০ টাকা,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe Return only the final answer.,87,15,2,0,78,92,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"4 kromer myajik borger konakuni jogfol koto? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D.",100,23,6,4,98,111,9,0,0,True,False,False,False,False,True,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,1,0,0,1,0,3,3,True,True,False,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,\frac{d}{dx}(log_{10}x) er man konti? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with o...,145,20,6,4,145,135,11,32,4,True,True,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,3,3,3,3,False,False,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"nicher konotike mutr toiriri karokhana hisebe obhihit kora jay? A. fusofus B. twok C. jokrit D. britt Answer with only A, B, C,...",133,25,6,4,124,140,0,0,0,False,False,False,False,False,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,2,0,0,0,1,1,3,3,True,False,False,False
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,ishar basar bedorume duti tiubolait o ekti fyan pyaralale songjukt kora hoy. bedorumer bortonir sathe 10 ampiyar maner fiuj byo...,275,48,6,4,279,285,9,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,banglish_only_correct,False,True,False,False,all_wrong,False,False,False,False,3,0,0,2,1,0,1,0,1,False,False,True,True
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,\vec{P} o \vec{Q} duti bhektor rashir modhyoborti kon 120^{\circ} hole tader lobdhir man- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C....,189,33,6,4,183,203,7,28,9,True,True,True,False,False,False,all_correct,True,True,True,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,1,0,2,2,2,2,False,False,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"nicher konti shuny doshar somotuly? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D.",101,21,6,4,97,121,4,4,2,True,True,True,False,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,1,0,0,0,1,2,3,3,True,False,False,False
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"purn torongg rekotifayarer sorbochch kototi dayod proyojon? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.",111,23,6,4,105,109,4,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,2,0,1,1,1,1,False,False,False,False
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,akosmik kidoni okejo hote pare kon karone? A. dayabetis B. nefraitis C. maratmok dayoriya D. uchch roktochap Answer with only A...,140,25,6,4,134,157,0,0,0,False,False,False,False,False,False,all_wrong,False,False,False,False,bangla_banglish_correct_english_wrong,True,True,False,False,banglish_only_correct,False,True,False,False,3,0,0,1,1,1,2,0,2,False,False,False,False
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,32g O_{2} er orth holo- i. 1 mole O_{2} ii. proman obosthay 24.8L ayoton iii. adogedror songkhyar soman onu nicher konti sothik...,201,45,6,4,195,201,8,6,1,True,True,True,True,False,True,all_wrong,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,3,1,1,2,0,1,0,1,1,True,False,True,True
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"dhatur golonangk briddhi pay, jokhon- i. dhatob kelase mukt ilekotron beshi thake ii. ayonikoron bibhob hras pay iii. poromanur...",244,50,6,4,224,240,0,0,1,False,False,True,True,False,True,bangla_only_correct,True,False,False,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,1,0,0,2,0,2,3,True,True,True,True
banglamath_0519,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,৭৫০০ বর্গমিটার,ekti ayotokar baganer doirgho 150 mitar o prostho 50 mitar hole khetrofol koto Return only the final answer.,108,18,2,0,103,123,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0540,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,২১ মিটার,ekti ghorer doirgho prosther tinogun ebong khetrofol 147 borgomitar hole ghortir doirgho koto Return only the final answer.,123,18,2,0,112,125,3,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0237,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৬৪ টাকা,1 dojon dimer dam 48 taka hole 16ti dimer dam koto Return only the final answer.,80,16,2,0,75,88,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,cos\left ( - \frac{35\pi}{6} \right ) er man koto? A. - \frac{\sqrt{3}}{2} B. - \frac{1}{2} C. \frac{1}{2} D. \frac{\sqrt{3}}{2...,160,27,6,4,158,169,11,34,10,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,2,0,1,1,1,1,False,False,False,False
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,C,tan^{-1}\ \frac{1}{\sqrt{3}} + tan^{-1}x = \frac{\pi}{2} hole x = ? A. \frac{1}{\sqrt{3}} B. - \frac{1}{\sqrt{3}} C. \sqrt{3} D...,171,28,6,4,170,174,11,43,16,True,True,True,False,False,False,bangla_banglish_correct_english_wrong,True,True,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,1,0,2,2,1,2,False,False,False,False
banglamath_0181,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,সময় কমে যায়,kajer poriman oporibortit thakle lok songkhya barale somoy ki hoy Return only the final answer.,95,15,2,0,87,126,0,0,0,False,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0183,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৩০ দিন,ekti chhatrabase 50 joner 15 diner khaddo mojud ache. oi khadde 25 joner koto din cholbe Return only the final answer.,118,21,2,0,107,116,6,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,C_{6}H_{12}O_{6}\xarrowright{enojaim}C_{3}H_{4}O_{3} uddipoker prokriyati- i. sobat o obat shbosoner prothom dhap ii. kosher ma...,285,50,6,4,271,337,7,21,1,True,True,True,True,False,True,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,2,0,1,0,0,0,2,2,True,False,True,True
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 molar NaCl drobon A-er 'X' gyasoti- i. CO...,271,54,6,4,265,279,7,12,4,True,True,True,True,False,True,all_correct,True,True,True,False,all_wrong,False,False,False,False,bangla_banglish_correct_english_wrong,True,True,False,False,3,0,0,1,0,2,2,1,2,False,False,True,True
banglamath_0185,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,২০০ কেজি,120 keji chale 10 jon loker 27 din chole. 45 din cholote koto keji chal proyojon hobe Return only the final answer.,115,22,2,0,103,114,9,0,0,True,False,False,False,False,True,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
banglamath_1690,banglamath,math,,Eight,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি","khelona gari niye khelar somoy mintu dekholo , sentur garir songkhya tar cheye beshi ebong sentu ke bololo, tumi amake duita ga...",341,59,2,0,328,249,1,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,True
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,nicher kon tothyoti sothik? A. C_{2}H_{4} opeksha C_{2}H{6} odhik sokriy B. CH_{4} ksharoker sathe bikriya kore C. ithanol ekti...,208,33,6,4,197,223,5,14,1,True,True,True,False,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,3,2,0,0,0,0,1,3,3,True,False,False,True
banglamath_1687,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",4ti kanthal ebong 5ti toromujer ojoner somoshti 32kilogram. 5ti kathal ebong 4ti toromujer ojoner somoshti 31 kilogram. uporer...,247,40,2,0,215,261,10,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,True
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"konti moulik ekok? A. jul B. niuton C. kyandela D. pyasokel Answer with only A, B, C, or D.",91,19,6,4,90,102,0,0,0,False,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,3,0,0,3,0,3,3,True,True,False,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"(\sqrt{3})^{x+2} = 27 hole x er man koto? A. 6 B. 4 C. 3 D. 2 Answer with only A, B, C, or D.",93,24,6,4,90,101,8,6,3,True,True,True,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_banglish_correct_english_wrong,True,True,False,False,all_wrong,False,False,False,False,3,1,1,1,0,2,1,1,2,True,False,False,False
