generator,id,reference_chars,generated_chars,edit_distance,cer,sequence_similarity,bengali_ratio,exact_match,generated_preview
protected_fms_byte_mbart,benqa_12th-Biology-II_0325,153,157,49,0.3203,0.7677,0.6242,False,"রুআই মেশির এসেনি পেলামি রকেট পরিবেশন করে নিচ্ছের কোন ধন্যবাদ? A. ইলিয়াকা B. হাহাইয়েল C. শিখাইনা-মেসেন্সটারিক D. সবকিছুবানান Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Biology-I_0039,122,120,20,0.1639,0.8595,0.5667,False,"উল্লেখের অন্টিস্টলিয় বিবশ হচ্ছে- A. হাইপোডারমিস B. এপিডারমিস C. মানদারুচ্ছি D. কারটেক্স Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Biology-I_0218,120,118,59,0.4917,0.563,0.5254,False,"গাউমার বসগনিক নাম কি? A. ওরিজা সাটিভ B. ট্রিকিয়াম এইস্টিম C. জেয়া মেস D. বাংলা ঢালডা Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Biology-I_0265,386,370,107,0.2772,0.4444,0.6243,False,"মাই।'কে' বাইবহারিক ক্লাসে এমনিতে নামনার পর্যন্ত করে দেখালো মেতাইলাম কেননার দিকে, বাংলার ব্যান্ডল 9টি এসব কিছুসই রম আছে। পর্যন্তমত খাওয়ামত গুলো কিভাবে সুবিধামত বন্ধ রাখা সারাজী করে? i. পানি ও ক্ষতি লাভ পরিবহন করে ii. প্র"
protected_fms_byte_mbart,benqa_12th-Chemistry-II_0054,129,129,15,0.1163,0.907,0.186,False,"এমআইসেডার কারোরি মূল কথা হলো- A. \text{-CONH_{2}} B. \text{-COX} C. \text{-CHO} D. \text{-NH_{2}} Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Chemistry-II_0240,248,238,56,0.2258,0.5391,0.4454,False,CH_{3} - CH_{2} - COONa + NaOH \xrightarrow[\Delta]{CaO} এ + না_{2}CO_{3} ইউডিপোকার বিক্রয়তি কি নাম পর্যন্ত? A. উঠতাও শিখিয়া B. দি-কারবক্সেশোনা বিক্রিয়া C. উঠতাও ফিটিচ বিস্তারিত D. ফ্রাইডেল রাখ ট শিখিয়া Answer with o
protected_fms_byte_mbart,benqa_12th-Chemistry-II_0305,140,138,14,0.1,0.9209,0.1377,False,"27^ঐ টিতোমেটারি ও_2 এর RMS মান কট? A. 453.23 ms^{-1} B. 463.34 ms^{-1} C. 473.45 ms^{-1} D. 483.56 ms^{-1} Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Chemistry-I_0140,236,230,39,0.1653,0.8541,0.2478,False,"CaF_{2}-এর সম্পর্কে যদিই drobোন ফুলেল এইনের হচ্ছে 0.00655 gL^{-1} হলে CaF_{2} এর ড্রাবিটা গুনোফাল কতো হবে? A. 3.7\times 10^{-13} B. 2.048\times 10^{-10} C. 3.7\times 10^{-12} D. 2.048\times 10^{-11} Answer with only A, B"
protected_fms_byte_mbart,benqa_12th-Chemistry-I_0190,108,111,13,0.1204,0.9041,0.3063,False,"নিচের কোনোটার বন্ধন কোন সমস্যায় বের? A. CH_{4} B. BCl_{3} C. NH_{3} D. হা_{2}ও Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Chemistry-I_0303,93,89,14,0.1505,0.8681,0.2921,False,"নিচের কোন এসবের সবকিছু শিখতালি? A. HF B. HCI C. HBr D. HI Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Math-II_0230,302,295,64,0.2119,0.6164,0.4814,False,5 একই রকম এ ও বি বিন্ডুট হওয়ারত 9 এসব 5 একক মানের সমস্যার বলোবয়- i. অস্থির হ হলে লবিডিহার মান 4 একক ii. সদরিশ এখন লব্য সি বনিত করারত হলে BC = \frac{45}{14} একক iii. সমস্যা হলে লবিডিহার মান 14 একই নিচের কোনটা সঠিক? A. i
protected_fms_byte_mbart,benqa_12th-Math-II_0234,200,198,16,0.08,0.9347,0.1768,False,"যদি x^{2} - 4x + 3 = 0 সমস্যার মূলবাদ \alpha এসব \beta হয় তবে \frac{1}{\alpha} + ফার্ক{1}{\beta} এর মান- A. \frac{4}{3} B. \frac{3}{4} C. \frac-4}{3} D. \frac{-3}{4} Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Math-I_0088,123,124,3,0.0244,0.9798,0.1532,False,"x-এর সাপেক্সে ln ax এর অন্তরয়- A. \frac{a}{x} B. \frac{x}{a} C. \frac{1}{x} D. \frac{1}{ax} Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Math-I_0120,148,150,29,0.1959,0.8188,0.3267,False,"(3, -4) বিনোদনাপ্যামি এখন x-ওকেসের সমস্যার সমাধানের সমস্যার কোনটা? A. y - 3 = 0 B. y + 3 = 0 C. y - 4 = 0 D. y + 4 = 1 Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Math-I_0202,172,172,0,0.0,1.0,0.0116,True,"\int \frac{cosx}{\sqrt{sinx}} dx = কত? A. 2\sqrt{cosx} + c B. 2\sqrt{sinx} + c C. \frac{1}{2} \sqrt{cosx} + c D. \frac{1}{2} \sqrt{sinx} + c Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Physics-II_0088,182,179,25,0.1374,0.892,0.4246,False,"হেইগেন স এর নিজের সাজাযে খাওয়া করা যায়- i. প্রতিসোর ii. প্রোটিফলন iii। সম্পর্কে নিচের কোনটা সঠিক? A. i ও ii B. i ও iii C. ii ও iii D. i, ii ও iii Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Physics-II_0131,411,410,12,0.0292,0.9769,0.0707,False,টারমোইটার মূল সমস্যার নিচের কোনটা? A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}} B. \frac{\theta - \theta_{ice}}{N} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}} C. \frac{N}{\
protected_fms_byte_mbart,benqa_12th-Physics-I_0106,97,100,16,0.1649,0.8934,0.29,False,"নিচের কোনটা শুনি ধন্যবাদ সমস্যালি? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_12th-Physics-I_0109,110,107,25,0.2273,0.8018,0.4393,False,"তরকার ওপর নাম কি? A. ধরshon বল B. এরকম ভুরামক C. ঘুরনোন বল D. কিন্তুমুখি বল Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_8th-Math_0031,145,145,27,0.1862,0.8345,0.4276,False,"একতো জিরির চাকার পর্যন্ত 5.15 মিটার হলে, কাছাতেই বাইস কত? A. 0.82 মানার B. 0.96 মানার C. 1.28 মানার D. 1.64 মানার Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_8th-Math_0085,98,96,20,0.2041,0.8351,0.3333,False,"4 ক্রোমার মেয়াজ কাজের কোনদিন টিকোফল কট? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_8th-Science_0024,135,135,29,0.2148,0.8296,0.5778,False,"মাইটোসিজার কোনোডারে ক্রোমোগুলো ইনপ্রেজে বেশিলা যায় এর মত হয়? A. প্রব B. মেটাফাই C. এনাবফাই D. টেলোফাই Answer with only A, B, C, or D."
protected_fms_byte_mbart,benqa_8th-Science_0153,163,152,43,0.2638,0.8,0.5987,False,"প্যাকোস্টল এর এসব টি নরমায়ে কোন উপযোগি? A. চালুসিয়াম B. ইসিটিক ইসিদ C. অভুমিনিয়াম হাইধরসাইদ D. এমনামাইয়া হইdroক্সাইড Answer with only A, B, C, or D."
