index,id,source_file,source_row,grade,subject,answer,review_status,issue_count,warning_count,issues,warnings,banglish_bengali_char_count,banglish_length_ratio,bangla_digits,banglish_digits,english_digits
256,benqa_ext_12th-Biology-II_0198,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,198,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.075,,,
257,benqa_ext_10th-Chemistry_0318,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,318,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.026,2|20|42|2|10|8,2|20|42|2|10|8,2|20|42|2|10|8
258,benqa_ext_10th-Biology_0184,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,184,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.077,,,
259,benqa_ext_10th-Chemistry_0196,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,196,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.092,6|17|12,6|17|12,
260,benqa_ext_10th-Biology_0218,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,218,10th,Biology,D,ai_assisted_review_pass_v1,0,0,,,0,1.046,,,
261,benqa_ext_10th-Math_0355,literature/code/BEnQA/data/BEnQA/10th-Math.csv,355,10th,Math,C,ai_assisted_review_pass_v1,0,0,,,0,1.057,2|162|18|27|54|81,2|162|18|27|54|81,2|162|18|27|54|81
262,benqa_ext_12th-Biology-I_0224,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,224,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.063,6|12|6|2|2|5|2|2,6|12|6|2|2|5|2|2,6|12|6|2|2|5|2|2
263,benqa_ext_10th-Math_0352,literature/code/BEnQA/data/BEnQA/10th-Math.csv,352,10th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.025,45|60|90|120,45|60|90|120,45|60|90|120
264,benqa_ext_12th-Biology-II_0256,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,256,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.009,,,
265,benqa_ext_8th-Science_0095,literature/code/BEnQA/data/BEnQA/8th-Science.csv,95,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.069,,,
266,benqa_ext_12th-Math-I_0216,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,216,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.021,2|2|4|6|7|0|2|1|2|3|0|2|3|0|2|3|1|2|3|1,2|2|4|6|7|0|2|1|2|3|0|2|3|0|2|3|1|2|3|1,2|2|4|6|7|0|2|1|2|3|0|2|3|0|2|3|1|2|3|1
267,benqa_ext_12th-Physics-I_0223,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,223,12th,Physics-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.085,,,
268,benqa_ext_10th-Math-II_0240,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,240,10th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.043,3|4|3|12|36|9|9|36,3|4|3|12|36|9|9|36,3|4|3|12|36|9|9|36
269,benqa_ext_12th-Chemistry-II_0157,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,157,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.0,2|3|3|3,2|3|3|3,2|3|3|3
270,benqa_ext_12th-Chemistry-I_0207,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,207,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.044,3|6|3|5|10|4|2|5|10|4|1|5|10|4|0|5|10|4,3|6|3|5|10|4|2|5|10|4|1|5|10|4|0|5|10|4,3|6|3|5|10|4|2|5|10|4|1|5|10|4|0|5|10|4
271,benqa_ext_10th-Math_0050,literature/code/BEnQA/data/BEnQA/10th-Math.csv,50,10th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.067,,,
272,benqa_ext_12th-Physics-II_0135,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,135,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.112,,,
273,benqa_ext_12th-Biology-II_0292,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,292,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.023,,,
274,benqa_ext_12th-Physics-I_0040,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,40,12th,Physics-I,A,ai_assisted_review_warn_v1,0,1,,suspicious_romanization_pattern:\btb[a-z]+,0,1.112,0|30|45|90,0|30|45|90,0|30|45|90
275,benqa_ext_10th-Biology_0204,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,204,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.043,,,
276,benqa_ext_10th-Physics_0212,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,212,10th,Physics,C,ai_assisted_review_pass_v1,0,0,,,0,1.067,,,
277,benqa_ext_12th-Chemistry-I_0102,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,102,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.011,3|2|1|8|3|16|4|27|3|108|5,3|2|1|8|3|16|4|27|3|108|5,3|2|1|8|3|16|4|27|3|108|5
278,benqa_ext_12th-Biology-II_0288,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,288,12th,Biology-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.018,,,
279,benqa_ext_12th-Biology-I_0163,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,163,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.108,2,2,2
280,benqa_ext_12th-Physics-II_0096,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,96,12th,Physics-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.077,,,
281,benqa_ext_12th-Math-I_0243,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,243,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.0,2|2|2|3|2|2|3|2|2|5|2|2|5|2,2|2|2|3|2|2|3|2|2|5|2|2|5|2,2|2|2|3|2|2|3|2|2|5|2|2|5|2
282,benqa_ext_10th-Math-II_0192,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,192,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.023,2|7|10|7|10|2|4|64|4|2|128|32|2,2|7|10|7|10|2|4|64|4|2|128|32|2,2|7|10|7|10|2|4|64|4|2|128|32|2
283,benqa_ext_12th-Biology-I_0244,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,244,12th,Biology-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.226,,,
284,benqa_ext_12th-Physics-I_0178,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,178,12th,Physics-I,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.04,4|30|40,4|30|40,1|4|30|40
285,benqa_ext_12th-Physics-I_0282,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,282,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.028,27|9|1|10|1|6232|5|3739|5|6|21|10|21|10|35|10|21,27|9|1|10|1|6232|5|3739|5|6|21|10|21|10|35|10|21,27|9|1|10|1|6232|5|3739|5|6|21|10|21|10|35|10|21
286,benqa_ext_12th-Math-I_0197,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,197,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.088,2|1|1|2|1|2|0|1|2|2|0|1,2|1|1|2|1|2|0|1|2|2|0|1,2|1|1|2|1|2|0|1|2|2|0|1
287,benqa_ext_12th-Biology-II_0205,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,205,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,0.932,0|1|0|3|0|5|0|7,0|1|0|3|0|5|0|7,0|1|0|3|0|5|0|7
288,benqa_ext_12th-Biology-I_0216,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,216,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.108,,,
289,benqa_ext_12th-Chemistry-I_0024,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,24,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.042,1|0|56|2|2|5|5|6,1|0|56|2|2|5|5|6,1|0|56|2|2|5|5|6
290,benqa_ext_12th-Math-II_0119,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,119,12th,Math-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.008,1|1|3|1|1|5|1|8|1|2|8|15|4|7,1|1|3|1|1|5|1|8|1|2|8|15|4|7,1|1|3|1|1|5|1|8|1|2|8|15|4|7
291,benqa_ext_12th-Biology-II_0015,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,15,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.025,5|15,5|15,5|15
292,benqa_ext_12th-Biology-I_0234,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,234,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.053,,,
293,benqa_ext_12th-Chemistry-II_0384,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,384,12th,Chemistry-II,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.033,27|22|2|1870|65|168|36|82|3|18|47,27|22|2|1870|65|168|36|82|3|18|47,22|2|27|1870|65|168|36|82|3|18|47
294,benqa_ext_12th-Chemistry-II_0330,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,330,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.016,1|3|2|1|3,1|3|2|1|3,1|3|2|1|3
295,benqa_ext_12th-Math-II_0354,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,354,12th,Math-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.019,2|2|2|3|1|5|2|2|3|5|3|3|2,2|2|2|3|1|5|2|2|3|5|3|3|2,2|2|2|3|1|5|2|2|3|5|3|3|2
296,benqa_ext_10th-Math-II_0191,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,191,10th,Math-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.033,1|1|2|1|2|2|2|1|1|2|1|2|2,1|1|2|1|2|2|2|1|1|2|1|2|2,1|1|2|1|2|2|2|1|1|2|1|2|2
297,benqa_ext_10th-Chemistry_0367,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,367,10th,Chemistry,C,ai_assisted_review_pass_v1,0,0,,,0,1.109,6|4|2|3,6|4|2|3,6|4|2|3
298,benqa_ext_12th-Math-I_0322,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,322,12th,Math-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.054,2|2|3|4|5|0|3|2|3|2|6|9|3|0|2|2|13|2|13|2,2|2|3|4|5|0|3|2|3|2|6|9|3|0|2|2|13|2|13|2,2|2|3|4|5|0|3|2|3|2|6|9|3|0|2|2|2|13|2|13|2
299,benqa_ext_8th-Math_0036,literature/code/BEnQA/data/BEnQA/8th-Math.csv,36,8th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.033,1|2|3|4|5|6|7|3|5|6|7|1|2|4|2|4|5|2|4|6|3|5|6|7,1|2|3|4|5|6|7|3|5|6|7|1|2|4|2|4|5|2|4|6|3|5|6|7,1|2|3|4|5|6|7|3|5|6|7|1|2|4|2|4|5|2|4|6|3|5|6|7
300,benqa_ext_10th-Biology_0123,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,123,10th,Biology,B,ai_assisted_review_pass_v1,0,0,,,0,1.028,,,
301,benqa_ext_8th-Math_0092,literature/code/BEnQA/data/BEnQA/8th-Math.csv,92,8th,Math,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.014,1|62|61|1|1|61|0|62,1|62|61|1|1|61|0|62,62|61|1|1|61|0|62
302,benqa_ext_10th-Chemistry_0369,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,369,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.08,3|3,3|3,3|3
303,benqa_ext_12th-Math-I_0167,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,167,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.0,3|1|8|4|0|3|4|5|5|4,3|1|8|4|0|3|4|5|5|4,3|1|8|4|0|3|4|5|5|4
304,benqa_ext_12th-Physics-II_0030,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,30,12th,Physics-II,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.184,60|30|2|4|10|8|1|80|90|100|110|120,60|30|2|4|10|8|1|80|90|100|110|120,30|30|2|4|10|8|1|80|90|100|110|120
305,benqa_ext_12th-Math-I_0394,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,394,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.006,1|2|3|4|1|1|2|4|3|2|1|1|2|4|2|3|1|1|2|4|2|3|1|1|2|4|3|2|1,1|2|3|4|1|1|2|4|3|2|1|1|2|4|2|3|1|1|2|4|2|3|1|1|2|4|3|2|1,1|2|3|4|1|1|2|4|3|2|1|1|2|4|2|3|1|1|2|4|2|3|1|1|2|4|3|2|1
306,benqa_ext_12th-Biology-II_0213,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,213,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,0.976,,,
307,benqa_ext_8th-Science_0134,literature/code/BEnQA/data/BEnQA/8th-Science.csv,134,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.043,,,
308,benqa_ext_12th-Chemistry-I_0264,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,264,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.005,30|0|1|4|20|0|2|40|0|2|3|30|0|3|50|0|1|40|0|2|2|3|60|0|1|70|0|2,30|0|1|4|20|0|2|40|0|2|3|30|0|3|50|0|1|40|0|2|2|3|60|0|1|70|0|2,30|0|1|4|20|0|2|40|0|2|3|30|0|3|50|0|1|40|0|2|2|3|60|0|1|70|0|2
309,benqa_ext_12th-Math-II_0013,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,13,12th,Math-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.009,1|1|3|4|3|4|5|4|4|3|3|7,1|1|3|4|3|4|5|4|4|3|3|7,1|1|3|4|3|4|5|4|4|3|3|7
310,benqa_ext_12th-Chemistry-II_0248,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,248,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.028,0|0|1|34|1|00|1|76,0|0|1|34|1|00|1|76,0|0|1|34|1|00|1|76
311,benqa_ext_12th-Chemistry-II_0268,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,268,12th,Chemistry-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.041,7|10|3|5|5|8|10|12,7|10|3|5|5|8|10|12,7|10|3|5|5|8|10|12
312,benqa_ext_12th-Math-I_0275,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,275,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.09,2|2|5|0|5|8|5|4|5|2|4|5,2|2|5|0|5|8|5|4|5|2|4|5,2|2|5|0|5|8|5|4|5|2|4|5
313,benqa_ext_8th-Science_0028,literature/code/BEnQA/data/BEnQA/8th-Science.csv,28,8th,Science,B,ai_assisted_review_pass_v1,0,0,,,0,1.124,70|11|67|70|420|686,70|11|67|70|420|686,70|11|67|70|420|686
314,benqa_ext_10th-Math_0325,literature/code/BEnQA/data/BEnQA/10th-Math.csv,325,10th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.034,2|15|3|36|4|5|6|1|2|3|3,2|15|3|36|4|5|6|1|2|3|3,2|15|3|36|4|5|6|1|2|3|3
315,benqa_ext_10th-Biology_0061,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,61,10th,Biology,A,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.114,2,2,
316,benqa_ext_10th-Math_0197,literature/code/BEnQA/data/BEnQA/10th-Math.csv,197,10th,Math,B,ai_assisted_review_pass_v1,0,0,,,0,1.009,3|3|3|3|1|6|5|6|1|3|2|3,3|3|3|3|1|6|5|6|1|3|2|3,3|3|3|3|1|6|5|6|1|3|2|3
317,benqa_ext_12th-Math-II_0245,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,245,12th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.06,3|2|0|0,3|2|0|0,3|2|0|0
318,benqa_ext_12th-Chemistry-I_0338,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,338,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.105,,,
319,benqa_ext_12th-Physics-II_0054,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,54,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.052,4|2|4|8,4|2|4|8,4|2|4|8
320,benqa_ext_10th-Math_0098,literature/code/BEnQA/data/BEnQA/10th-Math.csv,98,10th,Math,C,ai_assisted_review_pass_v1,0,0,,,0,1.12,3|5|3|9|30,3|5|3|9|30,3|5|3|9|30
321,benqa_ext_8th-Science_0182,literature/code/BEnQA/data/BEnQA/8th-Science.csv,182,8th,Science,A,ai_assisted_review_pass_v1,0,0,,,0,1.083,,,
322,benqa_ext_10th-Physics_0282,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,282,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.111,2|6|4|0|55|0|67,2|6|4|0|55|0|67,2|6|4|0|55|0|67
323,benqa_ext_12th-Chemistry-I_0351,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,351,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.064,2|2|3|3,2|2|3|3,2|2|3|3
324,benqa_ext_12th-Biology-II_0145,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,145,12th,Biology-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.067,1|75|87,1|75|87,1|75|87
325,benqa_ext_10th-Math_0163,literature/code/BEnQA/data/BEnQA/10th-Math.csv,163,10th,Math,C,ai_assisted_review_pass_v1,0,0,,,0,1.063,,,
326,benqa_ext_12th-Chemistry-II_0246,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,246,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.021,3|4|2|2|3|3|2|3,3|4|2|2|3|3|2|3,3|4|2|2|3|3|2|3
327,benqa_ext_10th-Chemistry_0058,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,58,10th,Chemistry,B,ai_assisted_review_pass_v1,0,0,,,0,1.043,1|7|8|17,1|7|8|17,1|7|8|17
328,benqa_ext_10th-Chemistry_0382,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,382,10th,Chemistry,D,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.085,18|4|5|6|7,18|4|5|6|7,18|4|5|6|7
329,benqa_ext_12th-Chemistry-II_0176,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,176,12th,Chemistry-II,C,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.08,2,2,2
330,benqa_ext_12th-Physics-I_0135,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,135,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.036,100,100,100
331,benqa_ext_12th-Physics-II_0321,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,321,12th,Physics-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.006,0|0|1|6|63|10|34|8|85|10|12|1|2|2|9|10|9|2|2|3|10|8|1,0|0|1|6|63|10|34|8|85|10|12|1|2|2|9|10|9|2|2|3|10|8|1,0|0|1|6|63|10|34|8|85|10|12|1|2|2|9|10|9|2|2|3|10|8|1
332,benqa_ext_10th-Math-II_0100,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,100,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.034,3|3|3|3|2|2|2|2|3|2|2|2|2|2|2|2,3|3|3|3|2|2|2|2|3|2|2|2|2|2|2|2,3|3|3|3|2|2|2|2|3|2|2|2|2|2|2|2
333,benqa_ext_12th-Physics-I_0287,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,287,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.063,0|90|0|90|90|180|90|180,0|90|0|90|90|180|90|180,0|90|0|90|90|180|90|180
334,benqa_ext_8th-Science_0209,literature/code/BEnQA/data/BEnQA/8th-Science.csv,209,8th,Science,B,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.037,1|1|1,1|1|1,1|1|1
335,benqa_ext_12th-Physics-I_0132,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,132,12th,Physics-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.083,1|2|2,1|2|2,1|2|2
336,benqa_ext_10th-Biology_0344,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,344,10th,Biology,D,ai_assisted_review_pass_v1,0,0,,,0,1.037,,,
337,benqa_ext_12th-Physics-II_0013,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,13,12th,Physics-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.108,,,
338,benqa_ext_10th-Math-II_0355,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,355,10th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.017,3|81|81|3|27|3|8|4,3|81|81|3|27|3|8|4,3|81|81|3|27|3|8|4
339,benqa_ext_12th-Biology-II_0303,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,303,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.059,,,
340,benqa_ext_12th-Math-II_0269,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,269,12th,Math-II,B,ai_assisted_review_warn_v1,0,2,,bangla_english_digit_mismatch;bangla_banglish_formulaish_token_mismatch,0,1.053,20|4|2|5|36|38|42|150,20|4|2|5|36|38|42|150,4|2|20|5|36|38|42|150
341,benqa_ext_12th-Math-I_0214,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,214,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.099,4|0,4|0,4|0
342,benqa_ext_10th-Physics_0016,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,16,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.047,,,
343,benqa_ext_10th-Physics_0143,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,143,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.044,1|2|2|2,1|2|2|2,1|2|2|2
344,benqa_ext_12th-Physics-I_0047,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,47,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.037,,,
345,benqa_ext_12th-Biology-II_0210,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,210,12th,Biology-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.021,,,
346,benqa_ext_10th-Biology_0125,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,125,10th,Biology,B,ai_assisted_review_pass_v1,0,0,,,0,0.979,,,
347,benqa_ext_12th-Math-I_0106,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,106,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.991,1|3|2|60|2|30|2|120|2|240,1|3|2|60|2|30|2|120|2|240,1|3|2|60|2|30|2|120|2|240
348,benqa_ext_12th-Chemistry-II_0053,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,53,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.101,,,
349,benqa_ext_12th-Math-I_0084,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,84,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.023,2|2|12|8|0|0|4|0|4|6|0|6|0,2|2|12|8|0|0|4|0|4|6|0|6|0,2|2|12|8|0|0|4|0|4|6|0|6|0
350,benqa_ext_8th-Science_0090,literature/code/BEnQA/data/BEnQA/8th-Science.csv,90,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.088,2,2,2
351,benqa_ext_12th-Chemistry-II_0135,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,135,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.04,1|3|3|2|3|3|2,1|3|3|2|3|3|2,1|3|3|2|3|3|2
352,benqa_ext_12th-Math-I_0223,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,223,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.014,2|2|1|2|1|2|22|2,2|2|1|2|1|2|22|2,2|2|1|2|1|2|22|2
353,benqa_ext_12th-Chemistry-II_0355,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,355,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.078,3|2|2|24|2|2|2|2,3|2|2|24|2|2|2|2,3|2|2|24|2|2|2|2
354,benqa_ext_12th-Physics-I_0059,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,59,12th,Physics-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.086,5|5|0|5|25|245,5|5|0|5|25|245,5|5|0|5|25|24|5
355,benqa_ext_12th-Biology-II_0258,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,258,12th,Biology-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.082,,,
356,benqa_ext_12th-Physics-I_0182,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,182,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.022,6|1|2|3|6,6|1|2|3|6,6|1|2|3|6
357,benqa_ext_12th-Biology-I_0302,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,302,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.014,,,
358,benqa_ext_12th-Chemistry-I_0359,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,359,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.085,3|2|3|3,3|2|3|3,3|2|3|3
359,benqa_ext_12th-Physics-I_0117,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,117,12th,Physics-I,D,ai_assisted_review_warn_v1,0,1,,suspicious_romanization_pattern:\btb[a-z]+,0,1.049,1|2,1|2,1|2
360,benqa_ext_12th-Math-I_0282,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,282,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.05,,,
361,benqa_ext_12th-Physics-II_0282,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,282,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.089,,,
362,benqa_ext_10th-Math_0322,literature/code/BEnQA/data/BEnQA/10th-Math.csv,322,10th,Math,B,ai_assisted_review_pass_v1,0,0,,,0,1.076,1|22|3|9|12|15|18,1|22|3|9|12|15|18,1|22|3|9|12|15|18
363,benqa_ext_8th-Science_0020,literature/code/BEnQA/data/BEnQA/8th-Science.csv,20,8th,Science,A,ai_assisted_review_pass_v1,0,0,,,0,0.991,,,
