model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,gold_numeric_values,raw_numeric_values,parsed_numeric_values,gold_numeric_count,raw_numeric_count,parsed_numeric_count,raw_has_any_number,parsed_has_any_number,raw_full_numeric_signature,parsed_full_numeric_signature,wrong_raw_full_numeric_signature,wrong_parsed_full_numeric_signature,wrong_without_raw_number,source,line,raw_excerpt
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",False,4,3;4,4,4,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,325,4
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",False,1 kilogram,3;4,1,1,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,109,1 kilogram
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",False,8 kg,3;4,8,8,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,327,8 kg
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,"Baburchi cooked 240 pieces of payaj, and it took him 80 minutes.",70;95;190;210,80;240,80;240,4,2,2,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,145,"Baburchi cooked 240 pieces of payaj, and it took him 80 minutes."
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,150,70;95;190;210,150,150,4,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,49,150
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,"Chef: 275 onions, Assistant: 125 onions, Worked for 37. 5 minutes.",70;95;190;210,5;37;125;275,5;37;125;275,4,4,4,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,147,"Chef: 275 onions, Assistant: 125 onions, Worked for 37. 5 minutes."
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,2,10;14,2,2,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,319,2
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,shurute kar koyoti gari chhil ekhon mintur dwigun.,10;14,,,2,0,0,False,False,False,False,False,False,True,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,107,shurute kar koyoti gari chhil ekhon mintur dwigun.
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,Mintu initially had 6 cars and Sentu initially had 8 cars.,10;14,6;8,6;8,2,2,2,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,321,Mintu initially had 6 cars and Sentu initially had 8 cars.
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,"জেডযেসব পাত্র দুটি ব্যবহার করে গোয়ালা 5 লিটার পাত্র থেকে 3 লিটার দুধ বাহির করে রেখে, পরবর্তীতে 3 লিটার পাত্র থেকে 1 লিটার �",1;3;5,1;3;5,1;3;5,3,3,3,True,True,True,True,True,True,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,577,"জেডযেসব পাত্র দুটি ব্যবহার করে গোয়ালা 5 লিটার পাত্র থেকে 3 লিটার দুধ বাহির করে রেখে, পরবর্তীতে 3 লিটার পাত্র থেকে 1 লিটার �"
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,25%,1;3;5,0.25;25,0.25;25,3,2,2,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,193,25%
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,5. Fill the 5-liter container again.,1;3;5,1;2;3;4;5;6,5,3,6,1,True,True,True,False,True,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,579,Beru can measure exactly 1 liter of milk by following these steps: 1. Fill the 5-liter container completely. 2. Pour milk from the 5-liter container into the 3-liter container u...
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,10,1;5;14,10,10,3,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,160,10
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,5,1;5;14,5;10;20,5,3,3,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,54,20 10 5
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,"4 men, 6 women, and 10 children.",1;5;14,4;6;10,4;6;10,3,3,3,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,162,"4 men, 6 women, and 10 children."
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1693,24,False,28,24,28,28,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,109,28
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1693,24,False,10,24,10,10,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,37,10
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1693,24,False,56,24,56,56,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,111,56
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,10 minutes,1,10,10,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,241,10 minutes
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,20,1,20,20,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,81,20
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,300 seconds,1,300,300,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,243,300 seconds
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,45,36;39;45;60,45,45,4,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,595,45
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,3/4,36;39;45;60,0.75,0.75,4,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,199,3/4
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,\[ \frac{1}{3,36;39;45;60,0.2;0.25;0.3333333333333333333333333333;1;3;39,1;3,4,6,2,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,597,"To solve this problem, we need to find the total number of trees in the park and then determine how many coconut trees, mango trees, and banyan trees there are. Let's denote the..."
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,500 liters,0.18;1.8,500,500,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,478,500 liters
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,5 grams,0.18;1.8,5,5,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,160,5 grams
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,200 grams,0.18;1.8,200,200,2,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,480,200 grams
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1697,70,False,35,70,35,35,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,553,35
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1697,70,False,50,70,50,50,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,185,50
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1697,70,False,40,70,40,40,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,555,40
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,6,13,6,6,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,235,6
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,12,13,12,12,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,79,12
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,9,13,9,9,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,237,9
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1699,132,False,58,132,58,58,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,388,58
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1699,132,False,26,132,26,26,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,130,26
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1699,132,False,156,132,156,156,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,390,156
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,60,36,60,60,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,430,60
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,16,36,16,16,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v5_banglish/results/runs/qwen2_5_3b_validation200_v5_banglish.jsonl,144,16
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,72,36,72,72,1,1,1,True,True,False,False,False,False,False,results/runs/qwen2_5_3b_validation200_v3_128/results/runs/qwen2_5_3b_validation200_v3_128.jsonl,432,72
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,সময় কমে যায়,,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,226,সময় কমে যায়
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,kintu ei poribortto ekti lok songkhya na thakle somoy ki hoy,,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,102,kintu ei poribortto ekti lok songkhya na thakle somoy ki hoy
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,Time decreases,,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,228,Time decreases
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,True,600টাকা,600,600,600,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,79,600টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,False,400,600,400,400,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,73,400
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,False,600,600,600,600,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,81,600
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,18,30,18,18,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,199,18
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,21,30,21,21,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,103,21
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,30,30,30,30,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,201,30
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,False,8000,12000,8000,8000,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,310,8000
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,False,100,12000,100,100,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,42,100
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,True,12000 Taka,12000,12000,12000,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,312,12000 Taka
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,160,200,160,160,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,202,160
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,30,200,30,30,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,106,30
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,72 kg,200,72,72,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,204,72 kg
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,22.5,0.5;22,22.5,22.5,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,28,22.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,25,0.5;22,25,25,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,174,25
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,45,0.5;22,45,45,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,30,45
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,120,140,120,120,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,142,120
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,240,140,240,240,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,190,240
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,40,140,40,40,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,144,40
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,12,15,12,12,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,397,12
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,15,15,15,15,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,153,15
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,12,15,12,12,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,399,12
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,6,6,6,6,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,151,6
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,6,6,6,6,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,24,6
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,6,6,6,6,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,153,6
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,250,250,250,250,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,136,250
