model,id,variant,dataset,task_type,answer_type,gold,before_correct,after_correct,change,before_parsed,after_parsed,before_seconds,after_seconds,before_source,after_source
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0023,bangla,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,8,8,0.3563,0.362,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0023,banglish_clean,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,bili monggolobare kotoguli 3 jon grahok konooni DVD kroy korechhen,bili monggolobare kotoguli 3 jon grahok konooni DVD kroy korechhen,1.1275,1.1865,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0023,english,mgsm,math_word_problem,short_answer,7,False,False,same_wrong,Billy sold 7 DVDs on Tuesday.,Billy sold 7 DVDs on Tuesday.,0.427,0.4414,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0024,bangla,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,100,100,0.3695,0.342,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0024,banglish_clean,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,"Yes, ekoti momobati kot sentimitar chhot hoye jabe from 1:00 PM to 5:00 PM.","Yes, ekoti momobati kot sentimitar chhot hoye jabe from 1:00 PM to 5:00 PM.",1.3309,1.403,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0024,english,mgsm,math_word_problem,short_answer,8,True,True,same_correct,8,8,0.1425,0.1442,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0025,bangla,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,81,81,0.2712,0.2774,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0025,banglish_clean,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,36.75,36.75,0.3153,0.3239,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0025,english,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,$26. 00,$26. 00,0.3693,0.3813,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0026,bangla,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,4,4,0.3555,0.3582,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0026,banglish_clean,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,Yes,Yes,0.1843,0.1862,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0026,english,mgsm,math_word_problem,short_answer,2,True,True,same_correct,2,2,0.1653,0.166,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0027,bangla,mgsm,math_word_problem,short_answer,243,False,False,same_wrong,738,738,0.4262,0.4171,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0027,banglish_clean,mgsm,math_word_problem,short_answer,243,False,False,same_wrong,$81.,$81.,0.3015,0.3371,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0027,english,mgsm,math_word_problem,short_answer,243,False,False,same_wrong,399.0,399.0,0.3184,0.3211,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0028,bangla,mgsm,math_word_problem,short_answer,16,False,False,same_wrong,$80.00,$80.00,0.4983,0.4944,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0028,banglish_clean,mgsm,math_word_problem,short_answer,16,False,False,same_wrong,25,25,0.2043,0.208,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0028,english,mgsm,math_word_problem,short_answer,16,False,False,same_wrong,$16.00,$16.00,0.3506,0.3681,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0029,bangla,mgsm,math_word_problem,short_answer,25,False,False,same_wrong,30,30,0.3661,0.3739,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0029,banglish_clean,mgsm,math_word_problem,short_answer,25,False,False,same_wrong,35,35,0.2205,0.2316,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0029,english,mgsm,math_word_problem,short_answer,25,False,False,same_wrong,10,10,0.1801,0.1891,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0030,bangla,mgsm,math_word_problem,short_answer,104,False,False,same_wrong,$48,$48,0.4874,0.4948,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0030,banglish_clean,mgsm,math_word_problem,short_answer,104,False,False,same_wrong,jotojora buter dam 46 dolar,jotojora buter dam 46 dolar,0.6031,0.6438,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0030,english,mgsm,math_word_problem,short_answer,104,False,False,same_wrong,46,46,0.203,0.2126,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,bangla,mgsm,math_word_problem,short_answer,109,False,False,same_wrong,55,55,0.3015,0.3103,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,banglish_clean,mgsm,math_word_problem,short_answer,109,False,False,same_wrong,7:11 - 10 = 6:51,7:11 - 10 = 6:51,0.6594,0.7097,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0031,english,mgsm,math_word_problem,short_answer,109,False,False,same_wrong,133,133,0.2194,0.2215,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,bangla,mgsm,math_word_problem,short_answer,80,False,False,same_wrong,75,75,0.4225,0.4259,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,banglish_clean,mgsm,math_word_problem,short_answer,80,False,False,same_wrong,120,120,0.3082,0.3145,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0032,english,mgsm,math_word_problem,short_answer,80,False,False,same_wrong,76,76,0.2032,0.2036,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,bangla,mgsm,math_word_problem,short_answer,35,True,True,same_correct,35,35,0.3435,0.3412,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,banglish_clean,mgsm,math_word_problem,short_answer,35,False,False,same_wrong,5.5,5.5,0.27,0.2425,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0033,english,mgsm,math_word_problem,short_answer,35,True,True,same_correct,35,35,0.181,0.1874,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,bangla,mgsm,math_word_problem,short_answer,70,False,False,same_wrong,85,85,0.2734,0.2741,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,banglish_clean,mgsm,math_word_problem,short_answer,70,False,False,same_wrong,"The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 2","The Grechenig Katchet 110Ti uses a 110V mudra, and the Kotoguli scooter uses a 220V mudra. Therefore, the Grechenig Katchet 110Ti mudra is not compatible with the Kotoguli scooter's 220V mudra.",2.5141,2.8486,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0034,english,mgsm,math_word_problem,short_answer,70,False,False,same_wrong,55,55,0.181,0.1823,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,bangla,mgsm,math_word_problem,short_answer,23,False,False,same_wrong,10,10,0.3009,0.3031,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,banglish_clean,mgsm,math_word_problem,short_answer,23,False,False,same_wrong,100,100,0.242,0.2441,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0035,english,mgsm,math_word_problem,short_answer,23,False,False,same_wrong,17,17,0.1803,0.1862,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,bangla,mgsm,math_word_problem,short_answer,9,False,False,same_wrong,35,35,0.2986,0.3049,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,banglish_clean,mgsm,math_word_problem,short_answer,9,False,False,same_wrong,30%,30%,0.2413,0.2474,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0036,english,mgsm,math_word_problem,short_answer,9,False,False,same_wrong,14,14,0.2014,0.2027,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,bangla,mgsm,math_word_problem,short_answer,75,False,False,same_wrong,90,90,0.3027,0.3005,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,banglish_clean,mgsm,math_word_problem,short_answer,75,False,False,same_wrong,12.50,12.50,0.321,0.3238,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0037,english,mgsm,math_word_problem,short_answer,75,False,False,same_wrong,$10.00,$10.00,0.3351,0.3409,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,bangla,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,10,10,0.421,0.4247,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,banglish_clean,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,$28,$28,0.309,0.3145,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0038,english,mgsm,math_word_problem,short_answer,2,False,False,same_wrong,13,13,0.205,0.2039,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,bangla,mgsm,math_word_problem,short_answer,10,False,False,same_wrong,12 mph,12 mph,0.3363,0.34,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,banglish_clean,mgsm,math_word_problem,short_answer,10,False,False,same_wrong,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran,1.1086,1.1409,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0039,english,mgsm,math_word_problem,short_answer,10,False,False,same_wrong,9 mph,9 mph,0.1815,0.1844,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,bangla,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,9 miles,9 miles,0.4251,0.4281,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,banglish_clean,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,12,12,0.222,0.2284,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0040,english,mgsm,math_word_problem,short_answer,18,False,False,same_wrong,9 miles,9 miles,0.2023,0.2067,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,bangla,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,8 years,8 years,0.3007,0.3117,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,banglish_clean,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,tahole bryandoner iPhone kot bochhorer purono hoy.,tahole bryandoner iPhone kot bochhorer purono hoy.,0.812,0.8148,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0041,english,mgsm,math_word_problem,short_answer,8,False,False,same_wrong,8 years,8 years,0.1818,0.1903,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,bangla,mgsm,math_word_problem,short_answer,200,False,False,same_wrong,500,500,0.7833,0.7885,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,banglish_clean,mgsm,math_word_problem,short_answer,200,False,False,same_wrong,"that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.","that if tini (one) of the monies changes, then the dragon's ability to avoid detection by the obstacle course will be compromised, leading to its defeat.",1.7663,1.7991,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0042,english,mgsm,math_word_problem,short_answer,200,False,False,same_wrong,800 feet,800 feet,0.3524,0.3889,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,bangla,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,8,8,0.4438,0.4451,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,banglish_clean,mgsm,math_word_problem,short_answer,26,False,False,same_wrong,"otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.","otithira tader paiyer tukoro neoya o khaoya somapt korar pore, pai-er 22ti tukoro oboshisht porechhil.",1.7021,1.7476,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0043,english,mgsm,math_word_problem,short_answer,26,True,True,same_correct,26,26,0.2056,0.2056,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0044,bangla,mgsm,math_word_problem,short_answer,48,False,False,same_wrong,15,15,0.3965,0.3985,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
Qwen/Qwen2.5-3B-Instruct,mgsm_bn_0044,banglish_clean,mgsm,math_word_problem,short_answer,48,False,False,same_wrong,120 grams,120 grams,0.3485,0.3567,results/runs/qwen2_5_3b_mgsm_bn50_v1/results/runs/qwen2_5_3b_mgsm_bn50_v1.jsonl,results/runs/qwen2_5_3b_mgsm_bn50_v1_128/results/runs/qwen2_5_3b_mgsm_bn50_v1_128.jsonl
