route,id,gold,rule,action,routed_answer,routed_correct,baseline_correct,delta_vs_baseline,changed_from_baseline,banglish_parsed,generated_bn_parsed,generated_en_parsed,repair_strategy
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_bn_only,use_generated_bn,A,True,False,1,True,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_en_only,fallback_baseline,,False,False,0,False,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_bn_if_baseline_empty,baseline_empty_use_bn,A,True,False,1,True,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_en_if_baseline_empty,fallback_baseline,,False,False,0,False,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,all_disagree_bn_tiebreak,fallback_baseline,,False,False,0,False,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,all_disagree_en_tiebreak,fallback_baseline,,False,False,0,False,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,A,True,False,1,True,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0234,A,generated_en_priority_nonbaseline,bn_nonbaseline_priority,A,True,False,1,True,,A,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,baseline,baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0088,C,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,baseline,baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_en_only,use_generated_en,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_bn_priority_nonbaseline,en_nonbaseline_priority,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0120,D,generated_en_priority_nonbaseline,en_nonbaseline_priority,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,baseline,baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,strict_generated_agreement,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,three_view_majority,banglish_bn_majority,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_bn_only,use_generated_bn,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_en_only,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_bn_if_baseline_empty,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_en_if_baseline_empty,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,all_disagree_bn_tiebreak,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,all_disagree_en_tiebreak,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_bn_priority_nonbaseline,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-I_0202,B,generated_en_priority_nonbaseline,fallback_baseline,B,True,True,0,False,B,B,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,baseline,baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_en_only,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0088,A,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,baseline,baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-II_0131,B,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,baseline,baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_en_only,use_generated_en,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_bn_priority_nonbaseline,en_nonbaseline_priority,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0106,D,generated_en_priority_nonbaseline,en_nonbaseline_priority,C,False,True,-1,True,D,D,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,baseline,baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Physics-I_0109,C,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,baseline,baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_en_only,use_generated_en,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_bn_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0031,D,generated_en_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,baseline,baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,three_view_majority,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_bn_only,use_generated_bn,C,True,False,1,True,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_en_only,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,C,True,False,1,True,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Math_0085,C,generated_en_priority_nonbaseline,bn_nonbaseline_priority,C,True,False,1,True,D,C,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,baseline,baseline,D,False,False,0,False,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,strict_generated_agreement,bn_en_agree_nonbaseline,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,three_view_majority,bn_en_majority,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_bn_only,use_generated_bn,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_en_only,use_generated_en,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,all_disagree_bn_tiebreak,bn_en_agree_nonbaseline,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,all_disagree_en_tiebreak,bn_en_agree_nonbaseline,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_bn_priority_nonbaseline,bn_en_agree_nonbaseline,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0024,C,generated_en_priority_nonbaseline,bn_en_agree_nonbaseline,B,False,False,0,True,D,B,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,baseline,baseline,D,False,False,0,False,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,strict_generated_agreement,bn_en_agree_nonbaseline,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,three_view_majority,bn_en_majority,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_bn_only,use_generated_bn,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_en_only,use_generated_en,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,all_disagree_bn_tiebreak,bn_en_agree_nonbaseline,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,all_disagree_en_tiebreak,bn_en_agree_nonbaseline,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_bn_priority_nonbaseline,bn_en_agree_nonbaseline,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_8th-Science_0153,C,generated_en_priority_nonbaseline,bn_en_agree_nonbaseline,C,True,False,1,True,D,C,C,raw_self_translate
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,baseline,baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0057,C,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,baseline,baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,strict_generated_agreement,fallback_baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,three_view_majority,banglish_en_majority,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_bn_only,use_generated_bn,D,False,True,-1,True,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_en_only,use_generated_en,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_bn_if_baseline_empty,fallback_baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_en_if_baseline_empty,fallback_baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,all_disagree_bn_tiebreak,fallback_baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,all_disagree_en_tiebreak,fallback_baseline,C,True,True,0,False,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,D,False,True,-1,True,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0143,C,generated_en_priority_nonbaseline,bn_nonbaseline_priority,D,False,True,-1,True,C,D,C,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,baseline,baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,generated_en_only,use_generated_en,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
Qwen3 protected-v3 BNB + guarded EN,benqa_10th-Biology_0197,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,translated_stem_source_tail
