id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,unique_content_token_count,banglatlit_seen_token_count,banglatlit_seen_unique_token_count,banglatlit_frequent_token_count,token_coverage,unique_token_coverage,frequent_token_coverage,top_unseen_tokens,bangla_correct_models,banglish_correct_models,english_correct_models,banglish_fragility_events,strict_bangla_english_fragility_events,banglish_preview
benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,1,1,1,0.25,0.25,0.25,byobohrit; dhatu; konti,0,0,0,0,0,"konti prothom byobohrit dhatu? A. Au B. Ag C. Sn D. Cu Answer with only A, B, C, or D."
benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,14,5,5,2,0.3571,0.3571,0.1429,iii; konti; medula; mostishker; obolonggata; ongshe; ponos; serebelam; shbasokendr,0,2,2,0,0,shbasokendr mostishker je ongshe thake- i. ponos ii. serebelam iii. medula obolonggata nicher konti sothik? A. i o ii B. i o ii...
benqa_8th-Math_0031,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,9,9,3,3,3,0.3333,0.3333,0.3333,byas; chakar; chakatir; garir; mitar; poridhi,1,1,3,2,0,"ekti garir chakar poridhi 5.15 mitar hole, chakatir byas koto? A. 0.82 mitar B. 0.96 mitar C. 1.28 mitar D. 1.64 mitar Answer w..."
banglamath_1698,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,19,8,7,5,0.381,0.3684,0.2381,adh; bololen; daktar; dupur; khete; kototi; mot; poropor; poryont; rogike; rogir; tebolet,0,0,0,0,0,daktar ek rogike sokal 6ta theke dupur 12ta poryont adh ghonta poropor 1ti tebolet khete bololen. rogir mot kototi tebolet proy...
benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,4,1,1,1,0.25,0.25,0.25,bloker; cl; moul,3,1,2,2,1,"Cl(17) kon bloker moul? A. s-blok B. p-blok C. d-blok D. f-blok Answer with only A, B, C, or D."
banglamath_1694,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,17,15,7,6,7,0.4118,0.4,0.4118,goti; kilomitar; kotokshon; lomba; mitar; ordhokilomitar; setu; trener; trenotir,0,0,0,0,0,"ekti 500 mitar lomba trener goti 60 kilomitar hole ,ordhokilomitar lomba ekti setu pari dite trenotir kotokshon somoy lagbe? Re..."
benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,17,17,7,7,2,0.4118,0.4118,0.1176,enotropir; iii; konti; poriborton; poribortoner; ruddhotapiy; shuny; songghotit; sthir; tapomatra,1,0,2,2,1,ruddhotapiy poribortoner khetre- i. hothat songghotit hoy ii. tapomatra sthir thake iii. enotropir poriborton shuny nicher kont...
benqa_12th-Math-I_0186,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,10,2,2,1,0.2,0.2,0.1,bindute; britter; erup; kendr; konti; okshoke; somikoron; sporsh,0,1,1,0,0,"(-2, 3) bindute kendr ebong y-okshoke sporsh kore erup britter somikoron konti? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y..."
banglamath_0553,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,13,3,3,3,0.1875,0.2308,0.1875,borgogoj; dhakote; dwara; khetrofol; kototi; mejhe; mejher; pathor; pathorer; samantoriker,0,0,0,0,0,samantoriker mejhe pathor dwara dhakote kototi pathor lagbe jodi mejher khetrofol 4500 borgogoj o pathorer khetrofol 4 borgogoj...
benqa_8th-Science_0127,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,3,3,3,0.5,0.5,0.5,groher; sobocheye; upogroh,1,1,2,1,1,"kon groher sobocheye beshi upogroh ache? A. shoni B. brihospoti C. iurenas D. nepochun Answer with only A, B, C, or D."
banglamath_0226,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,8,4,4,4,0.5,0.5,0.5,bhag; ongsh; onupate; takake,0,0,0,0,0,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe Return only the final answer.
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,1,1,1,0.1667,0.1667,0.1667,borger; jogfol; konakuni; kromer; myajik,1,0,3,3,1,"4 kromer myajik borger konakuni jogfol koto? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D."
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,3,3,2,0.5,0.5,0.3333,dx; frac; konti,3,3,3,0,0,\frac{d}{dx}(log_{10}x) er man konti? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with o...
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,9,4,4,3,0.4444,0.4444,0.3333,karokhana; konotike; mutr; obhihit; toiriri,1,1,3,2,0,"nicher konotike mutr toiriri karokhana hisebe obhihit kora jay? A. fusofus B. twok C. jokrit D. britt Answer with only A, B, C,..."
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,23,9,7,7,0.3462,0.3043,0.2692,ampiyar; basar; bedorume; bedorumer; bortonir; byobohar; duti; dwitiy; fiuj; fyan; ishar; karyokori,0,1,0,0,0,ishar basar bedorume duti tiubolait o ekti fyan pyaralale songjukt kora hoy. bedorumer bortonir sathe 10 ampiyar maner fiuj byo...
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,11,4,4,3,0.3333,0.3636,0.25,bhektor; circ; duti; lobdhir; modhyoborti; rashir; vec,2,2,2,0,0,\vec{P} o \vec{Q} duti bhektor rashir modhyoborti kon 120^{\circ} hole tader lobdhir man- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C....
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,5,1,1,0,0.2,0.2,0.0,doshar; konti; shuny; somotuly,1,2,3,1,0,"nicher konti shuny doshar somotuly? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D."
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,7,1,1,0,0.1429,0.1429,0.0,dayod; kototi; purn; rekotifayarer; sorbochch; torongg,1,1,1,0,0,"purn torongg rekotifayarer sorbochch kototi dayod proyojon? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,7,4,4,4,0.5714,0.5714,0.5714,akosmik; kidoni; okejo,1,2,0,0,0,akosmik kidoni okejo hote pare kon karone? A. dayabetis B. nefraitis C. maratmok dayoriya D. uchch roktochap Answer with only A...
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,16,5,5,2,0.3125,0.3125,0.125,adogedror; ayoton; iii; konti; mole; obosthay; onu; orth; proman; soman; songkhyar,1,0,1,1,1,32g O_{2} er orth holo- i. 1 mole O_{2} ii. proman obosthay 24.8L ayoton iii. adogedror songkhyar soman onu nicher konti sothik...
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,23,9,8,6,0.375,0.3478,0.25,akar; ayonikoron; bibhob; briddhi; dhatob; dhatur; golonangk; hras; iii; ilekotron; kelase; konti,2,0,2,3,1,"dhatur golonangk briddhi pay, jokhon- i. dhatob kelase mukt ilekotron beshi thake ii. ayonikoron bibhob hras pay iii. poromanur..."
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,9,3,3,3,0.3,0.3333,0.3,ayotokar; baganer; doirgho; khetrofol; mitar; prostho,0,0,0,0,0,ekti ayotokar baganer doirgho 150 mitar o prostho 50 mitar hole khetrofol koto Return only the final answer.
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,11,4,4,3,0.3333,0.3636,0.25,borgomitar; doirgho; ghorer; ghortir; khetrofol; prosther; tinogun,0,0,0,0,0,ekti ghorer doirgho prosther tinogun ebong khetrofol 147 borgomitar hole ghortir doirgho koto Return only the final answer.
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,7,6,5,6,0.6667,0.7143,0.6667,dimer; dojon,0,0,0,0,0,1 dojon dimer dam 48 taka hole 16ti dimer dam koto Return only the final answer.
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,8,5,5,2,0.625,0.625,0.25,cos; frac; left,1,1,1,0,0,cos\left ( - \frac{35\pi}{6} \right ) er man koto? A. - \frac{\sqrt{3}}{2} B. - \frac{1}{2} C. \frac{1}{2} D. \frac{\sqrt{3}}{2...
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,5,2,2,1,0.2857,0.4,0.1429,frac; sqrt; tan,2,2,1,0,0,tan^{-1}\ \frac{1}{\sqrt{3}} + tan^{-1}x = \frac{\pi}{2} hole x = ? A. \frac{1}{\sqrt{3}} B. - \frac{1}{\sqrt{3}} C. \sqrt{3} D...
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,10,7,7,6,0.7,0.7,0.6,barale; oporibortit; songkhya,0,0,0,0,0,kajer poriman oporibortit thakle lok songkhya barale somoy ki hoy Return only the final answer.
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,12,9,8,7,0.6923,0.6667,0.5385,chhatrabase; khadde; khaddo; mojud,0,0,0,0,0,ekti chhatrabase 50 joner 15 diner khaddo mojud ache. oi khadde 25 joner koto din cholbe Return only the final answer.
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,24,7,7,3,0.2917,0.2917,0.125,atp; dhap; enojaim; ghote; iii; konti; kosher; maitokondriyay; nit; obat; onu; prokriyati,0,0,2,2,0,C_{6}H_{12}O_{6}\xarrowright{enojaim}C_{3}H_{4}O_{3} uddipoker prokriyati- i. sobat o obat shbosoner prothom dhap ii. kosher ma...
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,21,7,7,1,0.3182,0.3333,0.0455,bayu; bhari; caco; cao; delta; drobon; gyasoti; iii; konti; nacl; omlodhormi; opeksha,2,2,1,0,0,A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 molar NaCl drobon A-er 'X' gyasoti- i. CO...
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,11,7,6,6,0.5385,0.5455,0.4615,chal; chale; cholote; keji; loker,1,0,0,1,0,120 keji chale 10 jon loker 27 din chole. 45 din cholote koto keji chal proyojon hobe Return only the final answer.
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,39,25,22,20,0.4902,0.5641,0.3922,bolol; bololo; chhil; dekholo; dwigun; gari; garir; khelona; koyoti; mintu; mintur; sentu,0,0,0,0,0,"khelona gari niye khelar somoy mintu dekholo , sentur garir songkhya tar cheye beshi ebong sentu ke bololo, tumi amake duita ga..."
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,3,3,1,0.75,0.75,0.25,tothyoti,0,1,3,2,0,nicher kon tothyoti sothik? A. C_{2}H_{4} opeksha C_{2}H{6} odhik sokriy B. CH_{4} ksharoker sathe bikriya kore C. ithanol ekti...
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,14,11,5,7,0.3667,0.3571,0.2333,kanthal; kathal; kathaler; kilogram; ojon; ojoner; soman; somoshti; toromujer,0,0,0,0,0,4ti kanthal ebong 5ti toromujer ojoner somoshti 32kilogram. 5ti kathal ebong 4ti toromujer ojoner somoshti 31 kilogram. uporer...
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,3,0,0,0,0.0,0.0,0.0,ekok; konti; moulik,3,0,3,3,3,"konti moulik ekok? A. jul B. niuton C. kyandela D. pyasokel Answer with only A, B, C, or D."
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,5,4,4,3,0.8,0.8,0.6,sqrt,2,1,1,1,1,"(\sqrt{3})^{x+2} = 27 hole x er man koto? A. 6 B. 4 C. 3 D. 2 Answer with only A, B, C, or D."
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,6,1,1,1,0.125,0.1667,0.125,alpha; cos; frac; sin; tan,0,0,0,0,0,"tan\frac{\alpha}{2} = 7 hole 4sin\alpha - 3cos\alpha = ? A. 5 B. 4 C. 3 D. 6 Answer with only A, B, C, or D."
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,26,10,10,5,0.3704,0.3846,0.1852,akar; bheja; botay; dag; foler; hras; iii; konti; lokshon; mishtota; pani; patar,2,0,3,3,2,penper ring spot roger lokshon holo- i. patar botay pani bheja sobuj dag dekha jay ii. penper mishtota hras pay iii. foler akar...
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,9,5,5,4,0.5556,0.5556,0.4444,badha; katar; otikrom; santar,2,2,3,1,0,panite santar katar somoy kon badha otikrom korte hoy? A. sthiti ghorshon B. goti ghorshon C. abort ghorshon D. probahi ghorsho...
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,2,2,1,0.5,0.5,0.25,droboner; naoh,2,1,2,1,1,"1% NaOH droboner pH koto? A. 0.8 B. 13.4 C. 13.2 D. 1 Answer with only A, B, C, or D."
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,2,2,1,0.4,0.4,0.2,glaikol; ithilin; joug,2,2,3,1,1,"ithilin glaikol kon dhoroner joug? A. alodihaid B. alokohol C. alokin D. alokain Answer with only A, B, C, or D."
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,1,1,1,0.1667,0.1667,0.1667,amishe; bhag; bidyoman; naitrojen; shotkora,1,1,2,1,1,"amishe shotkora koto bhag naitrojen bidyoman A. 12 B. 14 C. 16 D. 18 Answer with only A, B, C, or D."
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,2,2,2,0.5,0.5,0.5,dx; frac,3,3,3,0,0,"\frac{d}{dx} (log_{5}x) = koto? A. \frac{1}{x} B. \frac{1}{x}log_{e}5 C. \frac{1}{5 lnx} D. \frac{1}{x ln5} Answer with only A,..."
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,14,4,4,4,0.25,0.2857,0.25,ayotokar; baganer; bhitore; chowra; doirgho; khetrofol; mitar; prostho; rasta; rastar,0,0,0,0,0,ekti ayotokar baganer doirgho 60 mitar o prostho 40 mitar. er bhitore 2 mitar chowra rasta thakle rastar khetrofol koto Return...
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,7,3,3,1,0.4286,0.4286,0.1429,karyogot; konotir; laisojomer; royechhe,3,1,1,2,0,laisojomer sathe nicher konotir karyogot mil royechhe? A. losika kosh B. snayu kosh C. jonon kosh D. osthi kosh Answer with onl...
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,5,2,2,2,0.4,0.4,0.4,cosb; sin; sqrt,2,3,2,0,0,"sin B = \sqrt{2} - cosB hole, B = koto? A. \frac{\pi}{2} B. \frac{\pi}{3} C. \frac{\pi}{4} D. \frac{\pi}{6} Answer with only A,..."
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,11,4,4,3,0.3077,0.3636,0.2308,ayotokar; baganer; doirgho; mitar; porisima; prosther; tinogun,0,0,0,0,0,ekti ayotokar baganer doirgho prosther tinogun ebong porisima 400 mitar hole baganer doirgho koto Return only the final answer.
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,5,0,0,0,0.0,0.0,0.0,brihottom; dwitiy; konti; porb; pranijogoter,0,0,1,1,0,"pranijogoter dwitiy brihottom porb konti? A. Cnidaria B. Annelida C. Mollusca D. Athropoda Answer with only A, B, C, or D."
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,12,4,4,1,0.3077,0.3333,0.0769,amailej; iii; karboksipepotaid; konti; ongsh; peposin; poripake; protin,2,1,3,2,2,protin poripake ongsh ney konti? i. peposin ii. amailej iii. karboksipepotaid nicher konti sothik? A. i o ii B. i o iii C. ii o...
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,0,0,0,0.0,0.0,0.0,konti; porom; shuny; tapomatra,3,3,3,0,0,"porom shuny tapomatra konti? A. 273^{\circ}C B. 0^{\circ}C C. -273^{\circ}C D. -373^{\circ}C Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,14,6,5,5,0.375,0.3571,0.3125,ayoner; caf; drabyota; drobone; floraid; ghonomatra; gunofol; joliy; somprikt,1,1,2,1,0,CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er drabyota gunofol koto hobe? A. 3.7\...
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,8,11,8,9,1.0,1.0,0.8182,,0,0,0,0,0,6 jon lok ekti kaj 28 dine korle 24 jon lok koto dine korbe Return only the final answer.
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,4,0,0,0,0.0,0.0,0.0,mul; saban; toirir; upadan,1,0,3,3,1,"saban toirir mul upadan A. esid B. ksharok C. lobon D. glisarin Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,2,2,1,0.4,0.4,0.2,esidoti; shoktishali; sobocheye,3,3,3,0,0,"nicher kon esidoti sobocheye shoktishali? A. HF B. HCI C. HBr D. HI Answer with only A, B, C, or D."
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,3,2,2,2,0.6667,0.6667,0.6667,ab,1,1,1,0,0,"A - B = 10, AB = 16 hole A² + B² = koto? Return only the final answer."
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,9,4,4,4,0.4,0.4444,0.4,bhumi; goj; khetrofol; samantoriker; ucchota,1,0,0,1,0,ekti samantoriker bhumi 90 goj o ucchota 50 goj hole tar khetrofol koto Return only the final answer.
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,16,5,4,5,0.25,0.25,0.25,borjon; bostu; grahoker; grohon; injiner; karno; karyonirbahok; tap; tapograhoke; tapomatra; tapomatrar; utos,2,0,1,2,1,ekti karno injiner karyonirbahok bostu 400 K tapomatrar tap utos hote 840 J tap grohon kore tapograhoke 630 J tap borjon kore....
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,6,1,1,1,0.1667,0.1667,0.1667,bijogonitiy; pod; rashir; songkhyati; tom,0,1,1,1,0,"779 songkhyati kon bijogonitiy rashir 111 tom pod? A. 7k - 2 B. 7k + 2 C. 5555k + 224 D. 777k + 2 Answer with only A, B, C, or D."
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,14,9,8,6,0.5625,0.5714,0.375,borgomitare; ghorer; karpet; khetrofol; mejhe; murote,0,0,0,0,0,ekti ghorer mejhe karpet diye murote proti borgomitare 7.50 taka dore 1102.50 taka khoroch hole ghorer khetrofol koto Return on...
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,9,2,2,1,0.2222,0.2222,0.1111,adorsh; frac; gyas; gyaser; konti; mol; somikoron,3,1,3,2,2,\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konti? A. 3PV = 2RT B. 2PV = \frac{1}{3} RT C. 2PV = 3RT D. \frac{PV}{RT...
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,1,1,1,0.1667,0.1667,0.1667,ister; konti; prokriyay; shboson; utoponn,2,0,2,3,1,ister shboson prokriyay konti utoponn hoy? A. lyakotik esid B. glukoj C. oksalo asitik esid D. glisarik esid Answer with only A...
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,4,4,2,0.6667,0.6667,0.3333,byasardh; dharokotto,1,0,2,2,1,"prithibir byasardh 6500 km er dharokotto koto? A. 711 F B. 722 \mu F C. 640 \mu F D. 614 \mu F Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,6,3,3,1,0.5,0.5,0.1667,bondhon; konotir; sobocheye,0,0,2,2,0,"nicher konotir bondhon kon sobocheye bor? A. CH_{4} B. BCl_{3} C. NH_{3} D. H_{2}O Answer with only A, B, C, or D."
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,6,3,3,1,0.5,0.5,0.1667,binduti; obosthit; oksher,3,2,3,1,1,"nicher kon binduti x-oksher upor obosthit? A. (- 5, 5) B. (3, - 3) C. (0, 4) D. (2, 0) Answer with only A, B, C, or D."
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,15,6,6,5,0.3529,0.4,0.2941,baganer; chowra; doirgho; khetrofol; mi; mitar; prostho; rasta; rastar,0,0,0,0,0,ekti baganer baire 2.5 mitar chowra rasta thakle rastar khetrofol koto jodi baganer doirgho 50 mi o prostho 35 mi hoy Return on...
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,13,3,3,3,0.2308,0.2308,0.2308,bindugami; dhonatmok; diker; frac; oksher; somikoron; sorolorekha; sorolorekhar; tan; utoponn,0,0,1,1,0,"(-5, 10) bindugami sorolorekha x-oksher dhonatmok diker sathe tan^{-1}\frac{3}{4} kon utoponn kore. sorolorekhar somikoron- A...."
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,0,0,0,0.0,0.0,0.0,bidyoman; bondhon; dwi; konotir; onute,3,1,3,2,2,"konotir onute dwi-bondhon bidyoman? A. haidrojen B. oksijen C. naitrojen D. klorin Answer with only A, B, C, or D."
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,22,7,6,4,0.3043,0.2727,0.1739,bhitamin; chorbijatiy; hochchhe; iii; imalosifai; jingk; khaddoke; konti; kopar; nishkashit; parod; pittoroser,3,3,2,0,0,"pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone sohayota kore iii. kopar, jing..."
banglamath_1703,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,18,14,12,10,10,0.6667,0.7143,0.5556,anaros; dharonokshomota; jhurite; kototi,0,0,0,0,0,ekti jhurite dharonokshomota 120ti anaros othoba 144ti amer . jhurite 90ti anaros rakhar por ar kototi am rakha jabe? Return on...
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,17,14,5,5,5,0.2941,0.3571,0.2941,badhay; bina; bostu; mitar; otikrom; poront; poth; sekend; sekende,0,0,0,0,0,bina badhay poront bostu 5 sekende 50 mitar poth otikrom korle 72 mitar poth otikrom korte koto sekend somoy lagbe? A. 6 B. 7.2...
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,10,10,1,1,1,0.1,0.1,0.1,dhal; duiti; dwitiy; ky; lomb; rekhar; rekhatir; somikoron; sorolorekhar,0,1,0,0,0,2x - ky + 1 = 0 o 3x + 2y - 6 = 0 duiti sorolorekhar somikoron. dwitiy rekhatir lomb rekhar dhal koto? A. \frac{3}{2} B. \frac{...
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,7,1,1,1,0.1429,0.1429,0.1429,gole; konotir; noler; prachir; prantiy; srishti,2,0,2,3,1,"konotir prantiy prachir gole noler srishti hoy? A. sibhokosh B. bhesel C. trakid D. songgikosh Answer with only A, B, C, or D."
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,human_review_bad_banglish,bad,22,21,8,7,4,0.3636,0.3333,0.1818,bipul; byobohrit; ghonotb; iii; iureniyam; jbalani; konoti; kontrol; kot; manobodeher; nirgot; rod,2,3,2,0,0,manobodeher ghonotb kot? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalani hisebe iureniyam byobohrit h...
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,human_review_bad_banglish,bad,6,6,2,2,0,0.3333,0.3333,0.0,kot; matir; otyanukul; urbor,0,0,0,0,0,"urbor matir jony otyanukul pH kot? A. 3.0-4 B. 6-May C. 8-Jul D. 11-Oct Answer with only A, B, C, or D."
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,human_review_bad_banglish,bad,5,5,1,1,0,0.2,0.2,0.0,konoti; mul; somikoron; tharmomitir,0,1,0,0,0,tharmomitir mul somikoron nicher konoti? A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}...
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,1,1,1,0.2,0.2,0.2,jojok; prokar; tisyu; torol,1,1,1,1,0,"torol jojok tisyu koy prokar? A. 2 B. 3 C. 4 D. 5 Answer with only A, B, C, or D."
banglamath_1686,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,21,20,12,12,8,0.5714,0.6,0.381,apeloke; baloker; bhag; dr; soman; somanobhabe; sorbochch; tukorate,0,0,0,0,0,5ti apeloke 6 jon baloker majhe somanobhabe bhag kore dite hobe. kibhabe? (bi: dr: proyojon hole apeloke sorbochch soman 3 tuko...
