model,id,review_label,quality_status,subject,grade,domain,gold,banglish_option,banglish_correct,gold_D,banglish_D,banglish_wrong_D,banglish_invalid
Qwen2.5-7B 8-bit,benqa_10th-Physics_0198,unreviewed,auto_romanized_unverified_v4,Physics,10th,physics,D,C,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_10th-Physics_0280,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_10th-Physics_0296,unreviewed,auto_romanized_unverified_v4,Physics,10th,physics,D,A,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0034,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0049,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0119,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0122,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0128,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0179,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,A,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0203,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0247,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0287,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0321,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,C,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-II_0325,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,A,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0039,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0042,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0056,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0077,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0160,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0181,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0218,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,B,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0222,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0265,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0277,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,D,A,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Biology-I_0283,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0013,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0054,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0067,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0117,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0194,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0228,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,C,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0235,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0240,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0294,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0305,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0354,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,B,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0028,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,B,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0037,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0140,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0174,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,A,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0190,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,B,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0218,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0227,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,A,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0260,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,C,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0286,bad,human_review_bad_banglish,Chemistry-I,12th,chemistry-i,C,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0303,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0328,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0043,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0214,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0230,minor_edit,human_reviewed_banglish_v5,Math-II,12th,math-ii,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0234,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0029,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,B,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0088,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0120,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0186,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0187,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0202,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0218,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0310,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0326,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,B,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0342,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0383,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0037,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0046,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0085,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0088,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0131,bad,human_review_bad_banglish,Physics-II,12th,physics-ii,B,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0195,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0213,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,D,C,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0219,unreviewed,auto_romanized_unverified_v4,Physics-II,12th,physics-ii,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0267,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0290,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,A,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0292,unreviewed,auto_romanized_unverified_v4,Physics-II,12th,physics-ii,C,C,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0008,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0079,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,C,C,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0106,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,D,A,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0109,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,C,C,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0133,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,C,invalid,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0157,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,A,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0214,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0253,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,A,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0254,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0256,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0289,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0031,minor_edit,human_reviewed_banglish_v5,Math,8th,math,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0062,unreviewed,auto_romanized_unverified_v4,Math,8th,math,D,A,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0072,unreviewed,auto_romanized_unverified_v4,Math,8th,math,B,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0085,minor_edit,human_reviewed_banglish_v5,Math,8th,math,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0167,major_edit,human_reviewed_banglish_v5,Math,8th,math,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0190,major_edit,human_reviewed_banglish_v5,Math,8th,math,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0014,minor_edit,human_reviewed_banglish_v5,Science,8th,science,D,D,True,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0024,unreviewed,auto_romanized_unverified_v4,Science,8th,science,C,D,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0042,unreviewed,auto_romanized_unverified_v4,Science,8th,science,B,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0062,unreviewed,auto_romanized_unverified_v4,Science,8th,science,D,B,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0078,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,B,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0086,unreviewed,auto_romanized_unverified_v4,Science,8th,science,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0098,minor_edit,human_reviewed_banglish_v5,Science,8th,science,A,A,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0127,minor_edit,human_reviewed_banglish_v5,Science,8th,science,B,B,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0153,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,C,True,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0159,minor_edit,human_reviewed_banglish_v5,Science,8th,science,B,C,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0202,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,A,False,False,False,False,False
Qwen3-4B,benqa_10th-Biology_0057,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0090,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0128,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0143,unreviewed,auto_romanized_unverified_v4,Biology,10th,biology,C,C,True,False,False,False,False
Qwen3-4B,benqa_10th-Biology_0149,unreviewed,auto_romanized_unverified_v4,Biology,10th,biology,B,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0156,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0188,unreviewed,auto_romanized_unverified_v4,Biology,10th,biology,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0197,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Biology_0213,unreviewed,auto_romanized_unverified_v4,Biology,10th,biology,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0215,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,B,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0277,minor_edit,human_reviewed_banglish_v5,Biology,10th,biology,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0339,unreviewed,auto_romanized_unverified_v4,Biology,10th,biology,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0041,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,D,A,False,True,False,False,False
Qwen3-4B,benqa_10th-Chemistry_0110,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0111,unreviewed,auto_romanized_unverified_v4,Chemistry,10th,chemistry,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0132,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0191,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0194,unreviewed,auto_romanized_unverified_v4,Chemistry,10th,chemistry,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0280,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0322,unreviewed,auto_romanized_unverified_v4,Chemistry,10th,chemistry,B,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0336,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0374,unreviewed,auto_romanized_unverified_v4,Chemistry,10th,chemistry,B,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0388,minor_edit,human_reviewed_banglish_v5,Chemistry,10th,chemistry,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0062,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Math-II_0102,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0139,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Math-II_0326,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,C,C,True,False,False,False,False
Qwen3-4B,benqa_10th-Math-II_0347,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0357,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0367,minor_edit,human_reviewed_banglish_v5,Math-II,10th,math-ii,C,C,True,False,False,False,False
Qwen3-4B,benqa_10th-Math_0032,minor_edit,human_reviewed_banglish_v5,Math,10th,math,B,invalid,False,False,False,False,True
Qwen3-4B,benqa_10th-Math_0044,minor_edit,human_reviewed_banglish_v5,Math,10th,math,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Math_0186,unreviewed,auto_romanized_unverified_v4,Math,10th,math,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Math_0271,minor_edit,human_reviewed_banglish_v5,Math,10th,math,D,C,False,True,False,False,False
Qwen3-4B,benqa_10th-Math_0324,minor_edit,human_reviewed_banglish_v5,Math,10th,math,A,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0021,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,C,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0036,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,C,C,True,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0045,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,A,A,True,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0055,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0084,unreviewed,auto_romanized_unverified_v4,Physics,10th,physics,D,B,False,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0106,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,A,B,False,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0130,bad,human_review_bad_banglish,Physics,10th,physics,D,D,True,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0150,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,B,D,False,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0198,unreviewed,auto_romanized_unverified_v4,Physics,10th,physics,D,C,False,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0280,minor_edit,human_reviewed_banglish_v5,Physics,10th,physics,B,B,True,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0296,unreviewed,auto_romanized_unverified_v4,Physics,10th,physics,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0034,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0049,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0119,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0122,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0128,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0179,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0203,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0247,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0287,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0321,minor_edit,human_reviewed_banglish_v5,Biology-II,12th,biology-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0325,unreviewed,auto_romanized_unverified_v4,Biology-II,12th,biology-ii,A,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0039,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,B,False,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0042,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0056,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0077,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,C,True,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0160,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0181,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0218,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0222,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0265,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0277,unreviewed,auto_romanized_unverified_v4,Biology-I,12th,biology-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0283,minor_edit,human_reviewed_banglish_v5,Biology-I,12th,biology-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0013,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0054,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,A,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0067,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0117,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0194,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0228,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0235,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,A,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0240,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,B,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0294,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,C,C,True,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0305,minor_edit,human_reviewed_banglish_v5,Chemistry-II,12th,chemistry-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0354,unreviewed,auto_romanized_unverified_v4,Chemistry-II,12th,chemistry-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0028,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,B,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0037,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0140,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
