model,model_id,dataset,task_type,id,domain,subject,grade,english_structural_warning,english_structural_group,english_warning_codes,bangla_correct,banglish_correct,english_correct,banglish_miss,recoverable_banglish_miss,bangla_any_recovery,english_any_recovery,both_alternate_recovery,all_script_hard,banglish_unique_success
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,True,english_structural_warning,formulas,True,False,False,True,True,True,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-II_0043,math-ii,Math-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-II_0214,math-ii,Math-II,12th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-II_0230,math-ii,Math-II,12th,True,english_structural_warning,digits,True,True,False,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-II_0234,math-ii,Math-II,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0029,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0088,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0120,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0186,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0187,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0202,math-i,Math-I,12th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0218,math-i,Math-I,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0310,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0326,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0342,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Math-I_0383,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0037,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0046,physics-ii,Physics-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0085,physics-ii,Physics-II,12th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0088,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0131,physics-ii,Physics-II,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0195,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0213,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0219,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0267,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0290,physics-ii,Physics-II,12th,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-II_0292,physics-ii,Physics-II,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0008,physics-i,Physics-I,12th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0079,physics-i,Physics-I,12th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0106,physics-i,Physics-I,12th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0109,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0133,physics-i,Physics-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0157,physics-i,Physics-I,12th,True,english_structural_warning,digits,True,False,False,True,True,True,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0214,physics-i,Physics-I,12th,True,english_structural_warning,formulas,False,True,False,False,False,False,False,False,False,True
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0253,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0254,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0256,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_12th-Physics-I_0289,physics-i,Physics-I,12th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0031,math,Math,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0062,math,Math,8th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0072,math,Math,8th,True,english_structural_warning,digits,False,True,False,False,False,False,False,False,False,True
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0085,math,Math,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0167,math,Math,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Math_0190,math,Math,8th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0014,science,Science,8th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0024,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0042,science,Science,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0062,science,Science,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0078,science,Science,8th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0086,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0098,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0127,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0153,science,Science,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0159,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,benqa,mcq,benqa_8th-Science_0202,science,Science,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0181,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0182,math,,six,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0183,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0184,math,,six,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0185,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0186,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0187,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0188,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0189,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0226,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0227,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0228,math,,six,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0229,math,,six,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0230,math,,six,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0231,math,,six,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0232,math,,six,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0233,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0234,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0236,math,,six,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0237,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0518,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0519,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0521,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0522,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0526,math,,seven,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0531,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0532,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0533,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0538,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0539,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0540,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0541,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0542,math,,seven,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0549,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0550,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0552,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0553,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0557,math,,seven,True,english_structural_warning,digits formulas,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0558,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_0559,math,,seven,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1684,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1685,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1686,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1687,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1688,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1690,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1691,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1692,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1693,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1694,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1695,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1696,math,,Eight,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1697,math,,Eight,True,english_structural_warning,digits formulas,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1698,math,,Eight,True,english_structural_warning,digits formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1699,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,banglamath_1703,math,,Eight,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0057,biology,Biology,10th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0090,biology,Biology,10th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0128,biology,Biology,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0143,biology,Biology,10th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0149,biology,Biology,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0156,biology,Biology,10th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0188,biology,Biology,10th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0197,biology,Biology,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0213,biology,Biology,10th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0215,biology,Biology,10th,True,english_structural_warning,formulas,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0277,biology,Biology,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Biology_0339,biology,Biology,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0041,chemistry,Chemistry,10th,True,english_structural_warning,digits formulas,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0110,chemistry,Chemistry,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0111,chemistry,Chemistry,10th,True,english_structural_warning,digits formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0132,chemistry,Chemistry,10th,True,english_structural_warning,formulas,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0191,chemistry,Chemistry,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0194,chemistry,Chemistry,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0280,chemistry,Chemistry,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0322,chemistry,Chemistry,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0336,chemistry,Chemistry,10th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0374,chemistry,Chemistry,10th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Chemistry_0388,chemistry,Chemistry,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0062,math-ii,Math-II,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0102,math-ii,Math-II,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0139,math-ii,Math-II,10th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0326,math-ii,Math-II,10th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0347,math-ii,Math-II,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0357,math-ii,Math-II,10th,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
