model,id,gold,bangla_parsed_option,bangla_valid_option,bangla_correct,bangla_format_failure,banglish_clean_parsed_option,banglish_clean_valid_option,banglish_clean_correct,banglish_clean_format_failure,english_parsed_option,english_valid_option,english_correct,english_format_failure,banglish_same_as_bangla,banglish_same_as_english,banglish_wrong_bangla_correct,banglish_wrong_english_correct
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0294,C,A,True,False,False,A,True,False,False,A,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0305,D,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-II_0354,B,A,True,False,False,A,True,False,False,B,True,True,False,True,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0028,B,B,True,True,False,C,True,False,False,B,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0037,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0140,D,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0174,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0190,B,A,True,False,False,C,True,False,False,B,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0218,D,B,True,False,False,B,True,False,False,C,True,False,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0227,D,B,True,False,False,A,True,False,False,B,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0260,D,D,True,True,False,C,True,False,False,D,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0286,C,B,True,False,False,A,True,False,False,B,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0303,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Chemistry-I_0328,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0043,D,B,True,False,False,B,True,False,False,C,True,False,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0214,C,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0230,D,C,True,False,False,D,True,True,False,C,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-II_0234,A,A,True,True,False,B,True,False,False,A,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0029,B,A,True,False,False,A,True,False,False,B,True,True,False,True,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0088,C,A,True,False,False,B,True,False,False,A,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0120,D,C,True,False,False,B,True,False,False,C,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0186,A,B,True,False,False,A,True,True,False,A,True,True,False,False,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0187,B,D,True,False,False,B,True,True,False,D,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0202,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0218,A,A,True,True,False,A,True,True,False,A,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0310,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0326,B,A,True,False,False,A,True,False,False,A,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0342,C,C,True,True,False,D,True,False,False,D,True,False,False,False,True,True,False
Qwen2.5-7B 8-bit,benqa_12th-Math-I_0383,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0037,B,D,True,False,False,B,True,True,False,C,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0046,C,B,True,False,False,D,True,False,False,B,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0085,D,C,True,False,False,B,True,False,False,D,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0088,A,D,True,False,False,B,True,False,False,D,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0131,B,A,True,False,False,A,True,False,False,A,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0195,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0213,D,C,True,False,False,C,True,False,False,C,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0219,D,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0267,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0290,B,B,True,True,False,A,True,False,False,B,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-II_0292,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0008,D,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0079,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0106,D,C,True,False,False,A,True,False,False,D,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0109,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0133,C,C,True,True,False,invalid,False,False,True,C,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0157,A,A,True,True,False,B,True,False,False,C,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0214,B,C,True,False,False,B,True,True,False,C,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0253,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0254,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0256,C,C,True,True,False,B,True,False,False,C,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_12th-Physics-I_0289,D,B,True,False,False,D,True,True,False,A,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Math_0031,D,B,True,False,False,B,True,False,False,D,True,True,False,True,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Math_0062,D,D,True,True,False,A,True,False,False,D,True,True,False,False,False,True,True
Qwen2.5-7B 8-bit,benqa_8th-Math_0072,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Math_0085,C,A,True,False,False,B,True,False,False,C,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Math_0167,C,D,True,False,False,B,True,False,False,C,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Math_0190,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0014,D,D,True,True,False,D,True,True,False,C,True,False,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0024,C,C,True,True,False,D,True,False,False,A,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0042,B,D,True,False,False,C,True,False,False,B,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0062,D,C,True,False,False,B,True,False,False,D,True,True,False,False,False,False,True
Qwen2.5-7B 8-bit,benqa_8th-Science_0078,C,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0086,A,A,True,True,False,A,True,True,False,A,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0098,A,B,True,False,False,A,True,True,False,B,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0127,B,D,True,False,False,B,True,True,False,B,True,True,False,False,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0153,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0159,B,C,True,False,False,C,True,False,False,A,True,False,False,True,False,False,False
Qwen2.5-7B 8-bit,benqa_8th-Science_0202,C,C,True,True,False,A,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Biology_0057,C,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_10th-Biology_0090,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen3-4B,benqa_10th-Biology_0128,A,A,True,True,False,D,True,False,False,D,True,False,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0143,C,B,True,False,False,C,True,True,False,D,True,False,False,False,False,False,False
Qwen3-4B,benqa_10th-Biology_0149,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_10th-Biology_0156,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Biology_0188,A,A,True,True,False,D,True,False,False,B,True,False,False,False,False,True,False
Qwen3-4B,benqa_10th-Biology_0197,D,A,True,False,False,D,True,True,False,A,True,False,False,False,False,False,False
Qwen3-4B,benqa_10th-Biology_0213,A,A,True,True,False,D,True,False,False,D,True,False,False,False,True,True,False
Qwen3-4B,benqa_10th-Biology_0215,B,C,True,False,False,D,True,False,False,D,True,False,False,False,True,False,False
Qwen3-4B,benqa_10th-Biology_0277,C,A,True,False,False,D,True,False,False,A,True,False,False,False,False,False,False
Qwen3-4B,benqa_10th-Biology_0339,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0041,D,A,True,False,False,A,True,False,False,D,True,True,False,True,False,False,True
Qwen3-4B,benqa_10th-Chemistry_0110,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen3-4B,benqa_10th-Chemistry_0111,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0132,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Chemistry_0191,A,C,True,False,False,D,True,False,False,D,True,False,False,False,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0194,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0280,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0322,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Chemistry_0336,D,D,True,True,False,D,True,True,False,B,True,False,False,True,False,False,False
Qwen3-4B,benqa_10th-Chemistry_0374,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Chemistry_0388,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0062,C,B,True,False,False,D,True,False,False,A,True,False,False,False,False,False,False
Qwen3-4B,benqa_10th-Math-II_0102,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0139,A,invalid,False,False,True,D,True,False,False,invalid,False,False,True,False,False,False,False
Qwen3-4B,benqa_10th-Math-II_0326,C,A,True,False,False,C,True,True,False,A,True,False,False,False,False,False,False
Qwen3-4B,benqa_10th-Math-II_0347,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0357,D,D,True,True,False,D,True,True,False,invalid,False,False,True,True,False,False,False
Qwen3-4B,benqa_10th-Math-II_0367,C,B,True,False,False,C,True,True,False,C,True,True,False,False,True,False,False
Qwen3-4B,benqa_10th-Math_0032,B,invalid,False,False,True,invalid,False,False,True,invalid,False,False,True,False,False,False,False
Qwen3-4B,benqa_10th-Math_0044,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Math_0186,C,D,True,False,False,D,True,False,False,A,True,False,False,True,False,False,False
Qwen3-4B,benqa_10th-Math_0271,D,D,True,True,False,C,True,False,False,D,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Math_0324,A,B,True,False,False,D,True,False,False,D,True,False,False,False,True,False,False
Qwen3-4B,benqa_10th-Physics_0021,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Physics_0036,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0045,A,A,True,True,False,A,True,True,False,A,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0055,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0084,D,B,True,False,False,B,True,False,False,D,True,True,False,True,False,False,True
Qwen3-4B,benqa_10th-Physics_0106,A,B,True,False,False,B,True,False,False,invalid,False,False,True,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0130,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0150,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Physics_0198,D,D,True,True,False,C,True,False,False,D,True,True,False,False,False,True,True
Qwen3-4B,benqa_10th-Physics_0280,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0296,D,B,True,False,False,D,True,True,False,B,True,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Biology-II_0034,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Biology-II_0049,C,C,True,True,False,D,True,False,False,D,True,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0119,C,C,True,True,False,D,True,False,False,A,True,False,False,False,False,True,False
Qwen3-4B,benqa_12th-Biology-II_0122,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0128,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0179,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Biology-II_0203,D,D,True,True,False,D,True,True,False,A,True,False,False,True,False,False,False
Qwen3-4B,benqa_12th-Biology-II_0247,B,B,True,True,False,D,True,False,False,D,True,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0287,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Biology-II_0321,C,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0325,A,C,True,False,False,C,True,False,False,A,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Biology-I_0039,C,D,True,False,False,B,True,False,False,D,True,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0042,D,D,True,True,False,D,True,True,False,B,True,False,False,True,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0056,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0077,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0160,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Biology-I_0181,C,A,True,False,False,D,True,False,False,D,True,False,False,False,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0218,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Biology-I_0222,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0265,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Biology-I_0277,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0283,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0013,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0054,A,A,True,True,False,C,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0067,C,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0117,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Chemistry-II_0194,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0228,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0235,A,A,True,True,False,C,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0240,B,B,True,True,False,C,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-II_0294,C,C,True,True,False,C,True,True,False,A,True,False,False,True,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0305,D,C,True,False,False,D,True,True,False,C,True,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0354,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Chemistry-I_0028,B,C,True,False,False,C,True,False,False,C,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0037,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0140,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0174,A,A,True,True,False,D,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Chemistry-I_0190,B,D,True,False,False,D,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Chemistry-I_0218,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0227,D,C,True,False,False,D,True,True,False,D,True,True,False,False,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0260,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0286,C,B,True,False,False,D,True,False,False,B,True,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0303,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0328,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Math-II_0043,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0214,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0230,D,D,True,True,False,D,True,True,False,invalid,False,False,True,True,False,False,False
Qwen3-4B,benqa_12th-Math-II_0234,A,D,True,False,False,invalid,False,False,True,invalid,False,False,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0029,B,invalid,False,False,True,D,True,False,False,invalid,False,False,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0088,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen3-4B,benqa_12th-Math-I_0120,D,D,True,True,False,D,True,True,False,C,True,False,False,True,False,False,False
Qwen3-4B,benqa_12th-Math-I_0186,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0187,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0202,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0218,A,A,True,True,False,C,True,False,False,A,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Math-I_0310,B,B,True,True,False,B,True,True,False,B,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0326,B,invalid,False,False,True,invalid,False,False,True,invalid,False,False,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0342,C,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0383,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0037,B,C,True,False,False,D,True,False,False,C,True,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Physics-II_0046,C,B,True,False,False,D,True,False,False,C,True,True,False,False,False,False,True
Qwen3-4B,benqa_12th-Physics-II_0085,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0088,A,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0131,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0195,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0213,D,C,True,False,False,C,True,False,False,C,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0219,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0267,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0290,B,B,True,True,False,D,True,False,False,A,True,False,False,False,False,True,False
Qwen3-4B,benqa_12th-Physics-II_0292,C,A,True,False,False,D,True,False,False,C,True,True,False,False,False,False,True
Qwen3-4B,benqa_12th-Physics-I_0008,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0079,C,C,True,True,False,C,True,True,False,C,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0106,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0109,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Physics-I_0133,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_12th-Physics-I_0157,A,D,True,False,False,C,True,False,False,C,True,False,False,False,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0214,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0253,A,C,True,False,False,D,True,False,False,D,True,False,False,False,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0254,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0256,C,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0289,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_8th-Math_0031,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_8th-Math_0062,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_8th-Math_0072,B,D,True,False,False,D,True,False,False,A,True,False,False,True,False,False,False
Qwen3-4B,benqa_8th-Math_0085,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_8th-Math_0167,C,D,True,False,False,D,True,False,False,C,True,True,False,True,False,False,True
Qwen3-4B,benqa_8th-Math_0190,B,D,True,False,False,D,True,False,False,D,True,False,False,True,True,False,False
Qwen3-4B,benqa_8th-Science_0014,D,D,True,True,False,D,True,True,False,C,True,False,False,True,False,False,False
Qwen3-4B,benqa_8th-Science_0024,C,B,True,False,False,D,True,False,False,B,True,False,False,False,False,False,False
Qwen3-4B,benqa_8th-Science_0042,B,C,True,False,False,D,True,False,False,B,True,True,False,False,False,False,True
Qwen3-4B,benqa_8th-Science_0062,D,D,True,True,False,D,True,True,False,D,True,True,False,True,True,False,False
Qwen3-4B,benqa_8th-Science_0078,C,A,True,False,False,C,True,True,False,C,True,True,False,False,True,False,False
Qwen3-4B,benqa_8th-Science_0086,A,D,True,False,False,D,True,False,False,A,True,True,False,True,False,False,True
Qwen3-4B,benqa_8th-Science_0098,A,B,True,False,False,B,True,False,False,B,True,False,False,True,True,False,False
Qwen3-4B,benqa_8th-Science_0127,B,B,True,True,False,D,True,False,False,B,True,True,False,False,False,True,True
Qwen3-4B,benqa_8th-Science_0153,C,C,True,True,False,D,True,False,False,C,True,True,False,False,False,True,True
Qwen3-4B,benqa_8th-Science_0159,B,C,True,False,False,C,True,False,False,B,True,True,False,True,False,False,True
Qwen3-4B,benqa_8th-Science_0202,C,C,True,True,False,A,True,False,False,C,True,True,False,False,False,True,True
