request_id,provider,model,id,dataset,task_type,answer_type,variant,variant_label,prompt_mode,gold,parsed,strict_correct,secondary_correct,secondary_reason,secondary_parsed,parsed_empty,choice_invalid,raw_chars,raw_line_count,raw_multiline,long_response_gt120,finish_reason,requested_max_output_tokens,requested_thinking_budget,usage_input_tokens,usage_output_tokens,usage_thoughts_tokens,usage_total_tokens,seconds,key_name,raw_excerpt
banglamath_0538::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0538,banglamath,short_answer,short_answer,english,English,baseline,৩৮৪ বর্গ মিটার,384 m²,True,True,strict,384 m²,False,False,6,1,False,False,STOP,1024,,73,68,59,141,2.804,OPENAI_API_KEY,384 m²
banglamath_0539::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0539,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৪৭ বর্গমিটার,১৪৭ বর্গমিটার,True,True,strict,১৪৭ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,90,76,63,166,3.659,OPENAI_API_KEY,১৪৭ বর্গমিটার
banglamath_0539::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0539,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৪৭ বর্গমিটার,১৪৭ বর্গমিটার,True,True,strict,১৪৭ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,84,90,77,174,3.693,OPENAI_API_KEY,১৪৭ বর্গমিটার
banglamath_0539::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0539,banglamath,short_answer,short_answer,english,English,baseline,১৪৭ বর্গমিটার,147 sq. meters,False,False,,147 sq. meters,False,False,14,1,False,False,STOP,1024,,78,60,50,138,2.526,OPENAI_API_KEY,147 sq. meters
banglamath_0540::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0540,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২১ মিটার,২১ মিটার,True,True,strict,২১ মিটার,False,False,8,1,False,False,STOP,1024,,77,57,48,134,2.839,OPENAI_API_KEY,২১ মিটার
banglamath_0540::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0540,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২১ মিটার,২১ মিটার,True,True,strict,২১ মিটার,False,False,8,1,False,False,STOP,1024,,78,67,58,145,2.375,OPENAI_API_KEY,২১ মিটার
banglamath_0540::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0540,banglamath,short_answer,short_answer,english,English,baseline,২১ মিটার,21 meters,False,True,short_extended_unit,21 meters,False,False,9,1,False,False,STOP,1024,,67,47,39,114,2.271,OPENAI_API_KEY,21 meters
banglamath_0541::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0541,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৪৪৪ বর্গমিটার,৪৪৪ বর্গমিটার,True,True,strict,৪৪৪ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,87,163,149,250,6.602,OPENAI_API_KEY,৪৪৪ বর্গমিটার
banglamath_0541::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0541,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৪৪৪ বর্গমিটার,৪৪৪ বর্গমিটার,True,True,strict,৪৪৪ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,86,155,141,241,5.993,OPENAI_API_KEY,৪৪৪ বর্গমিটার
banglamath_0541::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0541,banglamath,short_answer,short_answer,english,English,baseline,৪৪৪ বর্গমিটার,444 m²,True,True,strict,444 m²,False,False,6,1,False,False,STOP,1024,,73,76,67,149,4.931,OPENAI_API_KEY,444 m²
banglamath_0542::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0542,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৩৪০০ টাকা,৩৪০০ টাকা,True,True,strict,৩৪০০ টাকা,False,False,9,1,False,False,STOP,1024,,97,49,38,146,2.359,OPENAI_API_KEY,৩৪০০ টাকা
banglamath_0542::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0542,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৩৪০০ টাকা,৩৪০০ টাকা,True,True,strict,৩৪০০ টাকা,False,False,9,1,False,False,STOP,1024,,91,142,131,233,6.740,OPENAI_API_KEY,৩৪০০ টাকা
banglamath_0542::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0542,banglamath,short_answer,short_answer,english,English,baseline,৩৪০০ টাকা,3400 Taka,True,True,strict,3400 Taka,False,False,9,1,False,False,STOP,1024,,73,58,48,131,1.942,OPENAI_API_KEY,3400 Taka
banglamath_0549::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0549,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৪৫০ বর্গমিটার,৪৫০ বর্গমিটার,True,True,strict,৪৫০ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,89,75,62,164,3.921,OPENAI_API_KEY,৪৫০ বর্গমিটার
banglamath_0549::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0549,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৪৫০ বর্গমিটার,৪৫০ বর্গমিটার,True,True,strict,৪৫০ বর্গমিটার,False,False,13,1,False,False,STOP,1024,,88,94,81,182,4.175,OPENAI_API_KEY,৪৫০ বর্গমিটার
banglamath_0549::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0549,banglamath,short_answer,short_answer,english,English,baseline,৪৫০ বর্গমিটার,450 m²,True,True,strict,450 m²,False,False,6,1,False,False,STOP,1024,,71,60,51,131,4.040,OPENAI_API_KEY,450 m²
banglamath_0552::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0552,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৪৫০০ বর্গগজ,৪৫০০ বর্গগজ,True,True,strict,৪৫০০ বর্গগজ,False,False,11,1,False,False,STOP,1024,,70,41,27,111,2.152,OPENAI_API_KEY,৪৫০০ বর্গগজ
banglamath_0552::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0552,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৪৫০০ বর্গগজ,4500 বর্গ গজ,True,True,strict,4500 বর্গ গজ,False,False,12,1,False,False,STOP,1024,,71,81,68,152,2.825,OPENAI_API_KEY,4500 বর্গ গজ
banglamath_0552::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0552,banglamath,short_answer,short_answer,english,English,baseline,৪৫০০ বর্গগজ,4500 square yards,False,True,short_extended_unit,4500 square yards,False,False,17,1,False,False,STOP,1024,,66,31,21,97,1.846,OPENAI_API_KEY,4500 square yards
banglamath_0553::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0553,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১১২৫টি,১১২৫টি পাথর,True,True,strict,১১২৫টি পাথর,False,False,11,1,False,False,STOP,1024,,100,49,36,149,3.089,OPENAI_API_KEY,১১২৫টি পাথর
banglamath_0553::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0553,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১১২৫টি,1125,False,True,short_numeric_only,1125,False,False,4,1,False,False,STOP,1024,,89,52,44,141,2.663,OPENAI_API_KEY,1125
banglamath_0553::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0553,banglamath,short_answer,short_answer,english,English,baseline,১১২৫টি,1125,False,True,short_numeric_only,1125,False,False,4,1,False,False,STOP,1024,,72,29,21,101,1.952,OPENAI_API_KEY,1125
banglamath_0557::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0557,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৯৩০ টাকা,৯৩০ টাকা,True,True,strict,৯৩০ টাকা,False,False,8,1,False,False,STOP,1024,,83,59,50,142,2.243,OPENAI_API_KEY,৯৩০ টাকা
banglamath_0557::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0557,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৯৩০ টাকা,৯৩০ টাকা,True,True,strict,৯৩০ টাকা,False,False,8,1,False,False,STOP,1024,,81,61,52,142,2.577,OPENAI_API_KEY,৯৩০ টাকা
banglamath_0557::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0557,banglamath,short_answer,short_answer,english,English,baseline,৯৩০ টাকা,390 Taka,False,False,,390 Taka,False,False,8,1,False,False,STOP,1024,,70,32,23,102,1.890,OPENAI_API_KEY,390 Taka
banglamath_0558::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_0558,banglamath,short_answer,short_answer,bangla,Bangla,baseline,২০ মিটার,২০ মিটার,True,True,strict,২০ মিটার,False,False,8,1,False,False,STOP,1024,,68,84,75,152,3.930,OPENAI_API_KEY,২০ মিটার
banglamath_0558::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_0558,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,২০ মিটার,20 মিটার,True,True,strict,20 মিটার,False,False,8,1,False,False,STOP,1024,,67,117,108,184,3.255,OPENAI_API_KEY,20 মিটার
banglamath_0558::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_0558,banglamath,short_answer,short_answer,english,English,baseline,২০ মিটার,20 meters,False,True,short_extended_unit,20 meters,False,False,9,1,False,False,STOP,1024,,65,27,19,92,2.049,OPENAI_API_KEY,20 meters
banglamath_1694::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_1694,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১ মিনিট,৬০ সেকেন্ড,False,False,,৬০ সেকেন্ড,False,False,10,1,False,False,STOP,1024,,93,84,72,177,3.313,OPENAI_API_KEY,৬০ সেকেন্ড
banglamath_1694::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_1694,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১ মিনিট,১ মিনিট,True,True,strict,১ মিনিট,False,False,7,1,False,False,STOP,1024,,84,84,76,168,3.509,OPENAI_API_KEY,১ মিনিট
banglamath_1694::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_1694,banglamath,short_answer,short_answer,english,English,baseline,১ মিনিট,60 seconds,False,False,,60 seconds,False,False,10,1,False,False,STOP,1024,,69,51,43,120,2.136,OPENAI_API_KEY,60 seconds
banglamath_1698::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_1698,banglamath,short_answer,short_answer,bangla,Bangla,baseline,১৩ টা,১৩,False,True,short_numeric_only,১৩,False,False,2,1,False,False,STOP,1024,,86,59,52,145,3.417,OPENAI_API_KEY,১৩
banglamath_1698::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_1698,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,১৩ টা,১৩টি,False,True,short_numeric_only,১৩টি,False,False,4,1,False,False,STOP,1024,,90,73,65,163,5.484,OPENAI_API_KEY,১৩টি
banglamath_1698::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_1698,banglamath,short_answer,short_answer,english,English,baseline,১৩ টা,13,False,True,short_numeric_only,13,False,False,2,1,False,False,STOP,1024,,70,62,55,132,3.106,OPENAI_API_KEY,13
banglamath_1703::bangla::baseline,openai,gpt-5.5-low-cap1024,banglamath_1703,banglamath,short_answer,short_answer,bangla,Bangla,baseline,৩৬টি,৩৬টি আম,True,True,strict,৩৬টি আম,False,False,7,1,False,False,STOP,1024,,86,90,80,176,3.646,OPENAI_API_KEY,৩৬টি আম
banglamath_1703::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,banglamath_1703,banglamath,short_answer,short_answer,banglish_clean,Reviewed Banglish,baseline,৩৬টি,36,False,True,short_numeric_only,36,False,False,2,1,False,False,STOP,1024,,85,90,83,175,4.464,OPENAI_API_KEY,36
banglamath_1703::english::baseline,openai,gpt-5.5-low-cap1024,banglamath_1703,banglamath,short_answer,short_answer,english,English,baseline,৩৬টি,36,False,True,short_numeric_only,36,False,False,2,1,False,False,STOP,1024,,75,63,56,138,3.212,OPENAI_API_KEY,36
benqa_10th-Biology_0090::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0090,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,80,47,40,127,2.729,OPENAI_API_KEY,C
benqa_10th-Biology_0090::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0090,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,76,110,103,186,4.520,OPENAI_API_KEY,C
benqa_10th-Biology_0090::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0090,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,76,43,36,119,2.192,OPENAI_API_KEY,C
benqa_10th-Biology_0128::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0128,benqa,mcq,choice,bangla,Bangla,baseline,A,C,False,False,,C,False,False,1,1,False,False,STOP,1024,,103,523,516,626,18.489,OPENAI_API_KEY,C
benqa_10th-Biology_0128::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0128,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,94,523,516,617,19.256,OPENAI_API_KEY,A
benqa_10th-Biology_0128::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0128,benqa,mcq,choice,english,English,baseline,A,C,False,False,,C,False,False,1,1,False,False,STOP,1024,,83,394,387,477,9.996,OPENAI_API_KEY,C
benqa_10th-Biology_0188::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0188,benqa,mcq,choice,bangla,Bangla,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,82,37,30,119,2.157,OPENAI_API_KEY,A
benqa_10th-Biology_0188::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0188,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,78,76,69,154,3.380,OPENAI_API_KEY,A
benqa_10th-Biology_0188::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Biology_0188,benqa,mcq,choice,english,English,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,76,29,22,105,2.879,OPENAI_API_KEY,A
benqa_10th-Chemistry_0111::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0111,benqa,mcq,choice,bangla,Bangla,baseline,D,D,True,True,strict,D,False,False,1,1,False,False,STOP,1024,,116,523,516,639,16.031,OPENAI_API_KEY,D
benqa_10th-Chemistry_0111::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0111,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,D,D,True,True,strict,D,False,False,1,1,False,False,STOP,1024,,110,523,516,633,16.829,OPENAI_API_KEY,D
benqa_10th-Chemistry_0111::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0111,benqa,mcq,choice,english,English,baseline,D,D,True,True,strict,D,False,False,1,1,False,False,STOP,1024,,102,45,38,147,2.190,OPENAI_API_KEY,D
benqa_10th-Chemistry_0280::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0280,benqa,mcq,choice,bangla,Bangla,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,75,73,66,148,3.162,OPENAI_API_KEY,D
benqa_10th-Chemistry_0280::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0280,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,76,106,99,182,4.083,OPENAI_API_KEY,D
benqa_10th-Chemistry_0280::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Chemistry_0280,benqa,mcq,choice,english,English,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,70,89,82,159,6.370,OPENAI_API_KEY,D
benqa_10th-Math-II_0062::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math-II_0062,benqa,mcq,choice,bangla,Bangla,baseline,C,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,153,523,516,676,15.740,OPENAI_API_KEY,B
benqa_10th-Math-II_0062::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math-II_0062,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,155,523,516,678,12.918,OPENAI_API_KEY,C
benqa_10th-Math-II_0062::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math-II_0062,benqa,mcq,choice,english,English,baseline,C,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,146,523,516,669,10.892,OPENAI_API_KEY,B
benqa_10th-Math_0186::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math_0186,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,106,68,61,174,3.669,OPENAI_API_KEY,C
benqa_10th-Math_0186::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math_0186,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,104,64,57,168,2.810,OPENAI_API_KEY,C
benqa_10th-Math_0186::english::baseline,openai,gpt-5.5-low-cap1024,benqa_10th-Math_0186,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,95,44,37,139,1.886,OPENAI_API_KEY,C
benqa_12th-Biology-II_0122::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-II_0122,benqa,mcq,choice,bangla,Bangla,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,99,76,69,175,2.418,OPENAI_API_KEY,A
benqa_12th-Biology-II_0122::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-II_0122,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,93,141,134,234,4.454,OPENAI_API_KEY,A
benqa_12th-Biology-II_0122::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-II_0122,benqa,mcq,choice,english,English,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,94,59,52,153,1.989,OPENAI_API_KEY,A
benqa_12th-Biology-I_0039::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0039,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,95,69,62,164,3.859,OPENAI_API_KEY,C
benqa_12th-Biology-I_0039::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0039,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,87,140,133,227,5.370,OPENAI_API_KEY,C
benqa_12th-Biology-I_0039::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0039,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,80,65,58,145,2.721,OPENAI_API_KEY,C
benqa_12th-Biology-I_0056::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0056,benqa,mcq,choice,bangla,Bangla,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,80,42,35,122,1.922,OPENAI_API_KEY,A
benqa_12th-Biology-I_0056::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0056,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,76,110,103,186,3.835,OPENAI_API_KEY,A
benqa_12th-Biology-I_0056::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Biology-I_0056,benqa,mcq,choice,english,English,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,73,27,20,100,2.875,OPENAI_API_KEY,A
benqa_12th-Chemistry-II_0067::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0067,benqa,mcq,choice,bangla,Bangla,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,127,447,440,574,14.286,OPENAI_API_KEY,D
benqa_12th-Chemistry-II_0067::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0067,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,126,194,187,320,5.131,OPENAI_API_KEY,D
benqa_12th-Chemistry-II_0067::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0067,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,116,76,69,192,3.420,OPENAI_API_KEY,C
benqa_12th-Chemistry-II_0228::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,147,41,34,188,2.356,OPENAI_API_KEY,C
benqa_12th-Chemistry-II_0228::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,144,83,76,227,3.300,OPENAI_API_KEY,C
benqa_12th-Chemistry-II_0228::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-II_0228,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,137,39,32,176,2.279,OPENAI_API_KEY,C
benqa_12th-Chemistry-I_0286::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-I_0286,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,90,523,516,613,17.798,OPENAI_API_KEY,C
benqa_12th-Chemistry-I_0286::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-I_0286,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,89,269,262,358,10.211,OPENAI_API_KEY,C
benqa_12th-Chemistry-I_0286::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Chemistry-I_0286,benqa,mcq,choice,english,English,baseline,C,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,85,471,464,556,10.315,OPENAI_API_KEY,B
benqa_12th-Physics-II_0219::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-II_0219,benqa,mcq,choice,bangla,Bangla,baseline,D,D,True,True,strict,D,False,False,1,1,False,False,STOP,1024,,88,47,40,135,2.128,OPENAI_API_KEY,D
benqa_12th-Physics-II_0219::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-II_0219,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,D,D,True,True,strict,D,False,False,1,1,False,False,STOP,1024,,89,122,115,211,3.182,OPENAI_API_KEY,D
benqa_12th-Physics-II_0219::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-II_0219,benqa,mcq,choice,english,English,baseline,D,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,81,104,97,185,3.639,OPENAI_API_KEY,B
benqa_12th-Physics-I_0253::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0253,benqa,mcq,choice,bangla,Bangla,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,132,217,210,349,9.695,OPENAI_API_KEY,D
benqa_12th-Physics-I_0253::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0253,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,141,98,91,239,4.853,OPENAI_API_KEY,D
benqa_12th-Physics-I_0253::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0253,benqa,mcq,choice,english,English,baseline,A,D,False,False,,D,False,False,1,1,False,False,STOP,1024,,114,150,143,264,4.850,OPENAI_API_KEY,D
benqa_12th-Physics-I_0256::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0256,benqa,mcq,choice,bangla,Bangla,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,106,188,181,294,10.414,OPENAI_API_KEY,C
benqa_12th-Physics-I_0256::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0256,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,105,240,233,345,6.004,OPENAI_API_KEY,C
benqa_12th-Physics-I_0256::english::baseline,openai,gpt-5.5-low-cap1024,benqa_12th-Physics-I_0256,benqa,mcq,choice,english,English,baseline,C,C,True,True,strict,C,False,False,1,1,False,False,STOP,1024,,87,118,111,205,4.046,OPENAI_API_KEY,C
benqa_8th-Science_0086::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0086,benqa,mcq,choice,bangla,Bangla,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,88,90,83,178,4.873,OPENAI_API_KEY,A
benqa_8th-Science_0086::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0086,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,84,122,115,206,8.990,OPENAI_API_KEY,A
benqa_8th-Science_0086::english::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0086,benqa,mcq,choice,english,English,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,77,281,274,358,9.721,OPENAI_API_KEY,A
benqa_8th-Science_0098::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0098,benqa,mcq,choice,bangla,Bangla,baseline,A,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,143,192,185,335,11.120,OPENAI_API_KEY,B
benqa_8th-Science_0098::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0098,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,A,B,False,False,,B,False,False,1,1,False,False,STOP,1024,,148,300,293,448,9.222,OPENAI_API_KEY,B
benqa_8th-Science_0098::english::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0098,benqa,mcq,choice,english,English,baseline,A,A,True,True,strict,A,False,False,1,1,False,False,STOP,1024,,128,222,215,350,5.495,OPENAI_API_KEY,A
benqa_8th-Science_0127::bangla::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0127,benqa,mcq,choice,bangla,Bangla,baseline,B,A,False,False,,A,False,False,1,1,False,False,STOP,1024,,85,44,37,129,2.518,OPENAI_API_KEY,A
benqa_8th-Science_0127::banglish_clean::baseline,openai,gpt-5.5-low-cap1024,benqa_8th-Science_0127,benqa,mcq,choice,banglish_clean,Reviewed Banglish,baseline,B,A,False,False,,A,False,False,1,1,False,False,STOP,1024,,85,68,61,153,2.326,OPENAI_API_KEY,A
